Genus,Subgenus,Species,Subspecies,Name,Country,Province,Locality,Municipality,Latitude,Longitude,Year,Month,Day,Date,Collector,Determiner,Sex
Halictus,NA,fulvipes,NA,Halictus fulvipes,Spain,"Balears, Illes",Ses Costes,Muro,39.75011,3.05956,2018,6,13,13/6/18,M. A. González-Estévez,M. A. González-Estévez,m
Halictus,NA,fulvipes,NA,Halictus fulvipes,Spain,"Balears, Illes",Ses Costes,Muro,39.75011,3.05956,2018,6,13,13/6/18,M. A. González-Estévez,M. A. González-Estévez,NA
Halictus,NA,gemmeus,NA,Halictus gemmeus,Spain,"Balears, Illes",Ses Costes,Muro,39.75011,3.05956,2018,5,28,28/5/18,C. Gómez-Martínez,M. A. González-Estévez,f
Halictus,NA,scabiosae,NA,Halictus scabiosae,Spain,"Balears, Illes",Ses Costes,Muro,39.75011,3.05956,2018,4,3,3/4/18,C. Gómez-Martínez,M. A. González-Estévez,f
Halictus,NA,scabiosae,NA,Halictus scabiosae,Spain,"Balears, Illes",Ses Costes,Muro,39.75011,3.05956,2018,5,8,8/5/18,C. Gómez-Martínez,M. A. González-Estévez,f
Halictus,NA,scabiosae,NA,Halictus scabiosae,Spain,"Balears, Illes",Ses Costes,Muro,39.75011,3.05956,2018,5,8,8/5/18,C. Gómez-Martínez,M. A. González-Estévez,f
Halictus,NA,scabiosae,NA,Halictus scabiosae,Spain,"Balears, Illes",Ses Costes,Muro,39.75011,3.05956,2018,5,8,8/5/18,C. Gómez-Martínez,M. A. González-Estévez,f
Halictus,NA,scabiosae,NA,Halictus scabiosae,Spain,"Balears, Illes",Ses Costes,Muro,39.75011,3.05956,2018,5,8,8/5/18,M. A. González-Estévez,M. A. González-Estévez,f
Halictus,NA,scabiosae,NA,Halictus scabiosae,Spain,"Balears, Illes",Ses Costes,Muro,39.75011,3.05956,2018,5,8,8/5/18,M. A. González-Estévez,M. A. González-Estévez,f
Halictus,NA,scabiosae,NA,Halictus scabiosae,Spain,"Balears, Illes",Ses Costes,Muro,39.75011,3.05956,2018,5,8,8/5/18,C. Gómez-Martínez,M. A. González-Estévez,f
Halictus,NA,scabiosae,NA,Halictus scabiosae,Spain,"Balears, Illes",Ses Costes,Muro,39.75011,3.05956,2018,5,8,8/5/18,C. Gómez-Martínez,M. A. González-Estévez,f
Halictus,NA,scabiosae,NA,Halictus scabiosae,Spain,"Balears, Illes",Ses Costes,Muro,39.75011,3.05956,2018,5,8,8/5/18,C. Gómez-Martínez,M. A. González-Estévez,f
Halictus,NA,scabiosae,NA,Halictus scabiosae,Spain,"Balears, Illes",Ses Costes,Muro,39.75011,3.05956,2018,5,8,8/5/18,M. A. González-Estévez,M. A. González-Estévez,NA
Halictus,NA,scabiosae,NA,Halictus scabiosae,Spain,"Balears, Illes",Ses Costes,Muro,39.75011,3.05956,2018,5,8,8/5/18,M. A. González-Estévez,M. A. González-Estévez,NA
Halictus,NA,scabiosae,NA,Halictus scabiosae,Spain,"Balears, Illes",Ses Costes,Muro,39.75011,3.05956,2018,5,8,8/5/18,M. A. González-Estévez,M. A. González-Estévez,NA
Halictus,NA,scabiosae,NA,Halictus scabiosae,Spain,"Balears, Illes",Ses Costes,Muro,39.75011,3.05956,2018,5,8,8/5/18,M. A. González-Estévez,M. A. González-Estévez,NA
Halictus,NA,scabiosae,NA,Halictus scabiosae,Spain,"Balears, Illes",Ses Costes,Muro,39.75011,3.05956,2018,5,28,28/5/18,M. A. González-Estévez,M. A. González-Estévez,NA
Halictus,NA,scabiosae,NA,Halictus scabiosae,Spain,"Balears, Illes",Ses Costes,Muro,39.75011,3.05956,2018,5,28,28/5/18,M. A. González-Estévez,M. A. González-Estévez,NA
Halictus,NA,scabiosae,NA,Halictus scabiosae,Spain,"Balears, Illes",Ses Costes,Muro,39.75011,3.05956,2018,5,28,28/5/18,M. A. González-Estévez,M. A. González-Estévez,NA
Halictus,NA,scabiosae,NA,Halictus scabiosae,Spain,"Balears, Illes",Ses Costes,Muro,39.75011,3.05956,2018,5,28,28/5/18,M. A. González-Estévez,M. A. González-Estévez,NA
Halictus,NA,scabiosae,NA,Halictus scabiosae,Spain,"Balears, Illes",Ses Costes,Muro,39.75011,3.05956,2018,5,28,28/5/18,M. A. González-Estévez,M. A. González-Estévez,NA
Halictus,NA,scabiosae,NA,Halictus scabiosae,Spain,"Balears, Illes",Ses Costes,Muro,39.75011,3.05956,2018,5,28,28/5/18,M. A. González-Estévez,M. A. González-Estévez,NA
Halictus,NA,scabiosae,NA,Halictus scabiosae,Spain,"Balears, Illes",Ses Costes,Muro,39.75011,3.05956,2018,5,28,28/5/18,M. A. González-Estévez,M. A. González-Estévez,NA
Halictus,NA,scabiosae,NA,Halictus scabiosae,Spain,"Balears, Illes",Ses Costes,Muro,39.75011,3.05956,2018,6,13,13/6/18,M. A. González-Estévez,M. A. González-Estévez,NA
Heriades,NA,rubicola,NA,Heriades rubicola,Spain,"Balears, Illes",Ses Costes,Muro,39.75011,3.05956,2018,5,28,28/5/18,C. Gómez-Martínez,M. A. González-Estévez,f
Hylaeus,NA,brevicornis,NA,Hylaeus brevicornis,Spain,"Balears, Illes",Ses Costes,Muro,39.75011,3.05956,2018,5,8,8/5/18,C. Gómez-Martínez,M. A. González-Estévez,m
Hylaeus,NA,clypearis,NA,Hylaeus clypearis,Spain,"Balears, Illes",Ses Costes,Muro,39.75011,3.05956,2018,6,13,13/6/18,M. A. González-Estévez,M. A. González-Estévez,m
Hylaeus,NA,clypearis,NA,Hylaeus clypearis,Spain,"Balears, Illes",Ses Costes,Muro,39.75011,3.05956,2018,6,13,13/6/18,M. A. González-Estévez,M. A. González-Estévez,m
Hylaeus,NA,clypearis,NA,Hylaeus clypearis,Spain,"Balears, Illes",Ses Costes,Muro,39.75011,3.05956,2018,6,13,13/6/18,M. A. González-Estévez,M. A. González-Estévez,m
Hylaeus,NA,pictipes,NA,Hylaeus pictipes,Spain,"Balears, Illes",Ses Costes,Muro,39.75011,3.05956,2018,10,23,23/10/18,C. Gómez-Martínez,M. A. González-Estévez,f
Lasioglossum,NA,malachurum,NA,Lasioglossum malachurum,Spain,"Balears, Illes",Ses Costes,Muro,39.75011,3.05956,2018,5,8,8/5/18,M. A. González-Estévez,M. A. González-Estévez,f
Lasioglossum,NA,malachurum,NA,Lasioglossum malachurum,Spain,"Balears, Illes",Ses Costes,Muro,39.75011,3.05956,2018,5,8,8/5/18,C. Gómez-Martínez,M. A. González-Estévez,f
Lasioglossum,NA,malachurum,NA,Lasioglossum malachurum,Spain,"Balears, Illes",Ses Costes,Muro,39.75011,3.05956,2018,5,28,28/5/18,C. Gómez-Martínez,M. A. González-Estévez,f
Lasioglossum,NA,malachurum,NA,Lasioglossum malachurum,Spain,"Balears, Illes",Ses Costes,Muro,39.75011,3.05956,2018,5,28,28/5/18,M. A. González-Estévez,M. A. González-Estévez,f
Lasioglossum,NA,punctatissimum,NA,Lasioglossum punctatissimum,Spain,"Balears, Illes",Ses Costes,Muro,39.75011,3.05956,2018,5,28,28/5/18,M. A. González-Estévez,M. A. González-Estévez,f
Lasioglossum,NA,sp2,NA,Lasioglossum sp2,Spain,"Balears, Illes",Ses Costes,Muro,39.75011,3.05956,2018,5,28,28/5/18,M. A. González-Estévez,M. A. González-Estévez,m
Lasioglossum,NA,sp2,NA,Lasioglossum sp2,Spain,"Balears, Illes",Ses Costes,Muro,39.75011,3.05956,2018,5,28,28/5/18,M. A. González-Estévez,M. A. González-Estévez,m
Lasioglossum,NA,transitorium planulum,NA,Lasioglossum transitorium,Spain,"Balears, Illes",Ses Costes,Muro,39.75011,3.05956,2018,5,28,28/5/18,M. A. González-Estévez,M. A. González-Estévez,m
Lasioglossum,NA,villosulum,NA,Lasioglossum villosulum,Spain,"Balears, Illes",Ses Costes,Muro,39.75011,3.05956,2018,5,28,28/5/18,M. A. González-Estévez,M. A. González-Estévez,m
Megachile,NA,centuncularis,NA,Megachile centuncularis,Spain,"Balears, Illes",Ses Costes,Muro,39.75011,3.05956,2018,4,20,20/4/18,C. Gómez-Martínez,M. A. González-Estévez,m
Osmia,NA,submicans,NA,Osmia submicans,Spain,"Balears, Illes",Ses Costes,Muro,39.75011,3.05956,2018,4,20,20/4/18,C. Gómez-Martínez,M. A. González-Estévez,f
Osmia,NA,submicans,NA,Osmia submicans,Spain,"Balears, Illes",Ses Costes,Muro,39.75011,3.05956,2018,4,20,20/4/18,C. Gómez-Martínez,M. A. González-Estévez,f
Osmia,NA,versicolor,NA,Osmia versicolor,Spain,"Balears, Illes",Ses Costes,Muro,39.75011,3.05956,2018,5,8,8/5/18,C. Gómez-Martínez,M. A. González-Estévez,f
Andrena,NA,flavipes,NA,Andrena flavipes,Spain,"Balears, Illes",Puntiró,Palma,39.59623,2.80156,2018,5,23,23/5/18,C. Gómez-Martínez,M. A. González-Estévez,f
Andrena,NA,flavipes,NA,Andrena flavipes,Spain,"Balears, Illes",Puntiró,Palma,39.59623,2.80156,2018,5,23,23/5/18,M. A. González-Estévez,M. A. González-Estévez,f
Andrena,NA,flavipes,NA,Andrena flavipes,Spain,"Balears, Illes",Puntiró,Palma,39.59623,2.80156,2018,6,12,12/6/18,M. A. González-Estévez,M. A. González-Estévez,f
Andrena,NA,nigroolivacea,NA,Andrena nigroolivacea,Spain,"Balears, Illes",Puntiró,Palma,39.59623,2.80156,2018,4,20,20/4/18,M. A. González-Estévez,M. A. González-Estévez,f
Apis,NA,mellifera,NA,Apis mellifera,Spain,"Balears, Illes",Puntiró,Palma,39.59623,2.80156,2018,3,28,28/3/18,C. Gómez-Martínez,C. Gómez-Martínez,NA
Apis,NA,mellifera,NA,Apis mellifera,Spain,"Balears, Illes",Puntiró,Palma,39.59623,2.80156,2018,3,28,28/3/18,M. A. González-Estévez,M. A. González-Estévez,NA
Apis,NA,mellifera,NA,Apis mellifera,Spain,"Balears, Illes",Puntiró,Palma,39.59623,2.80156,2018,3,28,28/3/18,M. A. González-Estévez,M. A. González-Estévez,NA
Apis,NA,mellifera,NA,Apis mellifera,Spain,"Balears, Illes",Puntiró,Palma,39.59623,2.80156,2018,3,28,28/3/18,M. A. González-Estévez,M. A. González-Estévez,NA
Apis,NA,mellifera,NA,Apis mellifera,Spain,"Balears, Illes",Puntiró,Palma,39.59623,2.80156,2018,3,28,28/3/18,M. A. González-Estévez,M. A. González-Estévez,NA
Apis,NA,mellifera,NA,Apis mellifera,Spain,"Balears, Illes",Puntiró,Palma,39.59623,2.80156,2018,3,28,28/3/18,M. A. González-Estévez,M. A. González-Estévez,NA
Apis,NA,mellifera,NA,Apis mellifera,Spain,"Balears, Illes",Puntiró,Palma,39.59623,2.80156,2018,3,28,28/3/18,M. A. González-Estévez,M. A. González-Estévez,NA
Apis,NA,mellifera,NA,Apis mellifera,Spain,"Balears, Illes",Puntiró,Palma,39.59623,2.80156,2018,4,30,30/4/18,C. Gómez-Martínez,C. Gómez-Martínez,NA
Apis,NA,mellifera,NA,Apis mellifera,Spain,"Balears, Illes",Puntiró,Palma,39.59623,2.80156,2018,4,30,30/4/18,C. Gómez-Martínez,C. Gómez-Martínez,NA
Apis,NA,mellifera,NA,Apis mellifera,Spain,"Balears, Illes",Puntiró,Palma,39.59623,2.80156,2018,4,30,30/4/18,C. Gómez-Martínez,C. Gómez-Martínez,NA
Apis,NA,mellifera,NA,Apis mellifera,Spain,"Balears, Illes",Puntiró,Palma,39.59623,2.80156,2018,5,23,23/5/18,M. A. González-Estévez,M. A. González-Estévez,NA
Apis,NA,mellifera,NA,Apis mellifera,Spain,"Balears, Illes",Puntiró,Palma,39.59623,2.80156,2018,5,23,23/5/18,M. A. González-Estévez,M. A. González-Estévez,NA
Apis,NA,mellifera,NA,Apis mellifera,Spain,"Balears, Illes",Puntiró,Palma,39.59623,2.80156,2018,5,23,23/5/18,M. A. González-Estévez,M. A. González-Estévez,NA
Apis,NA,mellifera,NA,Apis mellifera,Spain,"Balears, Illes",Puntiró,Palma,39.59623,2.80156,2018,5,23,23/5/18,M. A. González-Estévez,M. A. González-Estévez,NA
Apis,NA,mellifera,NA,Apis mellifera,Spain,"Balears, Illes",Puntiró,Palma,39.59623,2.80156,2018,5,23,23/5/18,M. A. González-Estévez,M. A. González-Estévez,NA
Apis,NA,mellifera,NA,Apis mellifera,Spain,"Balears, Illes",Puntiró,Palma,39.59623,2.80156,2018,5,23,23/5/18,M. A. González-Estévez,M. A. González-Estévez,NA
Apis,NA,mellifera,NA,Apis mellifera,Spain,"Balears, Illes",Puntiró,Palma,39.59623,2.80156,2018,5,23,23/5/18,C. Gómez-Martínez,C. Gómez-Martínez,NA
Apis,NA,mellifera,NA,Apis mellifera,Spain,"Balears, Illes",Puntiró,Palma,39.59623,2.80156,2018,10,16,16/10/18,C. Gómez-Martínez,C. Gómez-Martínez,NA
Apis,NA,mellifera,NA,Apis mellifera,Spain,"Balears, Illes",Puntiró,Palma,39.59623,2.80156,2018,10,30,30/10/18,M. A. González-Estévez,M. A. González-Estévez,NA
Colletes,NA,succinctus,NA,Colletes succinctus,Spain,"Balears, Illes",Puntiró,Palma,39.59623,2.80156,2018,10,16,16/10/18,C. Gómez-Martínez,M. A. González-Estévez,m
Colletes,NA,succinctus,NA,Colletes succinctus,Spain,"Balears, Illes",Puntiró,Palma,39.59623,2.80156,2018,10,30,30/10/18,C. Gómez-Martínez,M. A. González-Estévez,m
Colletes,NA,succinctus,NA,Colletes succinctus,Spain,"Balears, Illes",Puntiró,Palma,39.59623,2.80156,2018,10,30,30/10/18,C. Gómez-Martínez,M. A. González-Estévez,m
Eucera,NA,oraniensis,NA,Eucera oraniensis,Spain,"Balears, Illes",Puntiró,Palma,39.59623,2.80156,2018,4,20,20/4/18,M. A. González-Estévez,M. A. González-Estévez,f
Eucera,NA,oraniensis,NA,Eucera oraniensis,Spain,"Balears, Illes",Puntiró,Palma,39.59623,2.80156,2018,5,23,23/5/18,M. A. González-Estévez,M. A. González-Estévez,f
Eucera,NA,oraniensis,NA,Eucera oraniensis,Spain,"Balears, Illes",Puntiró,Palma,39.59623,2.80156,2018,5,23,23/5/18,C. Gómez-Martínez,M. A. González-Estévez,f
Eucera,NA,oraniensis,NA,Eucera oraniensis,Spain,"Balears, Illes",Puntiró,Palma,39.59623,2.80156,2018,5,23,23/5/18,C. Gómez-Martínez,M. A. González-Estévez,f
Eucera,NA,oraniensis,NA,Eucera oraniensis,Spain,"Balears, Illes",Puntiró,Palma,39.59623,2.80156,2018,5,23,23/5/18,M. A. González-Estévez,M. A. González-Estévez,f
Halictus,NA,fulvipes,NA,Halictus fulvipes,Spain,"Balears, Illes",Puntiró,Palma,39.59623,2.80156,2018,6,12,12/6/18,C. Gómez-Martínez,M. A. González-Estévez,f
Halictus,NA,gemmeus,NA,Halictus gemmeus,Spain,"Balears, Illes",Puntiró,Palma,39.59623,2.80156,2018,5,23,23/5/18,C. Gómez-Martínez,M. A. González-Estévez,f
Halictus,NA,gemmeus,NA,Halictus gemmeus,Spain,"Balears, Illes",Puntiró,Palma,39.59623,2.80156,2018,6,12,12/6/18,M. A. González-Estévez,M. A. González-Estévez,f
Halictus,NA,gemmeus,NA,Halictus gemmeus,Spain,"Balears, Illes",Puntiró,Palma,39.59623,2.80156,2018,6,12,12/6/18,M. A. González-Estévez,M. A. González-Estévez,f
Halictus,NA,gemmeus,NA,Halictus gemmeus,Spain,"Balears, Illes",Puntiró,Palma,39.59623,2.80156,2018,6,12,12/6/18,C. Gómez-Martínez,M. A. González-Estévez,f
Halictus,NA,gemmeus,NA,Halictus gemmeus,Spain,"Balears, Illes",Puntiró,Palma,39.59623,2.80156,2018,6,12,12/6/18,M. A. González-Estévez,M. A. González-Estévez,f
Halictus,NA,gemmeus,NA,Halictus gemmeus,Spain,"Balears, Illes",Puntiró,Palma,39.59623,2.80156,2018,6,12,12/6/18,M. A. González-Estévez,M. A. González-Estévez,f
Halictus,NA,gemmeus,NA,Halictus gemmeus,Spain,"Balears, Illes",Puntiró,Palma,39.59623,2.80156,2018,6,12,12/6/18,C. Gómez-Martínez,M. A. González-Estévez,f
Halictus,NA,gemmeus,NA,Halictus gemmeus,Spain,"Balears, Illes",Puntiró,Palma,39.59623,2.80156,2018,6,12,12/6/18,C. Gómez-Martínez,M. A. González-Estévez,f
Halictus,NA,gemmeus,NA,Halictus gemmeus,Spain,"Balears, Illes",Puntiró,Palma,39.59623,2.80156,2018,6,12,12/6/18,C. Gómez-Martínez,M. A. González-Estévez,NA
Halictus,NA,gemmeus,NA,Halictus gemmeus,Spain,"Balears, Illes",Puntiró,Palma,39.59623,2.80156,2018,6,12,12/6/18,C. Gómez-Martínez,M. A. González-Estévez,f
Halictus,NA,gemmeus,NA,Halictus gemmeus,Spain,"Balears, Illes",Puntiró,Palma,39.59623,2.80156,2018,6,12,12/6/18,C. Gómez-Martínez,M. A. González-Estévez,f
Halictus,NA,gemmeus,NA,Halictus gemmeus,Spain,"Balears, Illes",Puntiró,Palma,39.59623,2.80156,2018,6,12,12/6/18,C. Gómez-Martínez,M. A. González-Estévez,m
Halictus,NA,scabiosae,NA,Halictus scabiosae,Spain,"Balears, Illes",Puntiró,Palma,39.59623,2.80156,2018,5,23,23/5/18,M. A. González-Estévez,M. A. González-Estévez,f
Halictus,NA,scabiosae,NA,Halictus scabiosae,Spain,"Balears, Illes",Puntiró,Palma,39.59623,2.80156,2018,5,23,23/5/18,M. A. González-Estévez,M. A. González-Estévez,f
Halictus,NA,scabiosae,NA,Halictus scabiosae,Spain,"Balears, Illes",Puntiró,Palma,39.59623,2.80156,2018,5,23,23/5/18,M. A. González-Estévez,M. A. González-Estévez,NA
Halictus,NA,scabiosae,NA,Halictus scabiosae,Spain,"Balears, Illes",Puntiró,Palma,39.59623,2.80156,2018,5,23,23/5/18,C. Gómez-Martínez,M. A. González-Estévez,NA
Halictus,NA,scabiosae,NA,Halictus scabiosae,Spain,"Balears, Illes",Puntiró,Palma,39.59623,2.80156,2018,5,23,23/5/18,C. Gómez-Martínez,M. A. González-Estévez,NA
Halictus,NA,scabiosae,NA,Halictus scabiosae,Spain,"Balears, Illes",Puntiró,Palma,39.59623,2.80156,2018,6,12,12/6/18,C. Gómez-Martínez,M. A. González-Estévez,f
Halictus,NA,scabiosae,NA,Halictus scabiosae,Spain,"Balears, Illes",Puntiró,Palma,39.59623,2.80156,2018,6,12,12/6/18,M. A. González-Estévez,M. A. González-Estévez,NA
Halictus,NA,scabiosae,NA,Halictus scabiosae,Spain,"Balears, Illes",Puntiró,Palma,39.59623,2.80156,2018,6,12,12/6/18,M. A. González-Estévez,M. A. González-Estévez,NA
Halictus,NA,scabiosae,NA,Halictus scabiosae,Spain,"Balears, Illes",Puntiró,Palma,39.59623,2.80156,2018,6,12,12/6/18,M. A. González-Estévez,M. A. González-Estévez,NA
Halictus,NA,scabiosae,NA,Halictus scabiosae,Spain,"Balears, Illes",Puntiró,Palma,39.59623,2.80156,2018,6,12,12/6/18,M. A. González-Estévez,M. A. González-Estévez,NA
Hylaeus,NA,brevicornis,NA,Hylaeus brevicornis,Spain,"Balears, Illes",Puntiró,Palma,39.59623,2.80156,2018,6,12,12/6/18,M. A. González-Estévez,M. A. González-Estévez,f
Lasioglossum,NA,villosulum,NA,Lasioglossum villosulum,Spain,"Balears, Illes",Puntiró,Palma,39.59623,2.80156,2018,5,23,23/5/18,C. Gómez-Martínez,M. A. González-Estévez,f
Lasioglossum,NA,villosulum,NA,Lasioglossum villosulum,Spain,"Balears, Illes",Puntiró,Palma,39.59623,2.80156,2018,5,23,23/5/18,M. A. González-Estévez,M. A. González-Estévez,m
Lasioglossum,NA,villosulum,NA,Lasioglossum villosulum,Spain,"Balears, Illes",Puntiró,Palma,39.59623,2.80156,2018,10,30,30/10/18,C. Gómez-Martínez,M. A. González-Estévez,f
Pseudapis,NA,bispinosa,NA,Pseudapis bispinosa,Spain,"Balears, Illes",Puntiró,Palma,39.59623,2.80156,2018,6,12,12/6/18,M. A. González-Estévez,M. A. González-Estévez,f
Rhodanthidium,NA,septemdemtatum,NA,Rhodanthidium septemdemtatum,Spain,"Balears, Illes",Puntiró,Palma,39.59623,2.80156,2018,5,23,23/5/18,C. Gómez-Martínez,M. A. González-Estévez,f
Andrena,NA,binominata,NA,Andrena binominata,Spain,"Balears, Illes",Son Sali,Campos,39.43795,2.97731,2018,10,25,25/10/18,C. Gómez-Martínez,D. Baldock,f
Andrena,NA,binominata,NA,Andrena binominata,Spain,"Balears, Illes",Son Sali,Campos,39.43795,2.97731,2018,10,25,25/10/18,C. Gómez-Martínez,D. Baldock,f
Andrena,NA,fabrella,NA,Andrena fabrella,Spain,"Balears, Illes",Son Sali,Campos,39.43795,2.97731,2018,4,19,19/4/18,C. Gómez-Martínez,M. A. González-Estévez,f
Andrena,NA,fabrella,NA,Andrena fabrella,Spain,"Balears, Illes",Son Sali,Campos,39.43795,2.97731,2018,4,19,19/4/18,M. A. González-Estévez,M. A. González-Estévez,f
Andrena,NA,fabrella,NA,Andrena fabrella,Spain,"Balears, Illes",Son Sali,Campos,39.43795,2.97731,2018,4,19,19/4/18,M. A. González-Estévez,M. A. González-Estévez,f
Andrena,NA,flavipes,NA,Andrena flavipes,Spain,"Balears, Illes",Son Sali,Campos,39.43795,2.97731,2018,4,19,19/4/18,C. Gómez-Martínez,M. A. González-Estévez,f
Andrena,NA,flavipes,NA,Andrena flavipes,Spain,"Balears, Illes",Son Sali,Campos,39.43795,2.97731,2018,6,11,11/6/18,M. A. González-Estévez,M. A. González-Estévez,f
Andrena,NA,flavipes,NA,Andrena flavipes,Spain,"Balears, Illes",Son Sali,Campos,39.43795,2.97731,2018,6,11,11/6/18,M. A. González-Estévez,M. A. González-Estévez,f
Andrena,NA,flavipes,NA,Andrena flavipes,Spain,"Balears, Illes",Son Sali,Campos,39.43795,2.97731,2018,6,11,11/6/18,M. A. González-Estévez,M. A. González-Estévez,m
Andrena,NA,nigroaenea,NA,Andrena nigroaenea,Spain,"Balears, Illes",Son Sali,Campos,39.43795,2.97731,2018,4,19,19/4/18,C. Gómez-Martínez,D. Baldock,f
Andrena,NA,nigroaenea,NA,Andrena nigroaenea,Spain,"Balears, Illes",Son Sali,Campos,39.43795,2.97731,2018,4,19,19/4/18,M. A. González-Estévez,D. Baldock,f
Andrena,NA,nigroaenea,NA,Andrena nigroaenea,Spain,"Balears, Illes",Son Sali,Campos,39.43795,2.97731,2018,4,19,19/4/18,M. A. González-Estévez,D. Baldock,f
Anthophora,NA,canescens,NA,Anthophora canescens,Spain,"Balears, Illes",Son Sali,Campos,39.43795,2.97731,2018,3,27,27/3/18,C. Gómez-Martínez,M. A. González-Estévez,f
Anthophora,NA,canescens,NA,Anthophora canescens,Spain,"Balears, Illes",Son Sali,Campos,39.43795,2.97731,2018,4,19,19/4/18,M. A. González-Estévez,M. A. González-Estévez,f
Apis,NA,mellifera,NA,Apis mellifera,Spain,"Balears, Illes",Son Sali,Campos,39.43795,2.97731,2018,3,27,27/3/18,A. Lázaro,M. A. González-Estévez,NA
Apis,NA,mellifera,NA,Apis mellifera,Spain,"Balears, Illes",Son Sali,Campos,39.43795,2.97731,2018,3,27,27/3/18,A. Lázaro,M. A. González-Estévez,NA
Apis,NA,mellifera,NA,Apis mellifera,Spain,"Balears, Illes",Son Sali,Campos,39.43795,2.97731,2018,3,27,27/3/18,C. Gómez-Martínez,C. Gómez-Martínez,NA
Apis,NA,mellifera,NA,Apis mellifera,Spain,"Balears, Illes",Son Sali,Campos,39.43795,2.97731,2018,3,27,27/3/18,C. Gómez-Martínez,C. Gómez-Martínez,NA
Apis,NA,mellifera,NA,Apis mellifera,Spain,"Balears, Illes",Son Sali,Campos,39.43795,2.97731,2018,3,27,27/3/18,C. Gómez-Martínez,C. Gómez-Martínez,NA
Apis,NA,mellifera,NA,Apis mellifera,Spain,"Balears, Illes",Son Sali,Campos,39.43795,2.97731,2018,3,27,27/3/18,C. Gómez-Martínez,C. Gómez-Martínez,NA
Apis,NA,mellifera,NA,Apis mellifera,Spain,"Balears, Illes",Son Sali,Campos,39.43795,2.97731,2018,3,27,27/3/18,C. Gómez-Martínez,C. Gómez-Martínez,NA
Apis,NA,mellifera,NA,Apis mellifera,Spain,"Balears, Illes",Son Sali,Campos,39.43795,2.97731,2018,3,27,27/3/18,C. Gómez-Martínez,C. Gómez-Martínez,NA
Apis,NA,mellifera,NA,Apis mellifera,Spain,"Balears, Illes",Son Sali,Campos,39.43795,2.97731,2018,3,27,27/3/18,C. Gómez-Martínez,C. Gómez-Martínez,NA
Apis,NA,mellifera,NA,Apis mellifera,Spain,"Balears, Illes",Son Sali,Campos,39.43795,2.97731,2018,3,27,27/3/18,C. Gómez-Martínez,C. Gómez-Martínez,NA
Apis,NA,mellifera,NA,Apis mellifera,Spain,"Balears, Illes",Son Sali,Campos,39.43795,2.97731,2018,3,27,27/3/18,C. Gómez-Martínez,C. Gómez-Martínez,NA
Apis,NA,mellifera,NA,Apis mellifera,Spain,"Balears, Illes",Son Sali,Campos,39.43795,2.97731,2018,4,19,19/4/18,M. A. González-Estévez,M. A. González-Estévez,NA
Apis,NA,mellifera,NA,Apis mellifera,Spain,"Balears, Illes",Son Sali,Campos,39.43795,2.97731,2018,4,19,19/4/18,M. A. González-Estévez,M. A. González-Estévez,NA
Apis,NA,mellifera,NA,Apis mellifera,Spain,"Balears, Illes",Son Sali,Campos,39.43795,2.97731,2018,4,19,19/4/18,M. A. González-Estévez,M. A. González-Estévez,NA
Apis,NA,mellifera,NA,Apis mellifera,Spain,"Balears, Illes",Son Sali,Campos,39.43795,2.97731,2018,4,19,19/4/18,C. Gómez-Martínez,C. Gómez-Martínez,NA
Apis,NA,mellifera,NA,Apis mellifera,Spain,"Balears, Illes",Son Sali,Campos,39.43795,2.97731,2018,4,19,19/4/18,C. Gómez-Martínez,C. Gómez-Martínez,NA
Apis,NA,mellifera,NA,Apis mellifera,Spain,"Balears, Illes",Son Sali,Campos,39.43795,2.97731,2018,4,19,19/4/18,M. A. González-Estévez,M. A. González-Estévez,NA
Apis,NA,mellifera,NA,Apis mellifera,Spain,"Balears, Illes",Son Sali,Campos,39.43795,2.97731,2018,4,19,19/4/18,M. A. González-Estévez,M. A. González-Estévez,NA
Apis,NA,mellifera,NA,Apis mellifera,Spain,"Balears, Illes",Son Sali,Campos,39.43795,2.97731,2018,4,19,19/4/18,M. A. González-Estévez,M. A. González-Estévez,NA
Apis,NA,mellifera,NA,Apis mellifera,Spain,"Balears, Illes",Son Sali,Campos,39.43795,2.97731,2018,4,19,19/4/18,M. A. González-Estévez,M. A. González-Estévez,NA
Apis,NA,mellifera,NA,Apis mellifera,Spain,"Balears, Illes",Son Sali,Campos,39.43795,2.97731,2018,4,19,19/4/18,C. Gómez-Martínez,C. Gómez-Martínez,NA
Apis,NA,mellifera,NA,Apis mellifera,Spain,"Balears, Illes",Son Sali,Campos,39.43795,2.97731,2018,4,19,19/4/18,C. Gómez-Martínez,C. Gómez-Martínez,NA
Apis,NA,mellifera,NA,Apis mellifera,Spain,"Balears, Illes",Son Sali,Campos,39.43795,2.97731,2018,5,2,2/5/18,M. A. González-Estévez,M. A. González-Estévez,NA
Apis,NA,mellifera,NA,Apis mellifera,Spain,"Balears, Illes",Son Sali,Campos,39.43795,2.97731,2018,5,2,2/5/18,C. Gómez-Martínez,C. Gómez-Martínez,NA
Apis,NA,mellifera,NA,Apis mellifera,Spain,"Balears, Illes",Son Sali,Campos,39.43795,2.97731,2018,5,22,22/5/18,M. A. González-Estévez,M. A. González-Estévez,NA
Apis,NA,mellifera,NA,Apis mellifera,Spain,"Balears, Illes",Son Sali,Campos,39.43795,2.97731,2018,5,22,22/5/18,M. A. González-Estévez,M. A. González-Estévez,NA
