Genus,Subgenus,Species,Subspecies,Name,Country,Province,Locality,Municipality,Latitude,Longitude,Year,Month,Day,Date,Collector,Determiner,Sex
Andrena,NA,flavipes,NA,Andrena flavipes,Spain,"Balears, Illes",Can Vola Vola,Palma,39.54628,2.80985,2018,6,12,12/6/18,M. A. González-Estévez,M. A. González-Estévez,f
Andrena,NA,flavipes,NA,Andrena flavipes,Spain,"Balears, Illes",Can Vola Vola,Palma,39.54628,2.80985,2018,6,12,12/6/18,C. Gómez-Martínez,M. A. González-Estévez,f
Andrena,NA,flavipes,NA,Andrena flavipes,Spain,"Balears, Illes",Can Vola Vola,Palma,39.54628,2.80985,2018,6,12,12/6/18,C. Gómez-Martínez,M. A. González-Estévez,f
Andrena,NA,flavipes,NA,Andrena flavipes,Spain,"Balears, Illes",Can Vola Vola,Palma,39.54628,2.80985,2018,6,12,12/6/18,C. Gómez-Martínez,M. A. González-Estévez,f
Apis,NA,mellifera,NA,Apis mellifera,Spain,"Balears, Illes",Can Vola Vola,Palma,39.54628,2.80985,2018,3,30,30/3/18,M. A. González-Estévez,M. A. González-Estévez,NA
Apis,NA,mellifera,NA,Apis mellifera,Spain,"Balears, Illes",Can Vola Vola,Palma,39.54628,2.80985,2018,4,19,19/4/18,M. A. González-Estévez,M. A. González-Estévez,NA
Apis,NA,mellifera,NA,Apis mellifera,Spain,"Balears, Illes",Can Vola Vola,Palma,39.54628,2.80985,2018,4,19,19/4/18,M. A. González-Estévez,M. A. González-Estévez,NA
Apis,NA,mellifera,NA,Apis mellifera,Spain,"Balears, Illes",Can Vola Vola,Palma,39.54628,2.80985,2018,4,19,19/4/18,C. Gómez-Martínez,C. Gómez-Martínez,NA
Apis,NA,mellifera,NA,Apis mellifera,Spain,"Balears, Illes",Can Vola Vola,Palma,39.54628,2.80985,2018,4,19,19/4/18,C. Gómez-Martínez,C. Gómez-Martínez,NA
Apis,NA,mellifera,NA,Apis mellifera,Spain,"Balears, Illes",Can Vola Vola,Palma,39.54628,2.80985,2018,4,30,30/4/18,C. Gómez-Martínez,M. A. González-Estévez,NA
Apis,NA,mellifera,NA,Apis mellifera,Spain,"Balears, Illes",Can Vola Vola,Palma,39.54628,2.80985,2018,4,30,30/4/18,C. Gómez-Martínez,C. Gómez-Martínez,NA
Apis,NA,mellifera,NA,Apis mellifera,Spain,"Balears, Illes",Can Vola Vola,Palma,39.54628,2.80985,2018,4,30,30/4/18,C. Gómez-Martínez,C. Gómez-Martínez,NA
Apis,NA,mellifera,NA,Apis mellifera,Spain,"Balears, Illes",Can Vola Vola,Palma,39.54628,2.80985,2018,5,23,23/5/18,M. A. González-Estévez,M. A. González-Estévez,NA
Apis,NA,mellifera,NA,Apis mellifera,Spain,"Balears, Illes",Can Vola Vola,Palma,39.54628,2.80985,2018,5,23,23/5/18,M. A. González-Estévez,M. A. González-Estévez,NA
Apis,NA,mellifera,NA,Apis mellifera,Spain,"Balears, Illes",Can Vola Vola,Palma,39.54628,2.80985,2018,5,23,23/5/18,M. A. González-Estévez,M. A. González-Estévez,NA
Apis,NA,mellifera,NA,Apis mellifera,Spain,"Balears, Illes",Can Vola Vola,Palma,39.54628,2.80985,2018,5,23,23/5/18,M. A. González-Estévez,M. A. González-Estévez,NA
Apis,NA,mellifera,NA,Apis mellifera,Spain,"Balears, Illes",Can Vola Vola,Palma,39.54628,2.80985,2018,5,23,23/5/18,M. A. González-Estévez,M. A. González-Estévez,NA
Apis,NA,mellifera,NA,Apis mellifera,Spain,"Balears, Illes",Can Vola Vola,Palma,39.54628,2.80985,2018,5,23,23/5/18,M. A. González-Estévez,M. A. González-Estévez,NA
Apis,NA,mellifera,NA,Apis mellifera,Spain,"Balears, Illes",Can Vola Vola,Palma,39.54628,2.80985,2018,5,23,23/5/18,M. A. González-Estévez,M. A. González-Estévez,NA
Apis,NA,mellifera,NA,Apis mellifera,Spain,"Balears, Illes",Can Vola Vola,Palma,39.54628,2.80985,2018,5,23,23/5/18,M. A. González-Estévez,M. A. González-Estévez,NA
Apis,NA,mellifera,NA,Apis mellifera,Spain,"Balears, Illes",Can Vola Vola,Palma,39.54628,2.80985,2018,5,23,23/5/18,M. A. González-Estévez,M. A. González-Estévez,NA
Apis,NA,mellifera,NA,Apis mellifera,Spain,"Balears, Illes",Can Vola Vola,Palma,39.54628,2.80985,2018,5,23,23/5/18,M. A. González-Estévez,M. A. González-Estévez,NA
Apis,NA,mellifera,NA,Apis mellifera,Spain,"Balears, Illes",Can Vola Vola,Palma,39.54628,2.80985,2018,5,23,23/5/18,M. A. González-Estévez,M. A. González-Estévez,NA
Apis,NA,mellifera,NA,Apis mellifera,Spain,"Balears, Illes",Can Vola Vola,Palma,39.54628,2.80985,2018,5,23,23/5/18,M. A. González-Estévez,M. A. González-Estévez,NA
Apis,NA,mellifera,NA,Apis mellifera,Spain,"Balears, Illes",Can Vola Vola,Palma,39.54628,2.80985,2018,5,23,23/5/18,M. A. González-Estévez,M. A. González-Estévez,NA
Apis,NA,mellifera,NA,Apis mellifera,Spain,"Balears, Illes",Can Vola Vola,Palma,39.54628,2.80985,2018,5,23,23/5/18,M. A. González-Estévez,M. A. González-Estévez,NA
Apis,NA,mellifera,NA,Apis mellifera,Spain,"Balears, Illes",Can Vola Vola,Palma,39.54628,2.80985,2018,5,23,23/5/18,M. A. González-Estévez,M. A. González-Estévez,NA
Apis,NA,mellifera,NA,Apis mellifera,Spain,"Balears, Illes",Can Vola Vola,Palma,39.54628,2.80985,2018,5,23,23/5/18,M. A. González-Estévez,M. A. González-Estévez,NA
Apis,NA,mellifera,NA,Apis mellifera,Spain,"Balears, Illes",Can Vola Vola,Palma,39.54628,2.80985,2018,5,23,23/5/18,M. A. González-Estévez,M. A. González-Estévez,NA
Apis,NA,mellifera,NA,Apis mellifera,Spain,"Balears, Illes",Can Vola Vola,Palma,39.54628,2.80985,2018,5,23,23/5/18,M. A. González-Estévez,M. A. González-Estévez,NA
Apis,NA,mellifera,NA,Apis mellifera,Spain,"Balears, Illes",Can Vola Vola,Palma,39.54628,2.80985,2018,5,23,23/5/18,M. A. González-Estévez,M. A. González-Estévez,NA
Apis,NA,mellifera,NA,Apis mellifera,Spain,"Balears, Illes",Can Vola Vola,Palma,39.54628,2.80985,2018,5,23,23/5/18,M. A. González-Estévez,M. A. González-Estévez,NA
Apis,NA,mellifera,NA,Apis mellifera,Spain,"Balears, Illes",Can Vola Vola,Palma,39.54628,2.80985,2018,5,23,23/5/18,M. A. González-Estévez,M. A. González-Estévez,NA
Apis,NA,mellifera,NA,Apis mellifera,Spain,"Balears, Illes",Can Vola Vola,Palma,39.54628,2.80985,2018,5,23,23/5/18,M. A. González-Estévez,M. A. González-Estévez,NA
Apis,NA,mellifera,NA,Apis mellifera,Spain,"Balears, Illes",Can Vola Vola,Palma,39.54628,2.80985,2018,5,23,23/5/18,M. A. González-Estévez,M. A. González-Estévez,NA
Apis,NA,mellifera,NA,Apis mellifera,Spain,"Balears, Illes",Can Vola Vola,Palma,39.54628,2.80985,2018,5,23,23/5/18,M. A. González-Estévez,M. A. González-Estévez,NA
Apis,NA,mellifera,NA,Apis mellifera,Spain,"Balears, Illes",Can Vola Vola,Palma,39.54628,2.80985,2018,5,23,23/5/18,M. A. González-Estévez,M. A. González-Estévez,NA
Apis,NA,mellifera,NA,Apis mellifera,Spain,"Balears, Illes",Can Vola Vola,Palma,39.54628,2.80985,2018,5,23,23/5/18,M. A. González-Estévez,M. A. González-Estévez,NA
Apis,NA,mellifera,NA,Apis mellifera,Spain,"Balears, Illes",Can Vola Vola,Palma,39.54628,2.80985,2018,5,23,23/5/18,M. A. González-Estévez,M. A. González-Estévez,NA
Apis,NA,mellifera,NA,Apis mellifera,Spain,"Balears, Illes",Can Vola Vola,Palma,39.54628,2.80985,2018,5,23,23/5/18,M. A. González-Estévez,M. A. González-Estévez,NA
Apis,NA,mellifera,NA,Apis mellifera,Spain,"Balears, Illes",Can Vola Vola,Palma,39.54628,2.80985,2018,5,23,23/5/18,M. A. González-Estévez,M. A. González-Estévez,NA
Apis,NA,mellifera,NA,Apis mellifera,Spain,"Balears, Illes",Can Vola Vola,Palma,39.54628,2.80985,2018,5,23,23/5/18,M. A. González-Estévez,M. A. González-Estévez,NA
Apis,NA,mellifera,NA,Apis mellifera,Spain,"Balears, Illes",Can Vola Vola,Palma,39.54628,2.80985,2018,5,23,23/5/18,M. A. González-Estévez,M. A. González-Estévez,NA
Apis,NA,mellifera,NA,Apis mellifera,Spain,"Balears, Illes",Can Vola Vola,Palma,39.54628,2.80985,2018,5,23,23/5/18,M. A. González-Estévez,M. A. González-Estévez,NA
Apis,NA,mellifera,NA,Apis mellifera,Spain,"Balears, Illes",Can Vola Vola,Palma,39.54628,2.80985,2018,5,23,23/5/18,M. A. González-Estévez,M. A. González-Estévez,NA
Apis,NA,mellifera,NA,Apis mellifera,Spain,"Balears, Illes",Can Vola Vola,Palma,39.54628,2.80985,2018,5,23,23/5/18,M. A. González-Estévez,M. A. González-Estévez,NA
Apis,NA,mellifera,NA,Apis mellifera,Spain,"Balears, Illes",Can Vola Vola,Palma,39.54628,2.80985,2018,5,23,23/5/18,M. A. González-Estévez,M. A. González-Estévez,NA
Apis,NA,mellifera,NA,Apis mellifera,Spain,"Balears, Illes",Can Vola Vola,Palma,39.54628,2.80985,2018,5,23,23/5/18,M. A. González-Estévez,M. A. González-Estévez,NA
Apis,NA,mellifera,NA,Apis mellifera,Spain,"Balears, Illes",Can Vola Vola,Palma,39.54628,2.80985,2018,5,23,23/5/18,C. Gómez-Martínez,C. Gómez-Martínez,NA
Apis,NA,mellifera,NA,Apis mellifera,Spain,"Balears, Illes",Can Vola Vola,Palma,39.54628,2.80985,2018,5,23,23/5/18,C. Gómez-Martínez,C. Gómez-Martínez,NA
Apis,NA,mellifera,NA,Apis mellifera,Spain,"Balears, Illes",Can Vola Vola,Palma,39.54628,2.80985,2018,5,23,23/5/18,C. Gómez-Martínez,C. Gómez-Martínez,NA
Apis,NA,mellifera,NA,Apis mellifera,Spain,"Balears, Illes",Can Vola Vola,Palma,39.54628,2.80985,2018,5,23,23/5/18,C. Gómez-Martínez,C. Gómez-Martínez,NA
Apis,NA,mellifera,NA,Apis mellifera,Spain,"Balears, Illes",Can Vola Vola,Palma,39.54628,2.80985,2018,5,23,23/5/18,C. Gómez-Martínez,C. Gómez-Martínez,NA
Apis,NA,mellifera,NA,Apis mellifera,Spain,"Balears, Illes",Can Vola Vola,Palma,39.54628,2.80985,2018,5,23,23/5/18,C. Gómez-Martínez,C. Gómez-Martínez,NA
Apis,NA,mellifera,NA,Apis mellifera,Spain,"Balears, Illes",Can Vola Vola,Palma,39.54628,2.80985,2018,5,23,23/5/18,C. Gómez-Martínez,C. Gómez-Martínez,NA
Apis,NA,mellifera,NA,Apis mellifera,Spain,"Balears, Illes",Can Vola Vola,Palma,39.54628,2.80985,2018,5,23,23/5/18,C. Gómez-Martínez,C. Gómez-Martínez,NA
Apis,NA,mellifera,NA,Apis mellifera,Spain,"Balears, Illes",Can Vola Vola,Palma,39.54628,2.80985,2018,5,23,23/5/18,C. Gómez-Martínez,C. Gómez-Martínez,NA
Apis,NA,mellifera,NA,Apis mellifera,Spain,"Balears, Illes",Can Vola Vola,Palma,39.54628,2.80985,2018,5,23,23/5/18,C. Gómez-Martínez,C. Gómez-Martínez,NA
Apis,NA,mellifera,NA,Apis mellifera,Spain,"Balears, Illes",Can Vola Vola,Palma,39.54628,2.80985,2018,5,23,23/5/18,C. Gómez-Martínez,C. Gómez-Martínez,NA
Apis,NA,mellifera,NA,Apis mellifera,Spain,"Balears, Illes",Can Vola Vola,Palma,39.54628,2.80985,2018,5,23,23/5/18,C. Gómez-Martínez,C. Gómez-Martínez,NA
Apis,NA,mellifera,NA,Apis mellifera,Spain,"Balears, Illes",Can Vola Vola,Palma,39.54628,2.80985,2018,5,23,23/5/18,C. Gómez-Martínez,C. Gómez-Martínez,NA
Apis,NA,mellifera,NA,Apis mellifera,Spain,"Balears, Illes",Can Vola Vola,Palma,39.54628,2.80985,2018,5,23,23/5/18,C. Gómez-Martínez,C. Gómez-Martínez,NA
Apis,NA,mellifera,NA,Apis mellifera,Spain,"Balears, Illes",Can Vola Vola,Palma,39.54628,2.80985,2018,5,23,23/5/18,C. Gómez-Martínez,C. Gómez-Martínez,NA
Apis,NA,mellifera,NA,Apis mellifera,Spain,"Balears, Illes",Can Vola Vola,Palma,39.54628,2.80985,2018,5,23,23/5/18,C. Gómez-Martínez,C. Gómez-Martínez,NA
Apis,NA,mellifera,NA,Apis mellifera,Spain,"Balears, Illes",Can Vola Vola,Palma,39.54628,2.80985,2018,5,23,23/5/18,C. Gómez-Martínez,C. Gómez-Martínez,NA
Apis,NA,mellifera,NA,Apis mellifera,Spain,"Balears, Illes",Can Vola Vola,Palma,39.54628,2.80985,2018,5,23,23/5/18,C. Gómez-Martínez,C. Gómez-Martínez,NA
Apis,NA,mellifera,NA,Apis mellifera,Spain,"Balears, Illes",Can Vola Vola,Palma,39.54628,2.80985,2018,5,23,23/5/18,C. Gómez-Martínez,C. Gómez-Martínez,NA
Apis,NA,mellifera,NA,Apis mellifera,Spain,"Balears, Illes",Can Vola Vola,Palma,39.54628,2.80985,2018,5,23,23/5/18,C. Gómez-Martínez,C. Gómez-Martínez,NA
Apis,NA,mellifera,NA,Apis mellifera,Spain,"Balears, Illes",Can Vola Vola,Palma,39.54628,2.80985,2018,5,23,23/5/18,C. Gómez-Martínez,C. Gómez-Martínez,NA
Apis,NA,mellifera,NA,Apis mellifera,Spain,"Balears, Illes",Can Vola Vola,Palma,39.54628,2.80985,2018,5,23,23/5/18,C. Gómez-Martínez,C. Gómez-Martínez,NA
Apis,NA,mellifera,NA,Apis mellifera,Spain,"Balears, Illes",Can Vola Vola,Palma,39.54628,2.80985,2018,5,23,23/5/18,C. Gómez-Martínez,C. Gómez-Martínez,NA
Apis,NA,mellifera,NA,Apis mellifera,Spain,"Balears, Illes",Can Vola Vola,Palma,39.54628,2.80985,2018,5,23,23/5/18,C. Gómez-Martínez,C. Gómez-Martínez,NA
Apis,NA,mellifera,NA,Apis mellifera,Spain,"Balears, Illes",Can Vola Vola,Palma,39.54628,2.80985,2018,5,23,23/5/18,C. Gómez-Martínez,C. Gómez-Martínez,NA
Apis,NA,mellifera,NA,Apis mellifera,Spain,"Balears, Illes",Can Vola Vola,Palma,39.54628,2.80985,2018,5,23,23/5/18,C. Gómez-Martínez,C. Gómez-Martínez,NA
Apis,NA,mellifera,NA,Apis mellifera,Spain,"Balears, Illes",Can Vola Vola,Palma,39.54628,2.80985,2018,5,23,23/5/18,C. Gómez-Martínez,C. Gómez-Martínez,NA
Apis,NA,mellifera,NA,Apis mellifera,Spain,"Balears, Illes",Can Vola Vola,Palma,39.54628,2.80985,2018,5,23,23/5/18,C. Gómez-Martínez,C. Gómez-Martínez,NA
Apis,NA,mellifera,NA,Apis mellifera,Spain,"Balears, Illes",Can Vola Vola,Palma,39.54628,2.80985,2018,5,23,23/5/18,C. Gómez-Martínez,C. Gómez-Martínez,NA
Apis,NA,mellifera,NA,Apis mellifera,Spain,"Balears, Illes",Can Vola Vola,Palma,39.54628,2.80985,2018,5,23,23/5/18,C. Gómez-Martínez,C. Gómez-Martínez,NA
Apis,NA,mellifera,NA,Apis mellifera,Spain,"Balears, Illes",Can Vola Vola,Palma,39.54628,2.80985,2018,5,23,23/5/18,C. Gómez-Martínez,C. Gómez-Martínez,NA
Apis,NA,mellifera,NA,Apis mellifera,Spain,"Balears, Illes",Can Vola Vola,Palma,39.54628,2.80985,2018,5,23,23/5/18,C. Gómez-Martínez,C. Gómez-Martínez,NA
Apis,NA,mellifera,NA,Apis mellifera,Spain,"Balears, Illes",Can Vola Vola,Palma,39.54628,2.80985,2018,5,23,23/5/18,C. Gómez-Martínez,C. Gómez-Martínez,NA
Apis,NA,mellifera,NA,Apis mellifera,Spain,"Balears, Illes",Can Vola Vola,Palma,39.54628,2.80985,2018,5,23,23/5/18,C. Gómez-Martínez,C. Gómez-Martínez,NA
Apis,NA,mellifera,NA,Apis mellifera,Spain,"Balears, Illes",Can Vola Vola,Palma,39.54628,2.80985,2018,5,23,23/5/18,C. Gómez-Martínez,C. Gómez-Martínez,NA
Apis,NA,mellifera,NA,Apis mellifera,Spain,"Balears, Illes",Can Vola Vola,Palma,39.54628,2.80985,2018,5,23,23/5/18,C. Gómez-Martínez,C. Gómez-Martínez,NA
Apis,NA,mellifera,NA,Apis mellifera,Spain,"Balears, Illes",Can Vola Vola,Palma,39.54628,2.80985,2018,5,23,23/5/18,C. Gómez-Martínez,C. Gómez-Martínez,NA
Apis,NA,mellifera,NA,Apis mellifera,Spain,"Balears, Illes",Can Vola Vola,Palma,39.54628,2.80985,2018,5,23,23/5/18,C. Gómez-Martínez,C. Gómez-Martínez,NA
Apis,NA,mellifera,NA,Apis mellifera,Spain,"Balears, Illes",Can Vola Vola,Palma,39.54628,2.80985,2018,5,23,23/5/18,C. Gómez-Martínez,C. Gómez-Martínez,NA
Apis,NA,mellifera,NA,Apis mellifera,Spain,"Balears, Illes",Can Vola Vola,Palma,39.54628,2.80985,2018,5,23,23/5/18,C. Gómez-Martínez,C. Gómez-Martínez,NA
Apis,NA,mellifera,NA,Apis mellifera,Spain,"Balears, Illes",Can Vola Vola,Palma,39.54628,2.80985,2018,5,23,23/5/18,C. Gómez-Martínez,C. Gómez-Martínez,NA
Apis,NA,mellifera,NA,Apis mellifera,Spain,"Balears, Illes",Can Vola Vola,Palma,39.54628,2.80985,2018,6,12,12/6/18,C. Gómez-Martínez,M. A. González-Estévez,NA
Apis,NA,mellifera,NA,Apis mellifera,Spain,"Balears, Illes",Can Vola Vola,Palma,39.54628,2.80985,2018,6,12,12/6/18,C. Gómez-Martínez,M. A. González-Estévez,NA
Apis,NA,mellifera,NA,Apis mellifera,Spain,"Balears, Illes",Can Vola Vola,Palma,39.54628,2.80985,2018,6,12,12/6/18,M. A. González-Estévez,M. A. González-Estévez,NA
Apis,NA,mellifera,NA,Apis mellifera,Spain,"Balears, Illes",Can Vola Vola,Palma,39.54628,2.80985,2018,6,12,12/6/18,M. A. González-Estévez,M. A. González-Estévez,NA
Apis,NA,mellifera,NA,Apis mellifera,Spain,"Balears, Illes",Can Vola Vola,Palma,39.54628,2.80985,2018,6,12,12/6/18,M. A. González-Estévez,M. A. González-Estévez,NA
Apis,NA,mellifera,NA,Apis mellifera,Spain,"Balears, Illes",Can Vola Vola,Palma,39.54628,2.80985,2018,6,12,12/6/18,M. A. González-Estévez,M. A. González-Estévez,NA
Apis,NA,mellifera,NA,Apis mellifera,Spain,"Balears, Illes",Can Vola Vola,Palma,39.54628,2.80985,2018,6,12,12/6/18,M. A. González-Estévez,M. A. González-Estévez,NA
Apis,NA,mellifera,NA,Apis mellifera,Spain,"Balears, Illes",Can Vola Vola,Palma,39.54628,2.80985,2018,6,12,12/6/18,M. A. González-Estévez,M. A. González-Estévez,NA
Apis,NA,mellifera,NA,Apis mellifera,Spain,"Balears, Illes",Can Vola Vola,Palma,39.54628,2.80985,2018,6,12,12/6/18,M. A. González-Estévez,M. A. González-Estévez,NA
Apis,NA,mellifera,NA,Apis mellifera,Spain,"Balears, Illes",Can Vola Vola,Palma,39.54628,2.80985,2018,6,12,12/6/18,M. A. González-Estévez,M. A. González-Estévez,NA
Apis,NA,mellifera,NA,Apis mellifera,Spain,"Balears, Illes",Can Vola Vola,Palma,39.54628,2.80985,2018,6,12,12/6/18,M. A. González-Estévez,M. A. González-Estévez,NA
Apis,NA,mellifera,NA,Apis mellifera,Spain,"Balears, Illes",Can Vola Vola,Palma,39.54628,2.80985,2018,6,12,12/6/18,M. A. González-Estévez,M. A. González-Estévez,NA
Apis,NA,mellifera,NA,Apis mellifera,Spain,"Balears, Illes",Can Vola Vola,Palma,39.54628,2.80985,2018,6,12,12/6/18,M. A. González-Estévez,M. A. González-Estévez,NA
Apis,NA,mellifera,NA,Apis mellifera,Spain,"Balears, Illes",Can Vola Vola,Palma,39.54628,2.80985,2018,6,12,12/6/18,M. A. González-Estévez,M. A. González-Estévez,NA
Apis,NA,mellifera,NA,Apis mellifera,Spain,"Balears, Illes",Can Vola Vola,Palma,39.54628,2.80985,2018,6,12,12/6/18,M. A. González-Estévez,M. A. González-Estévez,NA
Apis,NA,mellifera,NA,Apis mellifera,Spain,"Balears, Illes",Can Vola Vola,Palma,39.54628,2.80985,2018,6,12,12/6/18,M. A. González-Estévez,M. A. González-Estévez,NA
Apis,NA,mellifera,NA,Apis mellifera,Spain,"Balears, Illes",Can Vola Vola,Palma,39.54628,2.80985,2018,6,12,12/6/18,M. A. González-Estévez,M. A. González-Estévez,NA
Apis,NA,mellifera,NA,Apis mellifera,Spain,"Balears, Illes",Can Vola Vola,Palma,39.54628,2.80985,2018,6,12,12/6/18,M. A. González-Estévez,M. A. González-Estévez,NA
Apis,NA,mellifera,NA,Apis mellifera,Spain,"Balears, Illes",Can Vola Vola,Palma,39.54628,2.80985,2018,6,12,12/6/18,M. A. González-Estévez,M. A. González-Estévez,NA
Apis,NA,mellifera,NA,Apis mellifera,Spain,"Balears, Illes",Can Vola Vola,Palma,39.54628,2.80985,2018,6,12,12/6/18,M. A. González-Estévez,M. A. González-Estévez,NA
Apis,NA,mellifera,NA,Apis mellifera,Spain,"Balears, Illes",Can Vola Vola,Palma,39.54628,2.80985,2018,6,12,12/6/18,M. A. González-Estévez,M. A. González-Estévez,NA
Apis,NA,mellifera,NA,Apis mellifera,Spain,"Balears, Illes",Can Vola Vola,Palma,39.54628,2.80985,2018,6,12,12/6/18,M. A. González-Estévez,M. A. González-Estévez,NA
Apis,NA,mellifera,NA,Apis mellifera,Spain,"Balears, Illes",Can Vola Vola,Palma,39.54628,2.80985,2018,6,12,12/6/18,M. A. González-Estévez,M. A. González-Estévez,NA
Apis,NA,mellifera,NA,Apis mellifera,Spain,"Balears, Illes",Can Vola Vola,Palma,39.54628,2.80985,2018,6,12,12/6/18,C. Gómez-Martínez,C. Gómez-Martínez,NA
Apis,NA,mellifera,NA,Apis mellifera,Spain,"Balears, Illes",Can Vola Vola,Palma,39.54628,2.80985,2018,6,12,12/6/18,C. Gómez-Martínez,C. Gómez-Martínez,NA
Apis,NA,mellifera,NA,Apis mellifera,Spain,"Balears, Illes",Can Vola Vola,Palma,39.54628,2.80985,2018,6,12,12/6/18,C. Gómez-Martínez,C. Gómez-Martínez,NA
Apis,NA,mellifera,NA,Apis mellifera,Spain,"Balears, Illes",Can Vola Vola,Palma,39.54628,2.80985,2018,6,12,12/6/18,C. Gómez-Martínez,C. Gómez-Martínez,NA
Apis,NA,mellifera,NA,Apis mellifera,Spain,"Balears, Illes",Can Vola Vola,Palma,39.54628,2.80985,2018,6,12,12/6/18,C. Gómez-Martínez,C. Gómez-Martínez,NA
Apis,NA,mellifera,NA,Apis mellifera,Spain,"Balears, Illes",Can Vola Vola,Palma,39.54628,2.80985,2018,6,12,12/6/18,C. Gómez-Martínez,C. Gómez-Martínez,NA
Apis,NA,mellifera,NA,Apis mellifera,Spain,"Balears, Illes",Can Vola Vola,Palma,39.54628,2.80985,2018,6,12,12/6/18,C. Gómez-Martínez,C. Gómez-Martínez,NA
Apis,NA,mellifera,NA,Apis mellifera,Spain,"Balears, Illes",Can Vola Vola,Palma,39.54628,2.80985,2018,6,12,12/6/18,C. Gómez-Martínez,C. Gómez-Martínez,NA
Apis,NA,mellifera,NA,Apis mellifera,Spain,"Balears, Illes",Can Vola Vola,Palma,39.54628,2.80985,2018,6,12,12/6/18,C. Gómez-Martínez,C. Gómez-Martínez,NA
Apis,NA,mellifera,NA,Apis mellifera,Spain,"Balears, Illes",Can Vola Vola,Palma,39.54628,2.80985,2018,10,16,16/10/18,C. Gómez-Martínez,M. A. González-Estévez,NA
Apis,NA,mellifera,NA,Apis mellifera,Spain,"Balears, Illes",Can Vola Vola,Palma,39.54628,2.80985,2018,10,16,16/10/18,C. Gómez-Martínez,M. A. González-Estévez,NA
Apis,NA,mellifera,NA,Apis mellifera,Spain,"Balears, Illes",Can Vola Vola,Palma,39.54628,2.80985,2018,10,16,16/10/18,C. Gómez-Martínez,M. A. González-Estévez,NA
Apis,NA,mellifera,NA,Apis mellifera,Spain,"Balears, Illes",Can Vola Vola,Palma,39.54628,2.80985,2018,10,16,16/10/18,C. Gómez-Martínez,M. A. González-Estévez,NA
Apis,NA,mellifera,NA,Apis mellifera,Spain,"Balears, Illes",Can Vola Vola,Palma,39.54628,2.80985,2018,10,16,16/10/18,C. Gómez-Martínez,M. A. González-Estévez,NA
Apis,NA,mellifera,NA,Apis mellifera,Spain,"Balears, Illes",Can Vola Vola,Palma,39.54628,2.80985,2018,10,16,16/10/18,M. A. González-Estévez,M. A. González-Estévez,NA
Apis,NA,mellifera,NA,Apis mellifera,Spain,"Balears, Illes",Can Vola Vola,Palma,39.54628,2.80985,2018,10,16,16/10/18,M. A. González-Estévez,M. A. González-Estévez,NA
Apis,NA,mellifera,NA,Apis mellifera,Spain,"Balears, Illes",Can Vola Vola,Palma,39.54628,2.80985,2018,10,16,16/10/18,M. A. González-Estévez,M. A. González-Estévez,NA
Apis,NA,mellifera,NA,Apis mellifera,Spain,"Balears, Illes",Can Vola Vola,Palma,39.54628,2.80985,2018,10,16,16/10/18,M. A. González-Estévez,M. A. González-Estévez,NA
Apis,NA,mellifera,NA,Apis mellifera,Spain,"Balears, Illes",Can Vola Vola,Palma,39.54628,2.80985,2018,10,16,16/10/18,M. A. González-Estévez,M. A. González-Estévez,NA
