"","Genus","Subgenus","Species","Subspecies","Accepted_name","Original_name","Country","Province","Locality","Latitude","Longitude","Coordinate.precision","Year","Month","Day","Start.date","End.date","Collector","Determined.by","Female","Male","Worker","Not.specified","Reference.doi","Flowers.visited","Local_id","Authors.to.give.credit","Any.other.additional.data","Notes.and.queries","Uid"
"1277","Dasypoda",NA,"hirtipes",NA,"Dasypoda hirtipes","Dasypoda hirtipes","Spain","Huelva","Bonares","37.124","-6.507","gps",2015,NA,NA,NA,NA,"Curro Molina","Oscar Aguado",1,NA,NA,NA,"http://doi.org/10.5281/zenodo.3364037","Thapsia villosa","BF111","I. Bartomeus, C. Molina",NA,NA,"17_Bartomeus_etal_9208"
"1278","Dasypoda",NA,"hirtipes",NA,"Dasypoda hirtipes","Dasypoda hirtipes","Spain","Huelva","Bonares","37.247","-6.429","gps",2015,NA,NA,NA,NA,"Curro Molina","Oscar Aguado",1,NA,NA,NA,"http://doi.org/10.5281/zenodo.3364037","Thapsia villosa","BF111","I. Bartomeus, C. Molina",NA,NA,"17_Bartomeus_etal_9209"
"1279","Dasypoda",NA,"hirtipes",NA,"Dasypoda hirtipes","Dasypoda hirtipes","Spain","Huelva","Bonares","37.233","-6.555","gps",2015,NA,NA,NA,NA,"Curro Molina","Oscar Aguado",1,NA,NA,NA,"http://doi.org/10.5281/zenodo.3364037","Thapsia villosa","BF111","I. Bartomeus, C. Molina",NA,NA,"17_Bartomeus_etal_9210"
"1280","Dasypoda",NA,"hirtipes",NA,"Dasypoda hirtipes","Dasypoda hirtipes","Spain","Sevilla","Bonares","37.291","-6.223","gps",2015,NA,NA,NA,NA,"Curro Molina","Oscar Aguado",1,NA,NA,NA,"http://doi.org/10.5281/zenodo.3364037","Thapsia villosa","BF111","I. Bartomeus, C. Molina",NA,NA,"17_Bartomeus_etal_9211"
"1281","Dasypoda",NA,"hirtipes",NA,"Dasypoda hirtipes","Dasypoda hirtipes","Spain","Huelva","Bonares","37.288","-6.675","gps",2015,NA,NA,NA,NA,"Curro Molina","Oscar Aguado",1,NA,NA,NA,"http://doi.org/10.5281/zenodo.3364037","Thapsia villosa","BF111","I. Bartomeus, C. Molina",NA,NA,"17_Bartomeus_etal_9212"
"1282","Dasypoda",NA,"hirtipes",NA,"Dasypoda hirtipes","Dasypoda hirtipes","Spain","Huelva","Bonares","37.214","-6.372","gps",2015,NA,NA,NA,NA,"Curro Molina","Oscar Aguado",1,NA,NA,NA,"http://doi.org/10.5281/zenodo.3364037","Thapsia villosa","BF111","I. Bartomeus, C. Molina",NA,NA,"17_Bartomeus_etal_9213"
"1283","Dasypoda",NA,"hirtipes",NA,"Dasypoda hirtipes","Dasypoda hirtipes","Spain","Huelva","Bonares","37.249","-6.661","gps",2015,NA,NA,NA,NA,"Curro Molina","Oscar Aguado",1,NA,NA,NA,"http://doi.org/10.5281/zenodo.3364037","Thapsia villosa","BF111","I. Bartomeus, C. Molina",NA,NA,"17_Bartomeus_etal_9214"
"1284","Dasypoda",NA,"hirtipes",NA,"Dasypoda hirtipes","Dasypoda hirtipes","Spain","Huelva","Bonares","37.292","-6.752","gps",2015,NA,NA,NA,NA,"Curro Molina","Oscar Aguado",1,NA,NA,NA,"http://doi.org/10.5281/zenodo.3364037","Thapsia villosa","BF111","I. Bartomeus, C. Molina",NA,NA,"17_Bartomeus_etal_9215"
"1285","Dasypoda",NA,"hirtipes",NA,"Dasypoda hirtipes","Dasypoda hirtipes","Spain","Sevilla","Bonares","37.239","-6.281","gps",2015,NA,NA,NA,NA,"Curro Molina","Oscar Aguado",1,NA,NA,NA,"http://doi.org/10.5281/zenodo.3364037","Thapsia villosa","BF111","I. Bartomeus, C. Molina",NA,NA,"17_Bartomeus_etal_9216"
"1286","Dasypoda",NA,"iberica",NA,"Dasypoda iberica","Dasypoda iberica","Spain","Huelva","Villamanriquesur","37.405","-6.681","gps",2015,NA,NA,NA,NA,"Curro Molina","Oscar Aguado",NA,1,NA,NA,"http://doi.org/10.5281/zenodo.3364037","Cistus salvifolius","BF135","I. Bartomeus, C. Molina",NA,NA,"17_Bartomeus_etal_9217"
"1287","Dasypoda",NA,"iberica",NA,"Dasypoda iberica","Dasypoda iberica","Spain","Huelva","Villamanriquesur","37.331","-6.668","gps",2015,NA,NA,NA,NA,"Curro Molina","Oscar Aguado",NA,1,NA,NA,"http://doi.org/10.5281/zenodo.3364037","Cistus salvifolius","BF135","I. Bartomeus, C. Molina",NA,NA,"17_Bartomeus_etal_9218"
"1288","Dasypoda",NA,"iberica",NA,"Dasypoda iberica","Dasypoda iberica","Spain","Huelva","Villamanriqueeste","37.195","-6.761","gps",2015,NA,NA,NA,NA,"Curro Molina","Oscar Aguado",NA,1,NA,NA,"http://doi.org/10.5281/zenodo.3364037","Cistus salvifolius","BF144","I. Bartomeus, C. Molina",NA,NA,"17_Bartomeus_etal_9219"
"1289","Dasypoda",NA,"iberica",NA,"Dasypoda iberica","Dasypoda iberica","Spain","Huelva","Villamanriqueeste","37.233","-6.555","gps",2015,NA,NA,NA,NA,"Curro Molina","Oscar Aguado",NA,1,NA,NA,"http://doi.org/10.5281/zenodo.3364037","Cistus salvifolius","BF144","I. Bartomeus, C. Molina",NA,NA,"17_Bartomeus_etal_9221"
"1290","Dasypoda",NA,"iberica",NA,"Dasypoda iberica","Dasypoda iberica","Spain","Huelva","Villamanriquesur","37.290","-6.433","gps",2015,NA,NA,NA,NA,"Curro Molina","Oscar Aguado",NA,1,NA,NA,"http://doi.org/10.5281/zenodo.3364037","Cistus salvifolius","BF135","I. Bartomeus, C. Molina",NA,NA,"17_Bartomeus_etal_9222"
"1291","Dasypoda",NA,"iberica",NA,"Dasypoda iberica","Dasypoda iberica","Spain","Huelva","Villamanriqueeste","37.124","-6.507","gps",2015,NA,NA,NA,NA,"Curro Molina","Oscar Aguado",NA,1,NA,NA,"http://doi.org/10.5281/zenodo.3364037","Cistus salvifolius","BF144","I. Bartomeus, C. Molina",NA,NA,"17_Bartomeus_etal_9223"
"1292","Dasypoda",NA,"iberica",NA,"Dasypoda iberica","Dasypoda iberica","Spain","Huelva","Villamanriquesur","37.195","-6.761","gps",2015,NA,NA,NA,NA,"Curro Molina","Oscar Aguado",NA,1,NA,NA,"http://doi.org/10.5281/zenodo.3364037","Cistus salvifolius","BF135","I. Bartomeus, C. Molina",NA,NA,"17_Bartomeus_etal_9224"
"1293","Dasypoda",NA,"iberica",NA,"Dasypoda iberica","Dasypoda iberica","Spain","Sevilla","Villamanriquesur","37.239","-6.281","gps",2015,NA,NA,NA,NA,"Curro Molina","Oscar Aguado",NA,1,NA,NA,"http://doi.org/10.5281/zenodo.3364037","Cistus salvifolius","BF135","I. Bartomeus, C. Molina",NA,NA,"17_Bartomeus_etal_9225"
"1294","Dasypoda",NA,"iberica",NA,"Dasypoda iberica","Dasypoda iberica","Spain","Huelva","Villamanriqueeste","37.282","-6.555","gps",2015,NA,NA,NA,NA,"Curro Molina","Oscar Aguado",NA,1,NA,NA,"http://doi.org/10.5281/zenodo.3364037","Cistus salvifolius","BF144","I. Bartomeus, C. Molina",NA,NA,"17_Bartomeus_etal_9226"
"1295","Dasypoda",NA,"iberica",NA,"Dasypoda iberica","Dasypoda iberica","Spain","Sevilla","Villamanriqueeste","37.235","-6.169","gps",2015,NA,NA,NA,NA,"Curro Molina","Oscar Aguado",NA,1,NA,NA,"http://doi.org/10.5281/zenodo.3364037","Cistus salvifolius","BF144","I. Bartomeus, C. Molina",NA,NA,"17_Bartomeus_etal_9227"
"1296","Dasypoda",NA,"iberica",NA,"Dasypoda iberica","Dasypoda iberica","Spain","Huelva","Villamanriqueeste","37.288","-6.675","gps",2015,NA,NA,NA,NA,"Curro Molina","Oscar Aguado",NA,1,NA,NA,"http://doi.org/10.5281/zenodo.3364037","Cistus salvifolius","BF144","I. Bartomeus, C. Molina",NA,NA,"17_Bartomeus_etal_9228"
"1297","Dasypoda",NA,"iberica",NA,"Dasypoda iberica","Dasypoda iberica","Spain","Huelva","Villamanriquesur","37.214","-6.372","gps",2015,NA,NA,NA,NA,"Curro Molina","Oscar Aguado",NA,1,NA,NA,"http://doi.org/10.5281/zenodo.3364037","Cistus salvifolius","BF135","I. Bartomeus, C. Molina",NA,NA,"17_Bartomeus_etal_9229"
"1298","Dasypoda",NA,"iberica",NA,"Dasypoda iberica","Dasypoda iberica","Spain","Sevilla","Villamanriqueeste","37.218","-6.304","gps",2015,NA,NA,NA,NA,"Curro Molina","Oscar Aguado",NA,1,NA,NA,"http://doi.org/10.5281/zenodo.3364037","Cistus salvifolius","BF144","I. Bartomeus, C. Molina",NA,NA,"17_Bartomeus_etal_9230"
"1299","Dasypoda",NA,"iberica",NA,"Dasypoda iberica","Dasypoda iberica","Spain","Sevilla","Villamanriquesur","37.235","-6.169","gps",2015,NA,NA,NA,NA,"Curro Molina","Oscar Aguado",NA,1,NA,NA,"http://doi.org/10.5281/zenodo.3364037","Cistus salvifolius","BF135","I. Bartomeus, C. Molina",NA,NA,"17_Bartomeus_etal_9231"
"1300","Dasypoda",NA,"iberica",NA,"Dasypoda iberica","Dasypoda iberica","Spain","Huelva","Villamanriquesur","37.282","-6.555","gps",2015,NA,NA,NA,NA,"Curro Molina","Oscar Aguado",NA,1,NA,NA,"http://doi.org/10.5281/zenodo.3364037","Cistus salvifolius","BF135","I. Bartomeus, C. Molina",NA,NA,"17_Bartomeus_etal_9232"
"1301","Dasypoda",NA,"iberica",NA,"Dasypoda iberica","Dasypoda iberica","Spain","Sevilla","Villamanriqueeste","37.239","-6.281","gps",2015,NA,NA,NA,NA,"Curro Molina","Oscar Aguado",NA,1,NA,NA,"http://doi.org/10.5281/zenodo.3364037","Cistus salvifolius","BF144","I. Bartomeus, C. Molina",NA,NA,"17_Bartomeus_etal_9233"
"1302","Dasypoda",NA,"iberica",NA,"Dasypoda iberica","Dasypoda iberica","Spain","Huelva","Villamanriquesur","37.124","-6.507","gps",2015,NA,NA,NA,NA,"Curro Molina","Oscar Aguado",NA,1,NA,NA,"http://doi.org/10.5281/zenodo.3364037","Cistus salvifolius","BF135","I. Bartomeus, C. Molina",NA,NA,"17_Bartomeus_etal_9234"
"1303","Dasypoda",NA,"iberica",NA,"Dasypoda iberica","Dasypoda iberica","Spain","Huelva","Villamanriqueeste","37.292","-6.752","gps",2015,NA,NA,NA,NA,"Curro Molina","Oscar Aguado",NA,1,NA,NA,"http://doi.org/10.5281/zenodo.3364037","Cistus salvifolius","BF144","I. Bartomeus, C. Molina",NA,NA,"17_Bartomeus_etal_9235"
"1304","Dasypoda",NA,"iberica",NA,"Dasypoda iberica","Dasypoda iberica","Spain","Huelva","Villamanriquesur","37.292","-6.752","gps",2015,NA,NA,NA,NA,"Curro Molina","Oscar Aguado",NA,1,NA,NA,"http://doi.org/10.5281/zenodo.3364037","Cistus salvifolius","BF135","I. Bartomeus, C. Molina",NA,NA,"17_Bartomeus_etal_9236"
"1305","Dasypoda",NA,"iberica",NA,"Dasypoda iberica","Dasypoda iberica","Spain","Huelva","Villamanriqueeste","37.247","-6.429","gps",2015,NA,NA,NA,NA,"Curro Molina","Oscar Aguado",NA,1,NA,NA,"http://doi.org/10.5281/zenodo.3364037","Cistus salvifolius","BF144","I. Bartomeus, C. Molina",NA,NA,"17_Bartomeus_etal_9237"
"1306","Dasypoda",NA,"iberica",NA,"Dasypoda iberica","Dasypoda iberica","Spain","Sevilla","Villamanriqueeste","37.291","-6.223","gps",2015,NA,NA,NA,NA,"Curro Molina","Oscar Aguado",NA,1,NA,NA,"http://doi.org/10.5281/zenodo.3364037","Cistus salvifolius","BF144","I. Bartomeus, C. Molina",NA,NA,"17_Bartomeus_etal_9238"
"1307","Dasypoda",NA,"iberica",NA,"Dasypoda iberica","Dasypoda iberica","Spain","Huelva","Villamanriqueeste","37.405","-6.681","gps",2015,NA,NA,NA,NA,"Curro Molina","Oscar Aguado",NA,1,NA,NA,"http://doi.org/10.5281/zenodo.3364037","Cistus salvifolius","BF144","I. Bartomeus, C. Molina",NA,NA,"17_Bartomeus_etal_9239"
"1308","Dasypoda",NA,"iberica",NA,"Dasypoda iberica","Dasypoda iberica","Spain","Sevilla","Villamanriquesur","37.218","-6.304","gps",2015,NA,NA,NA,NA,"Curro Molina","Oscar Aguado",NA,1,NA,NA,"http://doi.org/10.5281/zenodo.3364037","Cistus salvifolius","BF135","I. Bartomeus, C. Molina",NA,NA,"17_Bartomeus_etal_9240"
"1309","Dasypoda",NA,"iberica",NA,"Dasypoda iberica","Dasypoda iberica","Spain","Huelva","Villamanriquesur","37.249","-6.661","gps",2015,NA,NA,NA,NA,"Curro Molina","Oscar Aguado",NA,1,NA,NA,"http://doi.org/10.5281/zenodo.3364037","Cistus salvifolius","BF135","I. Bartomeus, C. Molina",NA,NA,"17_Bartomeus_etal_9241"
"1310","Dasypoda",NA,"iberica",NA,"Dasypoda iberica","Dasypoda iberica","Spain","Huelva","Villamanriqueeste","37.331","-6.668","gps",2015,NA,NA,NA,NA,"Curro Molina","Oscar Aguado",NA,1,NA,NA,"http://doi.org/10.5281/zenodo.3364037","Cistus salvifolius","BF144","I. Bartomeus, C. Molina",NA,NA,"17_Bartomeus_etal_9242"
"1311","Dasypoda",NA,"iberica",NA,"Dasypoda iberica","Dasypoda iberica","Spain","Huelva","Villamanriqueeste","37.290","-6.433","gps",2015,NA,NA,NA,NA,"Curro Molina","Oscar Aguado",NA,1,NA,NA,"http://doi.org/10.5281/zenodo.3364037","Cistus salvifolius","BF144","I. Bartomeus, C. Molina",NA,NA,"17_Bartomeus_etal_9243"
"1312","Dasypoda",NA,"iberica",NA,"Dasypoda iberica","Dasypoda iberica","Spain","Huelva","Villamanriqueeste","37.249","-6.661","gps",2015,NA,NA,NA,NA,"Curro Molina","Oscar Aguado",NA,1,NA,NA,"http://doi.org/10.5281/zenodo.3364037","Cistus salvifolius","BF144","I. Bartomeus, C. Molina",NA,NA,"17_Bartomeus_etal_9244"
"1313","Dasypoda",NA,"iberica",NA,"Dasypoda iberica","Dasypoda iberica","Spain","Huelva","Villamanriquesur","37.288","-6.675","gps",2015,NA,NA,NA,NA,"Curro Molina","Oscar Aguado",NA,1,NA,NA,"http://doi.org/10.5281/zenodo.3364037","Cistus salvifolius","BF135","I. Bartomeus, C. Molina",NA,NA,"17_Bartomeus_etal_9245"
"1314","Dasypoda",NA,"iberica",NA,"Dasypoda iberica","Dasypoda iberica","Spain","Huelva","Villamanriqueeste","37.214","-6.372","gps",2015,NA,NA,NA,NA,"Curro Molina","Oscar Aguado",NA,1,NA,NA,"http://doi.org/10.5281/zenodo.3364037","Cistus salvifolius","BF144","I. Bartomeus, C. Molina",NA,NA,"17_Bartomeus_etal_9246"
"1315","Dasypoda",NA,"iberica",NA,"Dasypoda iberica","Dasypoda iberica","Spain","Sevilla","Villamanriquesur","37.291","-6.223","gps",2015,NA,NA,NA,NA,"Curro Molina","Oscar Aguado",NA,1,NA,NA,"http://doi.org/10.5281/zenodo.3364037","Cistus salvifolius","BF135","I. Bartomeus, C. Molina",NA,NA,"17_Bartomeus_etal_9247"
"1316","Dasypoda",NA,"visnaga",NA,"Dasypoda visnaga","Dasypoda visnaga","Spain","Huelva","Urbanizaciones","37.292","-6.752","gps",2015,NA,NA,NA,NA,"Curro Molina","Oscar Aguado",1,NA,NA,NA,"http://doi.org/10.5281/zenodo.3364037","Cistus crispus","PERDIDO","I. Bartomeus, C. Molina",NA,NA,"17_Bartomeus_etal_9249"
"1317","Dasypoda",NA,"visnaga",NA,"Dasypoda visnaga","Dasypoda visnaga","Spain","Huelva","Urbanizaciones","37.288","-6.675","gps",2015,NA,NA,NA,NA,"Curro Molina","Oscar Aguado",1,NA,NA,NA,"http://doi.org/10.5281/zenodo.3364037","Cistus crispus","PERDIDO","I. Bartomeus, C. Molina",NA,NA,"17_Bartomeus_etal_9250"
"1318","Dasypoda",NA,"visnaga",NA,"Dasypoda visnaga","Dasypoda visnaga","Spain","Huelva","Urbanizaciones","37.195","-6.761","gps",2015,NA,NA,NA,NA,"Curro Molina","Oscar Aguado",1,NA,NA,NA,"http://doi.org/10.5281/zenodo.3364037","Cistus crispus","PERDIDO","I. Bartomeus, C. Molina",NA,NA,"17_Bartomeus_etal_9251"
"1319","Dasypoda",NA,"visnaga",NA,"Dasypoda visnaga","Dasypoda visnaga","Spain","Huelva","Urbanizaciones","37.405","-6.681","gps",2015,NA,NA,NA,NA,"Curro Molina","Oscar Aguado",1,NA,NA,NA,"http://doi.org/10.5281/zenodo.3364037","Cistus crispus","PERDIDO","I. Bartomeus, C. Molina",NA,NA,"17_Bartomeus_etal_9252"
"1320","Dasypoda",NA,"visnaga",NA,"Dasypoda visnaga","Dasypoda visnaga","Spain","Huelva","Urbanizaciones","37.124","-6.507","gps",2015,NA,NA,NA,NA,"Curro Molina","Oscar Aguado",1,NA,NA,NA,"http://doi.org/10.5281/zenodo.3364037","Cistus crispus","PERDIDO","I. Bartomeus, C. Molina",NA,NA,"17_Bartomeus_etal_9253"
"1321","Dasypoda",NA,"visnaga",NA,"Dasypoda visnaga","Dasypoda visnaga","Spain","Huelva","Urbanizaciones","37.290","-6.433","gps",2015,NA,NA,NA,NA,"Curro Molina","Oscar Aguado",1,NA,NA,NA,"http://doi.org/10.5281/zenodo.3364037","Cistus crispus","PERDIDO","I. Bartomeus, C. Molina",NA,NA,"17_Bartomeus_etal_9254"
"1322","Dasypoda",NA,"visnaga",NA,"Dasypoda visnaga","Dasypoda visnaga","Spain","Sevilla","Urbanizaciones","37.235","-6.169","gps",2015,NA,NA,NA,NA,"Curro Molina","Oscar Aguado",1,NA,NA,NA,"http://doi.org/10.5281/zenodo.3364037","Cistus crispus","PERDIDO","I. Bartomeus, C. Molina",NA,NA,"17_Bartomeus_etal_9255"
"1323","Dasypoda",NA,"visnaga",NA,"Dasypoda visnaga","Dasypoda visnaga","Spain","Sevilla","Urbanizaciones","37.291","-6.223","gps",2015,NA,NA,NA,NA,"Curro Molina","Oscar Aguado",1,NA,NA,NA,"http://doi.org/10.5281/zenodo.3364037","Cistus crispus","PERDIDO","I. Bartomeus, C. Molina",NA,NA,"17_Bartomeus_etal_9256"
"1324","Dasypoda",NA,"visnaga",NA,"Dasypoda visnaga","Dasypoda visnaga","Spain","Huelva","Urbanizaciones","37.233","-6.555","gps",2015,NA,NA,NA,NA,"Curro Molina","Oscar Aguado",1,NA,NA,NA,"http://doi.org/10.5281/zenodo.3364037","Cistus crispus","PERDIDO","I. Bartomeus, C. Molina",NA,NA,"17_Bartomeus_etal_9257"
"1325","Dasypoda",NA,"visnaga",NA,"Dasypoda visnaga","Dasypoda visnaga","Spain","Huelva","Urbanizaciones","37.249","-6.661","gps",2015,NA,NA,NA,NA,"Curro Molina","Oscar Aguado",1,NA,NA,NA,"http://doi.org/10.5281/zenodo.3364037","Cistus crispus","PERDIDO","I. Bartomeus, C. Molina",NA,NA,"17_Bartomeus_etal_9258"
"1326","Dasypoda",NA,"visnaga",NA,"Dasypoda visnaga","Dasypoda visnaga","Spain","Sevilla","Urbanizaciones","37.218","-6.304","gps",2015,NA,NA,NA,NA,"Curro Molina","Oscar Aguado",1,NA,NA,NA,"http://doi.org/10.5281/zenodo.3364037","Cistus crispus","PERDIDO","I. Bartomeus, C. Molina",NA,NA,"17_Bartomeus_etal_9259"
"1327","Dasypoda",NA,"visnaga",NA,"Dasypoda visnaga","Dasypoda visnaga","Spain","Huelva","Urbanizaciones","37.247","-6.429","gps",2015,NA,NA,NA,NA,"Curro Molina","Oscar Aguado",1,NA,NA,NA,"http://doi.org/10.5281/zenodo.3364037","Cistus crispus","PERDIDO","I. Bartomeus, C. Molina",NA,NA,"17_Bartomeus_etal_9260"
"1328","Dasypoda",NA,"visnaga",NA,"Dasypoda visnaga","Dasypoda visnaga","Spain","Huelva","Urbanizaciones","37.214","-6.372","gps",2015,NA,NA,NA,NA,"Curro Molina","Oscar Aguado",1,NA,NA,NA,"http://doi.org/10.5281/zenodo.3364037","Cistus crispus","PERDIDO","I. Bartomeus, C. Molina",NA,NA,"17_Bartomeus_etal_9261"
"1329","Dasypoda",NA,"visnaga",NA,"Dasypoda visnaga","Dasypoda visnaga","Spain","Sevilla","Urbanizaciones","37.239","-6.281","gps",2015,NA,NA,NA,NA,"Curro Molina","Oscar Aguado",1,NA,NA,NA,"http://doi.org/10.5281/zenodo.3364037","Cistus crispus","PERDIDO","I. Bartomeus, C. Molina",NA,NA,"17_Bartomeus_etal_9262"
"1330","Dasypoda",NA,"visnaga",NA,"Dasypoda visnaga","Dasypoda visnaga","Spain","Huelva","Urbanizaciones","37.331","-6.668","gps",2015,NA,NA,NA,NA,"Curro Molina","Oscar Aguado",1,NA,NA,NA,"http://doi.org/10.5281/zenodo.3364037","Cistus crispus","PERDIDO","I. Bartomeus, C. Molina",NA,NA,"17_Bartomeus_etal_9263"
"1331","Dasypoda",NA,"visnaga",NA,"Dasypoda visnaga","Dasypoda visnaga","Spain","Huelva","Urbanizaciones","37.282","-6.555","gps",2015,NA,NA,NA,NA,"Curro Molina","Oscar Aguado",1,NA,NA,NA,"http://doi.org/10.5281/zenodo.3364037","Cistus crispus","PERDIDO","I. Bartomeus, C. Molina",NA,NA,"17_Bartomeus_etal_9264"
"1332","Dasypoda",NA,"albimana",NA,"Dasypoda albimana","Dasypoda albimana","Portugal",NA,"Silva Escura","40.794","-8.369","<1km",2019,8,18,NA,NA,"H. Gaspar","H. Gaspar",2,NA,NA,0,NA,NA,"726,727 FLOWerLab(UC)I9K","H. Gaspar, S. Castro & J. Loureiro",NA,"https://www.inaturalist.org/observations/hugogaspar","18_Castro_etal_96"
"1333","Dasypoda",NA,"cingulata",NA,"Dasypoda cingulata","Dasypoda cingulata","Portugal",NA,"Guia","39.943","-8.825","<1km",2019,5,1,"05/01/2019","05/02/2019","H. Gaspar","H. Gaspar",1,NA,NA,0,NA,NA,"271 FLOWerLab(UC)I9K","H. Gaspar, S. Castro & J. Loureiro",NA,"https://www.inaturalist.org/observations/hugogaspar","18_Castro_etal_97"
"1334","Dasypoda",NA,"dusmeti",NA,"Dasypoda dusmeti","Dasypoda dusmeti","Portugal",NA,"Arazede","40.279","-8.699","<1km",2019,8,1,"08/01/2019","08/02/2019","H. Gaspar","H. Gaspar",1,NA,NA,0,NA,NA,"800 FLOWerLab(UC)I9K","H. Gaspar, S. Castro & J. Loureiro",NA,"https://www.inaturalist.org/observations/hugogaspar","18_Castro_etal_98"
"1335","Dasypoda",NA,"hirtipes",NA,"Dasypoda hirtipes","Dasypoda hirtipes","Portugal",NA,"Unhão e Lordelo","41.325","-8.227","<1km",2019,10,28,NA,NA,"H. Gaspar","H. Gaspar",1,NA,NA,0,NA,NA,"892 FLOWerLab(UC)I9K","H. Gaspar, S. Castro & J. Loureiro",NA,"https://www.inaturalist.org/observations/hugogaspar","18_Castro_etal_99"
"1336","Dasypoda",NA,"hirtipes",NA,"Dasypoda hirtipes","Dasypoda hirtipes","Spain","Asturias","La Lloraza","43.529","-5.449",NA,2018,9,20,NA,NA,"A. Núñez","A. Núñez",1,0,0,0,NA,NA,NA,"A. Núñez",NA,NA,"22_Nunez_31"
"1337","Dasypoda",NA,"cingulata",NA,"Dasypoda cingulata","Dasypoda cingulata","Spain","Almería","Rambla de Morales","36.818","-2.242","<100m",2020,3,25,NA,NA,"A. Trillo","F.J. Ortiz-Sánchez",1,0,0,0,NA,"Sideritis osteoxylla","EBD-CSIC","A. Trillo, F.J. Ortiz-Sánchez",NA,NA,"25_Trillo_12"
"1338","Dasypoda",NA,"cingulata",NA,"Dasypoda cingulata","Dasypoda cingulata","Spain","Almería","Rambla de Morales","36.818","-2.242","<100m",2020,3,25,NA,NA,"A. Trillo","F.J. Ortiz-Sánchez",1,0,0,0,NA,"Sideritis osteoxylla","EBD-CSIC","A. Trillo, F.J. Ortiz-Sánchez",NA,NA,"25_Trillo_14"
"1339","Dasypoda",NA,"visnaga",NA,"Dasypoda visnaga","Dasypoda visnaga","Spain","Toledo","Corral de Almaguer","39.665","-3.205","GPS",2014,7,4,NA,NA,"C. Azpiazu","O. Aguado",0,1,0,0,"https://doi.org/10.3390/insects11010066","Calendula officinalis",NA,"C. Azpiazu",NA,NA,"27_Azpiazu_etal_60"
"1340","Dasypoda",NA,"visnaga",NA,"Dasypoda visnaga","Dasypoda visnaga","Spain","Toledo","Corral de Almaguer","39.665","-3.205","GPS",2014,6,25,NA,NA,"C. Azpiazu","O. Aguado",1,0,0,0,"https://doi.org/10.3390/insects11010066","Calendula officinalis",NA,"C. Azpiazu",NA,NA,"27_Azpiazu_etal_61"
"1341","Dasypoda",NA,"morotei",NA,"Dasypoda morotei","Dasypoda morotei","Spain","Segovia","Pico del Nevero cima","40.982","-3.849","GPS",2011,7,1,NA,NA,"Carlos Lara-Romero, Javier Morente-López, José Iriondo","Concepción Ornosa",NA,NA,NA,NA,"https://doi.org/10.1111/1365-2435.12719",NA,"4180","Carlos Lara-Romero, Javier Morente-López, José Iriondo",NA,NA,"33_Lara-Romero_etal_479"
"1342","Dasypoda",NA,"morotei",NA,"Dasypoda morotei","Dasypoda morotei","Spain","Segovia","Pico Peñalara","40.851","-3.958","GPS",2011,6,28,NA,NA,"Carlos Lara-Romero, Javier Morente-López, José Iriondo","Concepción Ornosa",NA,NA,NA,NA,"https://doi.org/10.1111/1365-2435.12719",NA,"3796","Carlos Lara-Romero, Javier Morente-López, José Iriondo",NA,NA,"33_Lara-Romero_etal_480"
"1343","Dasypoda",NA,"morotei",NA,"Dasypoda morotei","Dasypoda morotei","Spain","Segovia","Pico Peñalara","40.851","-3.958","GPS",2011,6,28,NA,NA,"Carlos Lara-Romero, Javier Morente-López, José Iriondo","Concepción Ornosa",NA,NA,NA,NA,"https://doi.org/10.1111/1365-2435.12719",NA,"3833","Carlos Lara-Romero, Javier Morente-López, José Iriondo",NA,NA,"33_Lara-Romero_etal_481"
"1344","Dasypoda",NA,"cingulata",NA,"Dasypoda cingulata","Dasypoda cingulata","Spain","Huelva","Barca","37.295","-7.190","<1km",2011,4,12,NA,NA,"Juan P. Gonzalez-Varo","J. Ortiz",NA,NA,NA,1,"10.1038/s41559-017-0249-9","Lavandula_stoechas",NA,"J. Gonzalez-varo, M.Vilà",NA,NA,"35_Magrach_105"
"1345","Dasypoda",NA,"cingulata",NA,"Dasypoda cingulata","Dasypoda cingulata","Spain","Huelva","Bonares","37.332","-6.668","<1km",2011,4,26,NA,NA,"Juan P. Gonzalez-Varo","J. Ortiz",NA,NA,NA,1,"10.1038/s41559-017-0249-9","Lavandula_stoechas",NA,"J. Gonzalez-varo, M.Vilà",NA,NA,"35_Magrach_145"
"1346","Dasypoda",NA,"cingulata",NA,"Dasypoda cingulata","Dasypoda cingulata","Spain","Huelva","Cartaya","37.262","-7.147","<1km",2011,5,5,NA,NA,"Juan P. Gonzalez-Varo","J. Ortiz",NA,NA,NA,1,"10.1038/s41559-017-0249-9","Cistus_crispus",NA,"J. Gonzalez-varo, M.Vilà",NA,NA,"35_Magrach_192"
"1347","Dasypoda",NA,"cingulata",NA,"Dasypoda cingulata","Dasypoda cingulata","Spain","Huelva","Cetrero","37.314","-7.093","<1km",2011,4,15,NA,NA,"Juan P. Gonzalez-Varo","J. Ortiz",NA,NA,NA,1,"10.1038/s41559-017-0249-9","Lavandula_stoechas",NA,"J. Gonzalez-varo, M.Vilà",NA,NA,"35_Magrach_366"
