"","flag","Genus","Subgenus","Species","Subspecies","Country","Province","Locality","Latitude","Longitude","Coordinate.precision","Year","Month","Day","Start.date","End.date","Collector","Determined.by","Female","Male","Worker","Not.specified","Reference.doi","Flowers.visited","Local_ID","Authors.to.give.credit","Any.other.additional.data","Notes.and.queries","uid","Original_name","rm","Genus_species","accepted_name"
"2704","Halictus quadricinctus","Halictus",NA,"quadricinctus",NA,"Portugal",NA,"São Mamede, Pinhal de São Mamed","39.623467","-8.716939",NA,"1974","7","20",NA,NA,"Online_Pedro Mendoça","Online_David W. Baldock","1","0","0","0",NA,NA,NA,NA,NA,NA,"i1_Gbif_17275","Halictus quadricinctus",NA,"Halictus quadricinctus","Halictus quadricintus"
"2705","Halictus quadricinctus","Halictus","halictus","quadricinctus",NA,"Spain","Valladolid","Auditorio delibes jardines","41.643131","-4.748269","<100m","2016","7","12",NA,NA,"G. Aguado","L.O. A.M","1",NA,NA,NA,NA,"Eryngium campestre",NA,NA,NA,NA,"82_Aguado_asensio873","Halictus quadricinctus",NA,"Halictus quadricinctus","Halictus quadricintus"
"2706","Halictus quadricinctus","Halictus",NA,"quadricinctus",NA,"Portugal",NA,"Vila Nova de Milfontes, perto do marco geodésico de Adail, adiante do Sobreira","37.804471","-8.740362",NA,"1972","7","18",NA,NA,"Online_Nuno De Noronha De Mendoça","Online_David W. Baldock","0","1","0","0",NA,NA,NA,NA,NA,NA,"i1_Gbif_17281","Halictus quadricinctus",NA,"Halictus quadricinctus","Halictus quadricintus"
"2707","Halictus quadricinctus","Halictus",NA,"quadricinctus",NA,"Portugal","Alto Alentejo","Mitra, Évora","38.53","-8.01","uncert. < than 1km","1959",NA,NA,NA,"31/12/1959",NA,NA,NA,NA,NA,NA,NA,NA,NA,"Compiled by T. Wood",NA,"Diniz 1959","54_Wood_etal_3935","Halictus quadricinctus",NA,"Halictus quadricinctus","Halictus quadricintus"
"2708","Halictus quadricinctus","Halictus",NA,"quadricinctus",NA,"Spain",NA,"Montarco","40.3343","-3.5298","uncert. < than 1km","1924",NA,NA,NA,NA,NA,"Pauly A",NA,NA,NA,"1","Bluthgen 1924",NA,NA,"Compiled by T. Wood",NA,NA,"54_Wood_etal_41563","Halictus quadricinctus",NA,"Halictus quadricinctus","Halictus quadricintus"
"2709","Halictus quadricinctus","Halictus",NA,"quadricinctus",NA,"Spain","Barcelona","Cornet",NA,NA,NA,"1987","8",NA,NA,NA,"Antiga d. J. Pérez","P. Álvarez","1","0","0","0",NA,NA,"2500_MNCN_Ent_271179","P. Alvarez, M. Paris",NA,NA,"43_Alvarez_etal_2261","Halictus quadricinctus",NA,"Halictus quadricinctus","Halictus quadricintus"
"2710","Halictus quadricinctus","Halictus",NA,"quadricinctus",NA,"Spain",NA,"Pons","41.9437","1.2507","uncert. < than 1km","1964",NA,NA,NA,"23/07/1964",NA,"Leclercq J",NA,"1",NA,NA,NA,NA,NA,"Compiled by T. Wood",NA,"FSAGX","54_Wood_etal_5723","Halictus quadricinctus",NA,"Halictus quadricinctus","Halictus quadricintus"
"2711","Halictus quadricinctus","Halictus",NA,"quadricinctus",NA,"Spain","Asturias","Ceyanes","43.452423","-5.386444","0,1 km","2016","6","20",NA,NA,NA,"A. Núñez","1","0","0","0",NA,"Hypochaeris radicata","POST-24","M. Miñarro, A. Núñez",NA,NA,"51_Minarro_2045","Halictus quadricinctus",NA,"Halictus quadricinctus","Halictus quadricintus"
"2712","Halictus quadricinctus","Halictus",NA,"quadricinctus",NA,"Spain","Madrid","Rivas-Vaciamadrid",NA,NA,NA,"1908","9","8",NA,NA,"Dusmet","P. Álvarez","1","0","0","0",NA,NA,"2599_MNCN_Ent_271130","P. Alvarez, M. Paris",NA,NA,"43_Alvarez_etal_2190","Halictus quadricinctus",NA,"Halictus quadricinctus","Halictus quadricintus"
"2713","Halictus quadricinctus","Halictus",NA,"quadricinctus",NA,"Spain","Valladolid","Valladoli","41.6529","-4.7284",NA,"1975","7","5",NA,NA,"Online_P.f. Torchio","Online_A.w. Ebmer 1983","0","0","0","1",NA,NA,NA,NA,NA,NA,"i1_Gbif_16498","Halictus quadricinctus",NA,"Halictus quadricinctus","Halictus quadricintus"
"2714","Halictus quadricinctus","Halictus",NA,"quadricinctus",NA,"Spain","Teruel","Frías de Albarracín","40.3276","-1.6463","uncert. < than 1km","1924",NA,NA,NA,"11/07/1924","Zerny",NA,NA,NA,NA,"1","Gbif,2015",NA,NA,"Compiled by T. Wood",NA,NA,"54_Wood_etal_1564","Halictus quadricinctus",NA,"Halictus quadricinctus","Halictus quadricintus"
"2715","Halictus quadricinctus","Halictus",NA,"quadricinctus",NA,"Spain",NA,"Orihuela","37.9738","-0.8937","uncert. < than 1km","1924",NA,NA,NA,NA,NA,"Pauly A",NA,NA,NA,"1","Bluthgen 1924",NA,NA,"Compiled by T. Wood",NA,NA,"54_Wood_etal_41566","Halictus quadricinctus",NA,"Halictus quadricinctus","Halictus quadricintus"
"2716","Halictus quadricinctus","Halictus",NA,"quadricinctus",NA,"Spain","Ávila","Ávila",NA,NA,NA,"1906","8",NA,NA,NA,"Sanz","P. Álvarez","1","0","0","0",NA,NA,"2507_MNCN_Ent_271136","P. Alvarez, M. Paris",NA,NA,"43_Alvarez_etal_2194","Halictus quadricinctus",NA,"Halictus quadricinctus","Halictus quadricintus"
"2717","Halictus quadricinctus","Halictus",NA,"quadricinctus",NA,"Spain","Madrid","Madrid",NA,NA,NA,NA,NA,NA,NA,NA,"G. Schramm","P. Álvarez","0","1","0","0",NA,NA,"2568_MNCN_Ent_271189","P. Alvarez, M. Paris",NA,NA,"43_Alvarez_etal_2229","Halictus quadricinctus",NA,"Halictus quadricinctus","Halictus quadricintus"
"2718","Halictus quadricinctus","Halictus",NA,"quadricinctus",NA,"Spain","Madrid","Villaverde",NA,NA,NA,"1911","7","19",NA,NA,"Dusmet","P. Álvarez","1","0","0","0",NA,NA,"2547_MNCN_Ent_271200","P. Alvarez, M. Paris",NA,NA,"43_Alvarez_etal_2151","Halictus quadricinctus",NA,"Halictus quadricinctus","Halictus quadricintus"
"2719","Halictus quadricinctus","Halictus",NA,"quadricinctus",NA,"Portugal","Trás-os-Montes","Alfândega Da Fé, Bragança","41.34","-6.96","uncert. < than 1km","2014","5","31","31/05/2014","26/06/2014","A. Penado","A. Pauly","2","6",NA,NA,NA,NA,NA,"Compiled by T. Wood",NA,"A.Penado Colln.","54_Wood_etal_26664","Halictus quadricinctus",NA,"Halictus quadricinctus","Halictus quadricintus"
"2720","Halictus quadricinctus","Halictus",NA,"quadricinctus",NA,"Spain",NA,"Tarancón","39.9751","-2.9414","uncert. < than 1km","2010",NA,NA,NA,"29/05/2010","Ortiz J","Pauly A","1",NA,NA,NA,"Pauly & Ortiz 2016",NA,NA,"Compiled by T. Wood",NA,"Ortiz","54_Wood_etal_24865","Halictus quadricinctus",NA,"Halictus quadricinctus","Halictus quadricintus"
"2721","Halictus quadricinctus","Halictus",NA,"quadricinctus",NA,"Spain","Madrid","Pico del Nevero cima","40.9818","-3.8486","GPS","2011","7","15",NA,NA,"Carlos Lara-Romero, Javier Morente-López, José Iriondo","Concepción Ornosa",NA,NA,NA,NA,"https://doi.org/10.1111/1365-2435.12719",NA,"5184","Carlos Lara-Romero, Javier Morente-López, José Iriondo",NA,NA,"33_Lara-Romero_etal_557","Halictus quadricinctus",NA,"Halictus quadricinctus","Halictus quadricintus"
"2722","Halictus quadricinctus","Halictus",NA,"quadricinctus",NA,"Spain","Tarragona",NA,"41.1334","1.2724","uncert. < than 1km","1971",NA,NA,NA,"28/07/1971","Unknown",NA,NA,NA,NA,"1","Gbif,2015",NA,NA,"Compiled by T. Wood",NA,NA,"54_Wood_etal_8930","Halictus quadricinctus",NA,"Halictus quadricinctus","Halictus quadricintus"
"2723","Halictus quadricinctus","Halictus",NA,"quadricinctus",NA,"Portugal",NA,"Ribeira de Santarém, Quinta das Chanta","39.232856","-8.656154",NA,"1968","7","3",NA,NA,"Online_Nuno Mendoça","Online_David W. Baldock","0","1","0","0",NA,NA,NA,NA,NA,NA,"i1_Gbif_17297","Halictus quadricinctus",NA,"Halictus quadricinctus","Halictus quadricintus"
"2724","Halictus quadricinctus","Halictus",NA,"quadricinctus",NA,"Spain",NA,"Villargordo del Cabriel","39.514","-1.4296","uncert. < than 1km","2011",NA,NA,NA,"19/06/2011","Ortiz J","Pauly A","1",NA,NA,NA,"Pauly & Ortiz 2016",NA,NA,"Compiled by T. Wood",NA,"Ortiz","54_Wood_etal_25465","Halictus quadricinctus",NA,"Halictus quadricinctus","Halictus quadricintus"
"2725","Halictus quadricinctus","Halictus",NA,"quadricinctus",NA,"Spain",NA,"Montamarta","41.6521","-5.8221","uncert. < than 1km","1963",NA,NA,NA,"02/07/1963",NA,"Leclercq J",NA,"3",NA,NA,NA,NA,NA,"Compiled by T. Wood",NA,"FSAGX","54_Wood_etal_5236","Halictus quadricinctus",NA,"Halictus quadricinctus","Halictus quadricintus"
"2726","Halictus quadricinctus","Halictus",NA,"quadricinctus",NA,"Spain","Madrid","Sierra de Guadarrama",NA,NA,NA,"1925","6","22",NA,NA,"Dusmet","P. Álvarez","1","0","0","0",NA,NA,"2581_MNCN_Ent_271222","P. Alvarez, M. Paris",NA,NA,"43_Alvarez_etal_2159","Halictus quadricinctus",NA,"Halictus quadricinctus","Halictus quadricintus"
"2727","Halictus quadricinctus","Halictus",NA,"quadricinctus",NA,"Spain",NA,"Madrona","40.8706","-4.1274","uncert. < than 1km","2010",NA,NA,NA,"22/08/2010","Ortiz J","Pauly A","1",NA,NA,NA,"Pauly & Ortiz 2016",NA,NA,"Compiled by T. Wood",NA,"Ortiz","54_Wood_etal_25054","Halictus quadricinctus",NA,"Halictus quadricinctus","Halictus quadricintus"
"2728","Halictus quadricinctus","Halictus",NA,"quadricinctus",NA,"Spain","Madrid","Pico Dos Hermanas","40.8356","-3.9667","GPS","2011","7","21",NA,NA,"Carlos Lara-Romero, Javier Morente-López, José Iriondo","Concepción Ornosa",NA,NA,NA,NA,"https://doi.org/10.1111/1365-2435.12719",NA,"2742","Carlos Lara-Romero, Javier Morente-López, José Iriondo",NA,NA,"33_Lara-Romero_etal_562","Halictus quadricinctus",NA,"Halictus quadricinctus","Halictus quadricintus"
"2729","Halictus quadricinctus","Halictus",NA,"quadricinctus",NA,"Portugal","Algarve","Boca do Rio, Salema","37.068","-8.811","uncert. < than 1km","2016","9","20","20/09/2016","20/09/2016","I. Cross","I. Cross",NA,"1",NA,NA,NA,"Dittrichia viscosa",NA,"Compiled by T. Wood",NA,"ICC Colln.","54_Wood_etal_30273","Halictus quadricinctus",NA,"Halictus quadricinctus","Halictus quadricintus"
"2730","Halictus quadricinctus","Halictus",NA,"quadricinctus",NA,"Portugal","Estremadura","Picanceira","39.011","-9.3574","uncert. < than 1km","1963","7","10","10/07/1963","10/07/1963",NA,"Leclercq J","4",NA,NA,NA,NA,NA,NA,"Compiled by T. Wood",NA,"FSAGX","54_Wood_etal_5313","Halictus quadricinctus",NA,"Halictus quadricinctus","Halictus quadricintus"
"2731","Halictus quadricinctus","Halictus",NA,"quadricinctus",NA,"Spain",NA,"Mengamuñoz","40.4983064268146","-5.00616641161204",NA,"1987","8","20",NA,NA,NA,NA,"0","1",NA,NA,"Gayubo et al 1990",NA,NA,NA,NA,NA,"20_Gayubo_153","Halictus quadricinctus",NA,"Halictus quadricinctus","Halictus quadricintus"
"2732","Halictus quadricinctus","Halictus",NA,"quadricinctus",NA,"Spain","Madrid","Madrid",NA,NA,NA,NA,NA,NA,NA,NA,"Arias","P. Álvarez","0","1","0","0",NA,NA,"2551_MNCN_Ent_271196","P. Alvarez, M. Paris",NA,NA,"43_Alvarez_etal_2205","Halictus quadricinctus",NA,"Halictus quadricinctus","Halictus quadricintus"
"2733","Halictus quadricinctus","Halictus",NA,"quadricinctus",NA,"Spain","Madrid","Pico del Nevero ladera norte","40.9799","-3.8506","GPS","2011","7","22",NA,NA,"Carlos Lara-Romero, Javier Morente-López, José Iriondo","Concepción Ornosa",NA,NA,NA,NA,"https://doi.org/10.1111/1365-2435.12719",NA,"2856","Carlos Lara-Romero, Javier Morente-López, José Iriondo",NA,NA,"33_Lara-Romero_etal_560","Halictus quadricinctus",NA,"Halictus quadricinctus","Halictus quadricintus"
"2734","Halictus quadricinctus","Halictus",NA,"quadricinctus",NA,"Spain","Teruel","cantavieja",NA,NA,NA,"2021","5","19",NA,NA,"Oscar Aguado","Oscar Aguado",NA,NA,NA,"1",NA,"Anagallis arvensis",NA,"Eva Nuñez","temperature: 27",NA,"67_life_polinizadores231","Halictus quadricinctus",NA,"Halictus quadricinctus","Halictus quadricintus"
"2735","Halictus quadricinctus","Halictus",NA,"quadricinctus",NA,"Spain",NA,"La Herguijuela","40.3944867993853","-5.26228236293277",NA,"1988","8","25",NA,NA,NA,NA,"1","0",NA,NA,"Gayubo et al 1990",NA,NA,NA,NA,NA,"20_Gayubo_407","Halictus quadricinctus",NA,"Halictus quadricinctus","Halictus quadricintus"
"2736","Halictus quadricinctus","Halictus",NA,"quadricinctus",NA,"Spain","Valladolid","Tudela de Duero",NA,NA,NA,NA,NA,NA,NA,NA,"Dusmet","P. Álvarez","1","0","0","0",NA,NA,"2539_MNCN_Ent_271170","P. Alvarez, M. Paris",NA,NA,"43_Alvarez_etal_2210","Halictus quadricinctus",NA,"Halictus quadricinctus","Halictus quadricintus"
"2737","Halictus quadricinctus","Halictus",NA,"quadricinctus",NA,"Spain","Madrid","Madrid",NA,NA,NA,NA,NA,NA,NA,NA,"Arias","P. Álvarez","1","0","0","0",NA,NA,"2506_MNCN_Ent_271194","P. Alvarez, M. Paris",NA,NA,"43_Alvarez_etal_2206","Halictus quadricinctus",NA,"Halictus quadricinctus","Halictus quadricintus"
"2738","Halictus quadricinctus","Halictus",NA,"quadricinctus",NA,"Spain",NA,"Albarracín","40.4162","-1.5267","uncert. < than 1km","1924",NA,NA,NA,NA,NA,"Pauly A",NA,NA,NA,"1","Bluthgen 1924",NA,NA,"Compiled by T. Wood",NA,NA,"54_Wood_etal_41552","Halictus quadricinctus",NA,"Halictus quadricinctus","Halictus quadricintus"
"2739","Halictus quadricinctus","Halictus",NA,"quadricinctus",NA,"Spain","Ávila","Navalperal de Pinares",NA,NA,NA,"1904",NA,NA,NA,NA,"Escalera","P. Álvarez","0","1","0","0",NA,NA,"2565_MNCN_Ent_271146","P. Alvarez, M. Paris",NA,NA,"43_Alvarez_etal_2213","Halictus quadricinctus",NA,"Halictus quadricinctus","Halictus quadricintus"
"2740","Halictus quadricinctus","Halictus",NA,"quadricinctus",NA,"Portugal","Beira Litoral","Praia Da Vieira","39.87","-8.97","uncert. < than 1km","1997","4","24","24/04/1997","24/04/1997","M. Jenner","D. Baldock","1",NA,NA,NA,NA,NA,NA,"Compiled by T. Wood",NA,"M.Jenner Colln.","54_Wood_etal_21767","Halictus quadricinctus",NA,"Halictus quadricinctus","Halictus quadricintus"
"2741","Halictus quadricinctus","Halictus",NA,"quadricinctus",NA,"Spain","Ávila","Navalperal de Pinares",NA,NA,NA,"1904",NA,NA,NA,NA,"Escalera","P. Álvarez","1","0","0","0",NA,NA,"2553_MNCN_Ent_271150","P. Alvarez, M. Paris",NA,NA,"43_Alvarez_etal_2220","Halictus quadricinctus",NA,"Halictus quadricinctus","Halictus quadricintus"
"2742","Halictus quadricinctus","Halictus",NA,"quadricinctus",NA,"Spain","Madrid","La Poveda",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"1","10.1080/00379271.2020.1847191","Cucumis melo",NA,"Sara Rodrigo Gómez, Concepción Ornosa, Jaime García Gila, Javier Blasco-Aróstegui, Jesús Selfa, Miguel Guara & Carlo Polidori",NA,NA,"71_Rodrigo_etal91","Halictus quadricinctus",NA,"Halictus quadricinctus","Halictus quadricintus"
"2743","Halictus quadricinctus","Halictus",NA,"quadricinctus",NA,"Portugal","Trás-os-Montes","Porto do Sabor, Serra Da Montesinho","41.964","-6.806","uncert. < than 1km","2016","7","4","04/07/2016","04/07/2016","T. Wood","T. Wood",NA,"1",NA,NA,NA,NA,NA,"Compiled by T. Wood","Patrolling Carduus Pycnocephalus","TJW Colln.","54_Wood_etal_29964","Halictus quadricinctus",NA,"Halictus quadricinctus","Halictus quadricintus"
"2744","Halictus quadricinctus","Halictus",NA,"quadricinctus",NA,"Spain","Cáceres","Dehesa","40.2101173827926","-6.30021795087401",NA,"2010","6","16",NA,NA,NA,"F. Javier Ortiz Sánchez",NA,NA,NA,"1",NA,NA,NA,"Bornay","Ed04q_Bd3_174","Dehesa","68_Bornay314","Halictus quadricinctus",NA,"Halictus quadricinctus","Halictus quadricintus"
"2745","Halictus quadricinctus","Halictus",NA,"quadricinctus",NA,"Spain","Huelva","Andalucia, 23 km S Cadiz, Chiclanca, Ecad","37.04","-6.55",NA,"2010","8","4",NA,NA,"Online_Schmid-Egger","Online_Christian Schmid-Egger","1","0","0","0",NA,NA,NA,NA,NA,NA,"i1_Gbif_15456","Halictus quadricinctus",NA,"Halictus quadricinctus","Halictus quadricintus"
"2746","Halictus quadricinctus","Halictus",NA,"quadricinctus",NA,"Spain","Cáceres","Olivar","40.2314768695888","-6.20566303545253",NA,"2010","6","7",NA,NA,NA,"F. Javier Ortiz Sánchez",NA,NA,NA,"1",NA,NA,NA,"Bornay","Eo16la_Bd3_222","Olivar","68_Bornay1083","Halictus quadricinctus",NA,"Halictus quadricinctus","Halictus quadricintus"
"2747","Halictus quadricinctus","Halictus",NA,"quadricinctus",NA,"Portugal",NA,"Vila Nova de Milfontes, Praia das Furna","37.716127","-8.783277",NA,"1972","7","20",NA,NA,"Online_Nuno De Noronha De Mendoça","Online_David W. Baldock","1","0","0","0",NA,NA,NA,NA,NA,NA,"i1_Gbif_17280","Halictus quadricinctus",NA,"Halictus quadricinctus","Halictus quadricintus"
"2748","Halictus quadricinctus","Halictus",NA,"quadricinctus",NA,"Spain","Zaragoza","Tiermas",NA,NA,NA,"1926","8",NA,NA,NA,"Dusmet","P. Álvarez","1","0","0","0",NA,NA,"2530_MNCN_Ent_271181","P. Alvarez, M. Paris",NA,NA,"43_Alvarez_etal_2262","Halictus quadricinctus",NA,"Halictus quadricinctus","Halictus quadricintus"
"2749","Halictus quadricinctus","Halictus","halictus","quadricinctus",NA,"Spain","Valladolid","Auditorio delibes jardines","41.643131","-4.748269","<100m","2016","7","12",NA,NA,"G. Aguado","L.O. A.M","1",NA,NA,NA,NA,NA,NA,NA,NA,NA,"82_Aguado_asensio877","Halictus quadricinctus",NA,"Halictus quadricinctus","Halictus quadricintus"
"2750","Halictus quadricinctus","Halictus","Halictus","quadricinctus",NA,"Spain","Salamanca","Pereña de la Ribera",NA,NA,NA,"2005",NA,NA,NA,NA,"F. Torres","F. Torres",NA,NA,NA,"1",NA,NA,"APO-007058","Félix Torres","Fuego 2004","Dentro 1","80_Torres2887","Halictus quadricinctus",NA,"Halictus quadricinctus","Halictus quadricintus"
"2751","Halictus quadricinctus","Halictus",NA,"quadricinctus",NA,"Spain",NA,"Requena","39.5088","-1.0808","uncert. < than 1km","2011",NA,NA,NA,"17/06/2011","Ortiz J","Pauly A","1",NA,NA,NA,"Pauly & Ortiz 2016",NA,NA,"Compiled by T. Wood",NA,"Ortiz","54_Wood_etal_25448","Halictus quadricinctus",NA,"Halictus quadricinctus","Halictus quadricintus"
"2752","Halictus quadricinctus","Halictus",NA,"quadricinctus",NA,"Spain","Barcelona","Centellas",NA,NA,NA,NA,NA,NA,"10/07/1929","15/07/1929","Mas de Xaxars","P. Álvarez","1","0","0","0",NA,NA,"2605_MNCN_Ent_271176","P. Alvarez, M. Paris",NA,NA,"43_Alvarez_etal_2139","Halictus quadricinctus",NA,"Halictus quadricinctus","Halictus quadricintus"
"2753","Halictus quadricinctus","Halictus",NA,"quadricinctus",NA,"Spain","Madrid","Los Molinos",NA,NA,NA,NA,NA,NA,NA,NA,"G. Mercet","P. Álvarez","1","0","0","0",NA,NA,"2517_MNCN_Ent_271205","P. Alvarez, M. Paris",NA,NA,"43_Alvarez_etal_2226","Halictus quadricinctus",NA,"Halictus quadricinctus","Halictus quadricintus"
"2754","Halictus quadricinctus","Halictus",NA,"quadricinctus",NA,"Spain","Madrid","San Fernando de Henares",NA,NA,NA,NA,NA,NA,NA,NA,"G. Mercet","P. Álvarez","1","0","0","0",NA,NA,"2590_MNCN_Ent_271231","P. Alvarez, M. Paris",NA,NA,"43_Alvarez_etal_2225","Halictus quadricinctus",NA,"Halictus quadricinctus","Halictus quadricintus"
"2755","Halictus quadricinctus","Halictus",NA,"quadricinctus",NA,"Spain","Asturias","Venta de la salve","43.379986","-5.6491","0,1 km","2016","6","27",NA,NA,NA,"A. Núñez","1","0","0","0",NA,"Centaurea nigra","POST-144","M. Miñarro, A. Núñez",NA,NA,"51_Minarro_2040","Halictus quadricinctus",NA,"Halictus quadricinctus","Halictus quadricintus"
"2756","Halictus quadricinctus","Halictus",NA,"quadricinctus",NA,"Spain",NA,"San Rafael","40.6904","-4.1243","uncert. < than 1km","1924",NA,NA,NA,NA,NA,"Pauly A",NA,NA,NA,"1","Bluthgen 1924",NA,NA,"Compiled by T. Wood",NA,NA,"54_Wood_etal_41572","Halictus quadricinctus",NA,"Halictus quadricinctus","Halictus quadricintus"
"2757","Halictus quadricinctus","Halictus","Halictus","quadricinctus",NA,"Spain","Salamanca","Pereña de la Ribera",NA,NA,NA,"2005",NA,NA,NA,NA,"F. Torres","F. Torres",NA,NA,NA,"1",NA,NA,"APO-007064","Félix Torres","Fuego 2004","Dentro 2","80_Torres2893","Halictus quadricinctus",NA,"Halictus quadricinctus","Halictus quadricintus"
"2758","Halictus quadricinctus","Halictus",NA,"quadricinctus",NA,"Spain",NA,"San Esteban de Litera","41.9249","0.2865","uncert. < than 1km","1924",NA,NA,NA,NA,NA,"Pauly A",NA,NA,NA,"1","Bluthgen 1924",NA,NA,"Compiled by T. Wood",NA,NA,"54_Wood_etal_41570","Halictus quadricinctus",NA,"Halictus quadricinctus","Halictus quadricintus"
"2759","Halictus quadricinctus","Halictus",NA,"quadricinctus",NA,"Portugal",NA,"Sine","37.956215","-8.869788",NA,"1970","6","9",NA,NA,"Online_Pedro De Mendoça","Online_Luis Filipe Lopes","0","0","0","1",NA,NA,NA,NA,NA,NA,"i1_Gbif_17293","Halictus quadricinctus",NA,"Halictus quadricinctus","Halictus quadricintus"
"2760","Halictus quadricinctus","Halictus",NA,"quadricinctus",NA,"Spain",NA,"Villavicencio de los Caballeros","42.0253","-5.2347","uncert. < than 1km","1924",NA,NA,NA,NA,NA,"Pauly A",NA,NA,NA,"1","Bluthgen 1924",NA,NA,"Compiled by T. Wood",NA,NA,"54_Wood_etal_41576","Halictus quadricinctus",NA,"Halictus quadricinctus","Halictus quadricintus"
"2761","Halictus quadricinctus","Halictus",NA,"quadricinctus",NA,"Spain","Barcelona","Montserrat",NA,NA,NA,"1901","7","15",NA,NA,"E. B. Poulton","P. Álvarez","0","1","0","0",NA,NA,"2602_MNCN_Ent_271172","P. Alvarez, M. Paris",NA,NA,"43_Alvarez_etal_2197","Halictus quadricinctus",NA,"Halictus quadricinctus","Halictus quadricintus"
"2762","Halictus quadricinctus","Halictus",NA,"quadricinctus",NA,"Spain","Madrid","Pico del Nevero cima","40.9818","-3.8486","GPS","2011","7","1",NA,NA,"Carlos Lara-Romero, Javier Morente-López, José Iriondo","Concepción Ornosa",NA,NA,NA,NA,"https://doi.org/10.1111/1365-2435.12719",NA,"4171","Carlos Lara-Romero, Javier Morente-López, José Iriondo",NA,NA,"33_Lara-Romero_etal_556","Halictus quadricinctus",NA,"Halictus quadricinctus","Halictus quadricintus"
"2763","Halictus quadricinctus","Halictus",NA,"quadricinctus",NA,"Spain","Cuenca","Belinchón","40.05907182","-3.090857359","100 m","2014","5","12",NA,NA,"Jesús López-Angulo","Concepción Ornosa",NA,NA,NA,"1",NA,"Thapsia villosa","J41","Jesús López-Angulo, Marta Rodríguez, Ana Vázquez, Bernardo de Haro, Ana M. Sánchez and Silvia Santamaria","100 m coordinate precision",NA,"60_Lopez-Angulo_etal157","Halictus quadricinctus",NA,"Halictus quadricinctus","Halictus quadricintus"
"2764","Halictus quadricinctus","Halictus",NA,"quadricinctus",NA,"Spain","Toledo","Corral de Almaguer",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"1","10.1080/00379271.2020.1847191","Cucumis melo",NA,"Sara Rodrigo Gómez, Concepción Ornosa, Jaime García Gila, Javier Blasco-Aróstegui, Jesús Selfa, Miguel Guara & Carlo Polidori",NA,NA,"71_Rodrigo_etal49","Halictus quadricinctus",NA,"Halictus quadricinctus","Halictus quadricintus"
