"","decimalLatitude","decimalLongitude","family","species","year","month","day","recordedBy","identifiedBy","sex","stateProvince","locality","coordinatePrecision","uid"
"4675",39.7981,2.7771,"Apidae","Apis mellifera",2009,NA,NA,NA,NA,NA,"Mallorca","Coma de n'Arbona",NA,"i1_Gbif_4675"
"4676",39.7981,2.7771,"Apidae","Apis mellifera",2009,NA,NA,NA,NA,NA,"Mallorca","Coma de n'Arbona",NA,"i1_Gbif_4676"
"4677",39.7981,2.7771,"Apidae","Amegilla quadrifasciata",2009,NA,NA,NA,NA,NA,"Mallorca","Coma de n'Arbona",NA,"i1_Gbif_4677"
"4678",39.7981,2.7771,"Apidae","Ceratina cucurbitina",2009,NA,NA,NA,NA,NA,"Mallorca","Coma de n'Arbona",NA,"i1_Gbif_4678"
"4679",39.7981,2.7771,"Apidae","Apis mellifera",2009,NA,NA,NA,NA,NA,"Mallorca","Coma de n'Arbona",NA,"i1_Gbif_4679"
"4681",39.774475,3.129261,"Apidae","Ceratina cucurbitina",2009,NA,NA,NA,NA,NA,"Mallorca","Son Bosc",NA,"i1_Gbif_4681"
"4682",39.774475,3.129261,"Apidae","Ceratina dallatorreana",2009,NA,NA,NA,NA,NA,"Mallorca","Son Bosc",NA,"i1_Gbif_4682"
"4683",39.774475,3.129261,"Apidae","Ceratina cucurbitina",2009,NA,NA,NA,NA,NA,"Mallorca","Son Bosc",NA,"i1_Gbif_4683"
"4684",39.774475,3.129261,"Apidae","Ceratina cucurbitina",2009,NA,NA,NA,NA,NA,"Mallorca","Son Bosc",NA,"i1_Gbif_4684"
"4685",39.774475,3.129261,"Apidae","Ceratina cucurbitina",2009,NA,NA,NA,NA,NA,"Mallorca","Son Bosc",NA,"i1_Gbif_4685"
"4686",39.774475,3.129261,"Apidae","Ceratina dallatorreana",2009,NA,NA,NA,NA,NA,"Mallorca","Son Bosc",NA,"i1_Gbif_4686"
"4687",39.7981,2.7771,"Apidae","Apis mellifera",2009,NA,NA,NA,NA,NA,"Mallorca","Coma de n'Arbona",NA,"i1_Gbif_4687"
"4688",39.774475,3.129261,"Apidae","Ceratina dallatorreana",2009,NA,NA,NA,NA,NA,"Mallorca","Son Bosc",NA,"i1_Gbif_4688"
"4689",39.742645,3.430195,"Apidae","Ceratina parvula",2009,NA,NA,NA,NA,NA,"Mallorca","Cala Mesquida",NA,"i1_Gbif_4689"
"4690",39.742645,3.430195,"Apidae","Ceratina parvula",2009,NA,NA,NA,NA,NA,"Mallorca","Cala Mesquida",NA,"i1_Gbif_4690"
"4691",39.7981,2.7771,"Apidae","Apis mellifera",2009,NA,NA,NA,NA,NA,"Mallorca","Coma de n'Arbona",NA,"i1_Gbif_4691"
"4692",39.7981,2.7771,"Apidae","Eucera oraniensis",2009,NA,NA,NA,NA,NA,"Mallorca","Coma de n'Arbona",NA,"i1_Gbif_4692"
"4693",39.7981,2.7771,"Apidae","Nomada succincta",2009,NA,NA,NA,NA,NA,"Mallorca","Coma de n'Arbona",NA,"i1_Gbif_4693"
"4694",39.774475,3.129261,"Apidae","Ceratina dallatorreana",2009,NA,NA,NA,NA,NA,"Mallorca","Son Bosc",NA,"i1_Gbif_4694"
"4695",39.774475,3.129261,"Apidae","Ceratina cucurbitina",2009,NA,NA,NA,NA,NA,"Mallorca","Son Bosc",NA,"i1_Gbif_4695"
"4696",39.774475,3.129261,"Apidae","Ceratina cucurbitina",2009,NA,NA,NA,NA,NA,"Mallorca","Son Bosc",NA,"i1_Gbif_4696"
"4697",39.774475,3.129261,"Apidae","Eucera oraniensis",2009,NA,NA,NA,NA,NA,"Mallorca","Son Bosc",NA,"i1_Gbif_4697"
"4698",39.774475,3.129261,"Apidae","Eucera oraniensis",2009,NA,NA,NA,NA,NA,"Mallorca","Son Bosc",NA,"i1_Gbif_4698"
"4699",39.774475,3.129261,"Apidae","Ceratina cucurbitina",2009,NA,NA,NA,NA,NA,"Mallorca","Son Bosc",NA,"i1_Gbif_4699"
"4700",39.774475,3.129261,"Apidae","Ceratina cucurbitina",2009,NA,NA,NA,NA,NA,"Mallorca","Son Bosc",NA,"i1_Gbif_4700"
"4701",39.774475,3.129261,"Apidae","Apis mellifera",2009,NA,NA,NA,NA,NA,"Mallorca","Son Bosc",NA,"i1_Gbif_4701"
"4702",39.774475,3.129261,"Apidae","Ceratina cucurbitina",2009,NA,NA,NA,NA,NA,"Mallorca","Son Bosc",NA,"i1_Gbif_4702"
"4704",39.774475,3.129261,"Apidae","Ceratina dallatorreana",2009,NA,NA,NA,NA,NA,"Mallorca","Son Bosc",NA,"i1_Gbif_4704"
"4705",39.774475,3.129261,"Apidae","Ceratina dallatorreana",2009,NA,NA,NA,NA,NA,"Mallorca","Son Bosc",NA,"i1_Gbif_4705"
"4706",39.774475,3.129261,"Apidae","Anthophora plumipes",2009,NA,NA,NA,NA,NA,"Mallorca","Son Bosc",NA,"i1_Gbif_4706"
"4707",38.664411,-0.539918,"Apidae","Bombus terrestris",2008,1,1,"Pep Cantó","Pep Cantó",NA,"Comunidad Valenciana",NA,NA,"i1_Gbif_4707"
"4708",39.52,-1.38,"Apidae","Apis mellifera",2008,2,22,"J. L. Cantó Corchado","J. L. Cantó Corchado",NA,"Valencia",NA,NA,"i1_Gbif_4708"
"4709",36.19149,-6.019156,"Apidae","Xylocopa violacea",2008,3,30,NA,NA,NA,NA,"Spain - Cádiz",NA,"i1_Gbif_4709"
"4710",38.835353,-6.881837,"Apidae","Apis mellifera",2008,3,2,NA,NA,NA,NA,"Spain - Badajoz",NA,"i1_Gbif_4710"
"4711",42.155768,2.518101,"Apidae","Apis mellifera",2008,3,18,"Mafa Bauçà","John Ascher",NA,"Cataluña",NA,NA,"i1_Gbif_4711"
"4712",39.76,-1.2,"Apidae","Bombus terrestris",2008,4,26,"J. Estela Andreu","J. Estela Andreu",NA,"Valencia","El Regajo",NA,"i1_Gbif_4712"
"4713",38.6,-0.06,"Apidae","Apis mellifera",2008,5,20,"Equipo seguimiento de fauna amenazada","Equipo seguimiento de fauna amenazada",NA,"Alicante",NA,NA,"i1_Gbif_4713"
"4714",42.897934,-2.035487,"Apidae","Bombus terrestris",2008,5,24,NA,NA,NA,NA,"Spain - Arbizu",NA,"i1_Gbif_4714"
"4715",40.411106,-3.691127,"Apidae","Apis mellifera",2008,5,7,"ambientadordepino","ambientadordepino","FEMALE","Comunidad de Madrid",NA,NA,"i1_Gbif_4715"
"4716",39.42,-0.41,"Apidae","Xylocopa violacea",2008,6,5,"S. Fos Martín","S. Fos Martín",NA,"Valencia","L´Horta",NA,"i1_Gbif_4716"
"4717",42.76495,-1.953474,"Apidae","Xylocopa violacea",2008,6,15,NA,NA,NA,NA,"Spain - Yerri",NA,"i1_Gbif_4717"
"4718",42.619155,-1.274887,"Apidae","Apis mellifera",2008,6,22,NA,NA,NA,NA,"Spain - Liédena",NA,"i1_Gbif_4718"
"4719",43.358681,-6.277213,"Apidae","Xylocopa violacea",2008,7,4,NA,NA,NA,NA,"Spain - Salas",NA,"i1_Gbif_4719"
"4720",41.384762,2.120608,"Apidae","Xylocopa violacea",2008,9,30,"Luis Mata EntSocVic","John Ascher",NA,"Cataluña",NA,NA,"i1_Gbif_4720"
"4721",39.96,-0.48,"Apidae","Xylocopa violacea",2008,10,11,"J. M. Candela López","J. M. Candela López",NA,"Castellon",NA,NA,"i1_Gbif_4721"
"4722",39.742645,3.430195,"Apidae","Bombus terrestris",2008,NA,NA,NA,NA,NA,"Mallorca","Cala Mesquida",NA,"i1_Gbif_4722"
"4723",39.4824,3.0871,"Apidae","Amegilla quadrifasciata",2008,NA,NA,NA,NA,NA,"Mallorca","Son Mesquida",NA,"i1_Gbif_4723"
"4724",39.774475,3.129261,"Apidae","Anthophora plumipes",2008,NA,NA,NA,NA,NA,"Mallorca","Son Bosc",NA,"i1_Gbif_4724"
"4725",39.774475,3.129261,"Apidae","Apis mellifera",2008,NA,NA,NA,NA,NA,"Mallorca","Son Bosc",NA,"i1_Gbif_4725"
"4726",39.7981,2.7771,"Apidae","Bombus terrestris",2008,NA,NA,NA,NA,NA,"Mallorca","Coma de n'Arbona",NA,"i1_Gbif_4726"
"4727",39.7981,2.7771,"Apidae","Apis mellifera",2008,NA,NA,NA,NA,NA,"Mallorca","Coma de n'Arbona",NA,"i1_Gbif_4727"
"4728",39.7981,2.7771,"Apidae","Apis mellifera",2008,NA,NA,NA,NA,NA,"Mallorca","Coma de n'Arbona",NA,"i1_Gbif_4728"
"4729",39.774475,3.129261,"Apidae","Apis mellifera",2008,NA,NA,NA,NA,NA,"Mallorca","Son Bosc",NA,"i1_Gbif_4729"
"4730",39.727661,3.220508,"Apidae","Eucera oraniensis",2008,NA,NA,NA,NA,NA,"Mallorca","Son Serra de Marina",NA,"i1_Gbif_4730"
"4731",39.950588,4.044897,"Apidae","Anthophora balearica",2008,NA,NA,NA,NA,NA,"Menorca","Sa Siurana",NA,"i1_Gbif_4731"
"4732",39.7981,2.7771,"Apidae","Apis mellifera",2008,NA,NA,NA,NA,NA,"Mallorca","Coma de n'Arbona",NA,"i1_Gbif_4732"
"4733",39.7981,2.7771,"Apidae","Apis mellifera",2008,NA,NA,NA,NA,NA,"Mallorca","Coma de n'Arbona",NA,"i1_Gbif_4733"
"4734",39.950588,4.044897,"Apidae","Ceratina cucurbitina",2008,NA,NA,NA,NA,NA,"Menorca","Menorca",NA,"i1_Gbif_4734"
"4736",39.950588,4.044897,"Apidae","Anthophora balearica",2008,NA,NA,NA,NA,NA,"Menorca","Sa Siurana",NA,"i1_Gbif_4736"
"4737",39.950588,4.044897,"Apidae","Bombus terrestris",2008,NA,NA,NA,NA,NA,"Menorca","Menorca",NA,"i1_Gbif_4737"
"4738",39.950588,4.044897,"Apidae","Ceratina cucurbitina",2008,NA,NA,NA,NA,NA,"Menorca","Menorca",NA,"i1_Gbif_4738"
"4742",39.742645,3.430195,"Apidae","Ceratina parvula",2008,NA,NA,NA,NA,NA,"Mallorca","Cala Mesquida",NA,"i1_Gbif_4742"
"4743",39.742645,3.430195,"Apidae","Apis mellifera",2008,NA,NA,NA,NA,NA,"Mallorca","Cala Mesquida",NA,"i1_Gbif_4743"
"4744",39.742645,3.430195,"Apidae","Apis mellifera",2008,NA,NA,NA,NA,NA,"Mallorca","Cala Mesquida",NA,"i1_Gbif_4744"
"4745",39.774475,3.129261,"Apidae","Ceratina cucurbitina",2008,NA,NA,NA,NA,NA,"Mallorca","Son Bosc",NA,"i1_Gbif_4745"
"4746",39.742645,3.430195,"Apidae","Apis mellifera",2008,NA,NA,NA,NA,NA,"Mallorca","Cala Mesquida",NA,"i1_Gbif_4746"
"4747",39.742645,3.430195,"Apidae","Apis mellifera",2008,NA,NA,NA,NA,NA,"Mallorca","Cala Mesquida",NA,"i1_Gbif_4747"
"4748",39.774475,3.129261,"Apidae","Ceratina cucurbitina",2008,NA,NA,NA,NA,NA,"Mallorca","Son Bosc",NA,"i1_Gbif_4748"
"4749",39.774475,3.129261,"Apidae","Ceratina cucurbitina",2008,NA,NA,NA,NA,NA,"Mallorca","Son Bosc",NA,"i1_Gbif_4749"
"4750",39.774475,3.129261,"Apidae","Ceratina dallatorreana",2008,NA,NA,NA,NA,NA,"Mallorca","Son Bosc",NA,"i1_Gbif_4750"
"4751",39.774475,3.129261,"Apidae","Ceratina cucurbitina",2008,NA,NA,NA,NA,NA,"Mallorca","Son Bosc",NA,"i1_Gbif_4751"
"4752",39.774475,3.129261,"Apidae","Ceratina cucurbitina",2008,NA,NA,NA,NA,NA,"Mallorca","Son Bosc",NA,"i1_Gbif_4752"
"4753",39.774475,3.129261,"Apidae","Ceratina dallatorreana",2008,NA,NA,NA,NA,NA,"Mallorca","Son Bosc",NA,"i1_Gbif_4753"
"4754",41.691451,1.101707,"Apidae","Apis mellifera",2007,4,6,"Joan C. Hinojosa","Joan C. Hinojosa",NA,"Cataluña",NA,NA,"i1_Gbif_4754"
"4755",43.180618,-1.452329,"Apidae","Xylocopa violacea",2007,4,22,NA,NA,NA,NA,"Spain - Baztan",NA,"i1_Gbif_4755"
"4756",43.180466,-1.452618,"Apidae","Bombus terrestris",2007,4,22,NA,NA,NA,NA,"Spain - Baztan",NA,"i1_Gbif_4756"
"4757",38.313251,-4.573105,"Apidae","Bombus terrestris",2007,4,30,"Carlos Bernal","NABU Nordvorpommern",NA,"Andalucía",NA,NA,"i1_Gbif_4757"
"4758",42.17272,2.479959,"Apidae","Apis mellifera",2007,4,11,"Mafa Bauçà","Mafa Bauçà","FEMALE","Cataluña",NA,NA,"i1_Gbif_4758"
"4759",36.902138,-4.046946,"Apidae","Apis mellifera",2007,4,14,"Miguel A. Casado","Miguel A. Casado",NA,"Andalucía",NA,NA,"i1_Gbif_4759"
"4760",41.3937,2.1529,"Apidae","Apis mellifera",2007,5,4,"Escolà Boada, Oleguer",NA,NA,"Barcelona","dep. Artròp. MZB (despatx 230)",NA,"i1_Gbif_4760"
"4761",39.18,-1.14,"Apidae","Bombus terrestris",2007,5,5,"E. Laguna Lumbreras","E. Laguna Lumbreras",NA,"Valencia","Umbría Pico de la Teja",NA,"i1_Gbif_4761"
"4762",39.18,-1.14,"Apidae","Bombus terrestris",2007,5,5,"E. Laguna Lumbreras","E. Laguna Lumbreras",NA,"Valencia","Umbría Pico de la Teja",NA,"i1_Gbif_4762"
"4763",39.18,-1.14,"Apidae","Bombus terrestris",2007,5,5,"E. Laguna Lumbreras","E. Laguna Lumbreras",NA,"Valencia","Umbría Pico de la Teja",NA,"i1_Gbif_4763"
"4764",42.911184,-2.071324,"Apidae","Bombus lapidarius",2007,5,18,NA,NA,NA,NA,"Spain - Etxarri-Aranatz",NA,"i1_Gbif_4764"
"4765",41.890485,1.019262,"Apidae","Bombus terrestris",2007,5,20,"Joan C. Hinojosa","Joan C. Hinojosa",NA,"Cataluña",NA,NA,"i1_Gbif_4765"
"4768",36.853883,-2.757183,"Apidae","Apis mellifera",2007,6,8,"Engel, M, Hinojosa, I, Bennett, D, & Davis, S","Engel, Michael",NA,"Andalusia","Sierra de Gador, Monte Coto Lupion",NA,"i1_Gbif_4768"
"4771",36.853883,-2.757183,"Apidae","Apis mellifera",2007,6,8,"Engel, M, Hinojosa, I, Bennett, D, & Davis, S","Engel, Michael",NA,"Andalusia","Sierra de Gador, Monte Coto Lupion",NA,"i1_Gbif_4771"
"4773",37.21975,-3.428717,"Apidae","Apis mellifera",2007,6,17,"Engel, M, Hinojosa, I, Bennett, D, & Davis, S","Engel, Michael",NA,"Andalusia","Sierra Nevada, Quentar, near, Road GR-3201 km 12.5",NA,"i1_Gbif_4773"
"4783",37.124883,-3.469983,"Apidae","Apis mellifera",2007,6,17,"Engel, M, Hinojosa, I, Bennett, D, & Davis, S","Engel, Michael",NA,"Andalusia","Sierra Nevada, between El Purche & La Dehesa de San Jeronimo",NA,"i1_Gbif_4783"
"4802",36.52925,-5.586117,"Apidae","Apis mellifera",2007,6,12,"Engel, M, Hinojosa, I, Bennett, D, & Davis, S","Engel, Michael",NA,"Andalusia","Cortes de La Frontera, Nucleo Recreativo Ambiental la Sauceda, Sendero Pico del Aljibe",NA,"i1_Gbif_4802"
"4809",36.85815,-2.814583,"Apidae","Apis mellifera",2007,6,8,"Engel, M, Hinojosa, I, Bennett, D, & Davis, S","Michener, Charles",NA,"Andalusia","Sierra de Gador, Fuente Alta",NA,"i1_Gbif_4809"
"4817",37.84425,-5.258067,"Apidae","Apis mellifera",2007,6,14,"Engel, M, Hinojosa, I, Bennett, D, & Davis, S","Engel, Michael",NA,"Andalusia","Parque Natural Sierra de Hornachuelas, Centro de Visitantes",NA,"i1_Gbif_4817"
"4862",37.888417,-5.14095,"Apidae","Apis mellifera",2007,6,14,"Engel, M, Hinojosa, I, Bennett, D, & Davis, S","Engel, Michael",NA,"Andalusia","Sierra de Hornachuelos, Casa de La Plata",NA,"i1_Gbif_4862"
"4913",36.7728,-3.4191,"Apidae","Apis mellifera",2007,6,10,"Engel, M, Hinojosa, I, Bennett, D, & Davis, S","Engel, Michael",NA,"Andalusia","Alcornocal de Lujar, Picacho Alto",NA,"i1_Gbif_4913"
"4931",36.7728,-3.4191,"Apidae","Apis mellifera",2007,6,10,"Engel, M, Hinojosa, I, Bennett, D, & Davis, S","Engel, Michael",NA,"Andalusia","Alcornocal de Lujar, Picacho Alto",NA,"i1_Gbif_4931"
"4953",36.767983,-5.381367,"Apidae","Apis mellifera",2007,6,11,"Engel, M, Hinojosa, I, Bennett, D, & Davis, S","Engel, Michael",NA,"Andalusia","Grazalema, Parque Natural Sierra de Grazalema, Sendero El Bosque",NA,"i1_Gbif_4953"
"4956",36.52925,-5.586117,"Apidae","Apis mellifera",2007,6,12,"Engel, M, Hinojosa, I, Bennett, D, & Davis, S","Engel, Michael",NA,"Andalusia","Cortes de La Frontera, Nucleo Recreativo Ambiental la Sauceda, Sendero Pico del Aljibe",NA,"i1_Gbif_4956"
"4968",36.52925,-5.586117,"Apidae","Apis mellifera",2007,6,12,"Engel, M, Hinojosa, I, Bennett, D, & Davis, S","Engel, Michael",NA,"Andalusia","Cortes de La Frontera, Nucleo Recreativo Ambiental la Sauceda, Sendero Pico del Aljibe",NA,"i1_Gbif_4968"
"5001",36.85815,-2.814583,"Apidae","Apis mellifera",2007,6,8,"Engel, M, Hinojosa, I, Bennett, D, & Davis, S","Engel, Michael",NA,"Andalusia","Sierra de Gador, Fuente Alta",NA,"i1_Gbif_5001"
"5010",36.762033,-5.366633,"Apidae","Apis mellifera",2007,6,11,"Engel, M, Hinojosa, I, Bennett, D, & Davis, S","Engel, Michael",NA,"Andalusia","Grazalema, Parque Natural Sierra de Grazalema, Villas Turisticas Hotel parking lot",NA,"i1_Gbif_5010"
"5012",36.85815,-2.814583,"Apidae","Apis mellifera",2007,6,8,"Engel, M, Hinojosa, I, Bennett, D, & Davis, S","Michener, Charles",NA,"Andalusia","Sierra de Gador, Fuente Alta",NA,"i1_Gbif_5012"
"5013",36.853883,-2.757183,"Apidae","Apis mellifera",2007,6,8,"Engel, M, Hinojosa, I, Bennett, D, & Davis, S","Engel, Michael",NA,"Andalusia","Sierra de Gador, Monte Coto Lupion",NA,"i1_Gbif_5013"
"5035",40.21,-0.39,"Apidae","Bombus terrestris",2007,6,6,"E. Laguna Lumbreras","E. Laguna Lumbreras",NA,"Castellon","Mas de Borras",NA,"i1_Gbif_5035"
"5036",40.17,-0.38,"Apidae","Apis mellifera",2007,6,4,"P. Ferrer Poblete | A. Ibáñez Justicia | E. Pérez-Lahorga","P. Ferrer Poblete | A. Ibáñez Justicia | E. Pérez-Lahorga",NA,"Castellon",NA,NA,"i1_Gbif_5036"
"5037",40.17,-0.38,"Apidae","Apis mellifera",2007,6,4,"P. Ferrer Poblete | A. Ibáñez Justicia | E. Pérez-Lahorga","P. Ferrer Poblete | A. Ibáñez Justicia | E. Pérez-Lahorga",NA,"Castellon",NA,NA,"i1_Gbif_5037"
"5038",40.22,-0.38,"Apidae","Apis mellifera",2007,6,4,"P. Ferrer Poblete | A. Ibáñez Justicia | E. Pérez-Lahorga","P. Ferrer Poblete | A. Ibáñez Justicia | E. Pérez-Lahorga",NA,"Castellon",NA,NA,"i1_Gbif_5038"
"5039",40.22,-0.38,"Apidae","Apis mellifera",2007,6,4,"P. Ferrer Poblete | A. Ibáñez Justicia | E. Pérez-Lahorga","P. Ferrer Poblete | A. Ibáñez Justicia | E. Pérez-Lahorga",NA,"Castellon",NA,NA,"i1_Gbif_5039"
"5040",40.22,-0.39,"Apidae","Bombus terrestris",2007,6,6,"E. Laguna Lumbreras","E. Laguna Lumbreras",NA,"Castellon",NA,NA,"i1_Gbif_5040"
"5041",40.21,-0.39,"Apidae","Bombus terrestris",2007,6,6,"E. Laguna Lumbreras","E. Laguna Lumbreras",NA,"Castellon","Mas de Borras",NA,"i1_Gbif_5041"
"5042",40.22,-0.38,"Apidae","Apis mellifera",2007,6,4,"P. Ferrer Poblete | A. Ibáñez Justicia | E. Pérez-Lahorga","P. Ferrer Poblete | A. Ibáñez Justicia | E. Pérez-Lahorga",NA,"Castellon",NA,NA,"i1_Gbif_5042"
"5043",40.22,-0.38,"Apidae","Apis mellifera",2007,6,4,"P. Ferrer Poblete | A. Ibáñez Justicia | E. Pérez-Lahorga","P. Ferrer Poblete | A. Ibáñez Justicia | E. Pérez-Lahorga",NA,"Castellon",NA,NA,"i1_Gbif_5043"
"5044",40.17,-0.38,"Apidae","Apis mellifera",2007,6,4,"P. Ferrer Poblete | A. Ibáñez Justicia | E. Pérez-Lahorga","P. Ferrer Poblete | A. Ibáñez Justicia | E. Pérez-Lahorga",NA,"Castellon",NA,NA,"i1_Gbif_5044"
"5045",40.17,-0.38,"Apidae","Apis mellifera",2007,6,4,"P. Ferrer Poblete | A. Ibáñez Justicia | E. Pérez-Lahorga","P. Ferrer Poblete | A. Ibáñez Justicia | E. Pérez-Lahorga",NA,"Castellon",NA,NA,"i1_Gbif_5045"
"5046",40.22,-0.39,"Apidae","Bombus terrestris",2007,6,6,"E. Laguna Lumbreras","E. Laguna Lumbreras",NA,"Castellon",NA,NA,"i1_Gbif_5046"
"5047",36.936797,-3.315763,"Apidae","Xylocopa violacea",2007,6,2,"Ina","Katherine Parys","MALE","Andalucía",NA,NA,"i1_Gbif_5047"
"5048",37.009594,-3.263938,"Apidae","Apis mellifera",2007,6,1,"Ina","Ina",NA,"Andalucía",NA,NA,"i1_Gbif_5048"
"5049",38.617962,-4.911867,"Apidae","Bombus terrestris",2007,6,6,"Carlos Bernal","Jelle Devalez",NA,"Andalucía",NA,NA,"i1_Gbif_5049"
"5050",43.046499,-6.644926,"Apidae","Apis mellifera",2007,7,10,NA,NA,NA,NA,"Spain - Asturias",NA,"i1_Gbif_5050"
"5051",43.08174,-6.207619,"Apidae","Apis mellifera",2007,7,2,NA,NA,NA,NA,"Spain - Asturias",NA,"i1_Gbif_5051"
"5052",39.37,-0.63,"Apidae","Apis mellifera",2007,11,24,"S. Montagud Alario | M. A. Ibáñez-Orrico","S. Montagud Alario | M. A. Ibáñez-Orrico",NA,"Valencia","Font de la CarÃ¨ncia",NA,"i1_Gbif_5052"
"5054",42.639999,-0.01,"Apidae","Bombus flavidus",2007,NA,NA,NA,NA,NA,"Huesca",NA,NA,"i1_Gbif_5054"
"5055",42.400002,2.21,"Apidae","Bombus flavidus",2007,NA,NA,NA,NA,NA,"Girona",NA,NA,"i1_Gbif_5055"
"5056",42.490002,1.84,"Apidae","Bombus flavidus",2007,NA,NA,NA,NA,NA,"Girona",NA,NA,"i1_Gbif_5056"
"5066",37.09,-3.28,"Apidae","Bombus reinigiellus",2007,NA,NA,NA,NA,NA,"Granada",NA,NA,"i1_Gbif_5066"
"5067",42.57,0.99,"Apidae","Bombus flavidus",2007,NA,NA,NA,NA,NA,"Lleida",NA,NA,"i1_Gbif_5067"
"5073",37.09,-3.39,"Apidae","Bombus reinigiellus",2007,NA,NA,NA,NA,NA,"Granada",NA,NA,"i1_Gbif_5073"
"5075",37.09,-3.06,"Apidae","Bombus reinigiellus",2007,NA,NA,NA,NA,NA,NA,NA,NA,"i1_Gbif_5075"
"5076",37,-3.28,"Apidae","Bombus reinigiellus",2007,NA,NA,NA,NA,NA,"Granada",NA,NA,"i1_Gbif_5076"
"5077",39.774475,3.129261,"Apidae","Ceratina cucurbitina",2007,NA,NA,NA,NA,NA,"Mallorca","Son Bosc",NA,"i1_Gbif_5077"
"5078",39.774475,3.129261,"Apidae","Apis mellifera",2007,NA,NA,NA,NA,NA,"Mallorca","Son Bosc",NA,"i1_Gbif_5078"
"5079",39.774475,3.129261,"Apidae","Amegilla quadrifasciata",2007,NA,NA,NA,NA,NA,"Mallorca","Son Bosc",NA,"i1_Gbif_5079"
"5080",39.774475,3.129261,"Apidae","Bombus terrestris",2007,NA,NA,NA,NA,NA,"Mallorca","Son Bosc",NA,"i1_Gbif_5080"
"5081",39.774475,3.129261,"Apidae","Apis mellifera",2007,NA,NA,NA,NA,NA,"Mallorca","Son Bosc",NA,"i1_Gbif_5081"
"5082",39.774475,3.129261,"Apidae","Apis mellifera",2007,NA,NA,NA,NA,NA,"Mallorca","Son Bosc",NA,"i1_Gbif_5082"
"5083",39.774475,3.129261,"Apidae","Apis mellifera",2007,NA,NA,NA,NA,NA,"Mallorca","Son Bosc",NA,"i1_Gbif_5083"
"5084",39.774475,3.129261,"Apidae","Apis mellifera",2007,NA,NA,NA,NA,NA,"Mallorca","Son Bosc",NA,"i1_Gbif_5084"
"5085",39.774475,3.129261,"Apidae","Xylocopa violacea",2007,NA,NA,NA,NA,NA,"Mallorca","Son Bosc",NA,"i1_Gbif_5085"
"5086",39.774475,3.129261,"Apidae","Eucera oraniensis",2007,NA,NA,NA,NA,NA,"Mallorca","Son Bosc",NA,"i1_Gbif_5086"
"5087",39.774475,3.129261,"Apidae","Apis mellifera",2007,NA,NA,NA,NA,NA,"Mallorca","Son Bosc",NA,"i1_Gbif_5087"
"5088",39.774475,3.129261,"Apidae","Apis mellifera",2007,NA,NA,NA,NA,NA,"Mallorca","Son Bosc",NA,"i1_Gbif_5088"
"5089",39.774475,3.129261,"Apidae","Apis mellifera",2007,NA,NA,NA,NA,NA,"Mallorca","Son Bosc",NA,"i1_Gbif_5089"
"5090",39.774475,3.129261,"Apidae","Apis mellifera",2007,NA,NA,NA,NA,NA,"Mallorca","Son Bosc",NA,"i1_Gbif_5090"
"5091",39.774475,3.129261,"Apidae","Bombus terrestris",2007,NA,NA,NA,NA,NA,"Mallorca","Son Bosc",NA,"i1_Gbif_5091"
"5092",39.774475,3.129261,"Apidae","Apis mellifera",2007,NA,NA,NA,NA,NA,"Mallorca","Son Bosc",NA,"i1_Gbif_5092"
"5093",39.774475,3.129261,"Apidae","Apis mellifera",2007,NA,NA,NA,NA,NA,"Mallorca","Son Bosc",NA,"i1_Gbif_5093"
"5094",39.774475,3.129261,"Apidae","Apis mellifera",2007,NA,NA,NA,NA,NA,"Mallorca","Son Bosc",NA,"i1_Gbif_5094"
"5095",39.774475,3.129261,"Apidae","Bombus terrestris",2007,NA,NA,NA,NA,NA,"Mallorca","Son Bosc",NA,"i1_Gbif_5095"
"5096",39.774475,3.129261,"Apidae","Bombus terrestris",2007,NA,NA,NA,NA,NA,"Mallorca","Son Bosc",NA,"i1_Gbif_5096"
"5097",39.774475,3.129261,"Apidae","Amegilla quadrifasciata",2007,NA,NA,NA,NA,NA,"Mallorca","Son Bosc",NA,"i1_Gbif_5097"
"5098",39.789444,3.09669,"Apidae","Anthophora plumipes",2007,NA,NA,NA,NA,NA,"Mallorca","Albufera de Mallorca",NA,"i1_Gbif_5098"
"5099",39.727661,3.220508,"Apidae","Apis mellifera",2007,NA,NA,NA,NA,NA,"Mallorca","Son Serra de Marina",NA,"i1_Gbif_5099"
"5100",39.774475,3.129261,"Apidae","Apis mellifera",2007,NA,NA,NA,NA,NA,"Mallorca","Son Bosc",NA,"i1_Gbif_5100"
"5101",39.774475,3.129261,"Apidae","Eucera oraniensis",2007,NA,NA,NA,NA,NA,"Mallorca","Son Bosc",NA,"i1_Gbif_5101"
"5102",39.774475,3.129261,"Apidae","Eucera oraniensis",2007,NA,NA,NA,NA,NA,"Mallorca","Son Bosc",NA,"i1_Gbif_5102"
"5103",39.774475,3.129261,"Apidae","Eucera oraniensis",2007,NA,NA,NA,NA,NA,"Mallorca","Son Bosc",NA,"i1_Gbif_5103"
"5104",39.774475,3.129261,"Apidae","Ceratina cucurbitina",2007,NA,NA,NA,NA,NA,"Mallorca","Son Bosc",NA,"i1_Gbif_5104"
"5105",39.774475,3.129261,"Apidae","Bombus terrestris",2007,NA,NA,NA,NA,NA,"Mallorca","Son Bosc",NA,"i1_Gbif_5105"
