"Genus","Species","Subspecies","Country","Province","Locality","Latitude","Longitude","Coordinate.precision.(e.g..Collection.place.within.<XX.radius.of.the.provided.coordinate..For.example:.<10m;.<100m;.<1km;.<10km)","Year","Month","day","Start.date","End.Date","Collector","Determined.by","female","male","Worker","Not.specified","Reference.(doi)","Flowers.visited","Collection.Location_ID","Authors.to.give.credit","Any.other.additional.data"
"Lasioglossum","wollastoni",NA,"Portugal","Madeira","Ribeira da Janela"," 32.851716°","-17.150152°","<500m",2017,"abril",NA,2017-04-10,2017-04-24,"Carla Rego, Mário Boieiro, Renata Santos, Ana Mourão e Cândida Ramos","Carla Rego, Mário Boieiro, Renata Santos, Ana Mourão, Andreia Penado e Cândida Ramos",0,0,0,1,NA,"Euphorbia piscatoria","2gether","Carla Rego, Mário Boieiro, Renata Santos, Ana Mourão, Andreia Penado e Cândida Ramos","Direct observation"
"Lasioglossum","wollastoni",NA,"Portugal","Madeira","Ribeira da Janela"," 32.847730°","-17.159301°","<250m",2017,"maio",14,NA,NA,"Carla Rego e Mário Boieiro","Andreia Penado, Carla Rego e Mário Boieiro",0,0,0,1,NA,"Tamarix","2gether","Andreia Penado, Carla Rego e Mário Boieiro","Direct observation"
"Lasioglossum","wollastoni",NA,"Portugal","Madeira","Ribeira da Janela"," 32.847730°","-17.159301°","<250m",2017,"maio",14,NA,NA,"Carla Rego e Mário Boieiro","Andreia Penado, Carla Rego e Mário Boieiro",0,0,0,1,NA,NA,"2gether","Andreia Penado, Carla Rego e Mário Boieiro","Direct observation"
"Lasioglossum","wollastoni",NA,"Portugal","Madeira","Ribeira da Janela"," 32.851716°","-17.150152°","<500m",2017,"abril",NA,2017-04-10,2017-04-24,"Carla Rego, Mário Boieiro, Renata Santos, Ana Mourão e Cândida Ramos","Carla Rego, Mário Boieiro, Renata Santos, Ana Mourão, Andreia Penado e Cândida Ramos",0,0,0,1,NA,"Asteraceae","2gether","Carla Rego, Mário Boieiro, Renata Santos, Ana Mourão, Andreia Penado e Cândida Ramos","Direct observation"
"Lasioglossum","wollastoni",NA,"Portugal","Madeira","Ribeira da Janela"," 32.851716°","-17.150152°","<500m",2017,"abril",NA,2017-04-10,2017-04-24,"Carla Rego, Mário Boieiro, Renata Santos, Ana Mourão e Cândida Ramos","Carla Rego, Mário Boieiro, Renata Santos, Ana Mourão, Andreia Penado e Cândida Ramos",0,0,0,1,NA,"Raphanus","2gether","Carla Rego, Mário Boieiro, Renata Santos, Ana Mourão, Andreia Penado e Cândida Ramos","Direct observation"
"Osmia","madeirensis",NA,"Portugal","Madeira","Ribeira da Janela"," 32.851716°","-17.150152°","<500m",2017,"abril",NA,2017-04-10,2017-04-24,"Carla Rego, Mário Boieiro, Renata Santos, Ana Mourão e Cândida Ramos","Carla Rego, Mário Boieiro, Renata Santos, Ana Mourão, Andreia Penado e Cândida Ramos",0,0,0,1,NA,"Asteraceae","2gether","Carla Rego, Mário Boieiro, Renata Santos, Ana Mourão, Andreia Penado e Cândida Ramos","Direct observation"
"Osmia","madeirensis",NA,"Portugal","Madeira","Ribeira da Janela"," 32.851716°","-17.150152°","<500m",2017,"abril",NA,2017-04-10,2017-04-24,"Carla Rego, Mário Boieiro, Renata Santos, Ana Mourão e Cândida Ramos","Carla Rego, Mário Boieiro, Renata Santos, Ana Mourão, Andreia Penado e Cândida Ramos",0,0,0,1,NA,"Bidens pilosa","2gether","Carla Rego, Mário Boieiro, Renata Santos, Ana Mourão, Andreia Penado e Cândida Ramos","Direct observation"
"Osmia","madeirensis",NA,"Portugal","Madeira","Ribeira da Janela"," 32.851716°","-17.150152°","<500m",2017,"abril",NA,2017-04-10,2017-04-24,"Carla Rego, Mário Boieiro, Renata Santos, Ana Mourão e Cândida Ramos","Carla Rego, Mário Boieiro, Renata Santos, Ana Mourão, Andreia Penado e Cândida Ramos",0,0,0,1,NA,"Andryala","2gether","Carla Rego, Mário Boieiro, Renata Santos, Ana Mourão, Andreia Penado e Cândida Ramos","Direct observation"
"Andrena","maderensis",NA,"Portugal","Madeira","Caniçal"," 32.737642°","-16.753250°","<750m",2017,"maio",9,NA,NA,"Mário Boieiro e Carla Rego","Andreia Penado, Mário Boieiro e Carla Rego",0,0,0,1,NA,"Rapistrum","2gether","Andreia Penado, Mário Boieiro e Carla Rego","Direct observation"
"Andrena","wollastoni",NA,"Portugal","Madeira","Caniçal"," 32.737642°","-16.753250°","<750m",2017,"maio",9,NA,NA,"Mário Boieiro e Carla Rego","Andreia Penado, Mário Boieiro e Carla Rego",0,0,0,2,NA,"Rapistrum","2gether","Andreia Penado, Mário Boieiro e Carla Rego","Direct observation"
"Andrena","wollastoni",NA,"Portugal","Madeira","Caniçal"," 32.737642°","-16.753250°","<750m",2017,"maio",9,NA,NA,"Mário Boieiro e Carla Rego","Andreia Penado, Mário Boieiro e Carla Rego",0,0,0,1,NA,"Echium plantagineum","2gether","Andreia Penado, Mário Boieiro e Carla Rego","Direct observation"
"Andrena","wollastoni",NA,"Portugal","Madeira","Caniçal"," 32.737642°","-16.753250°","<750m",2017,"maio",9,NA,NA,"Mário Boieiro e Carla Rego","Andreia Penado, Mário Boieiro e Carla Rego",0,0,0,2,NA,"Rapistrum","2gether","Andreia Penado, Mário Boieiro e Carla Rego","Direct observation"
"Andrena","wollastoni",NA,"Portugal","Madeira","Ponta de São Lourenço"," 32.745170°","-16.711578°","<1km",2017,"Abril",NA,2020-04-16,2020-04-18,"Mário Boieiro e Carla Rego","Andreia Penado, Mário Boieiro e Carla Rego",0,0,0,1,NA,"Umbeliferae","2gether","Andreia Penado, Mário Boieiro e Carla Rego","Direct observation"
"Andrena","wollastoni",NA,"Portugal","Madeira","Ponta de São Lourenço"," 32.745170°","-16.711578°","<1km",2017,"Abril",NA,2020-04-16,2020-04-18,"Mário Boieiro e Carla Rego","Andreia Penado, Mário Boieiro e Carla Rego",0,0,0,2,NA,"Umbeliferae","2gether","Andreia Penado, Mário Boieiro e Carla Rego","Direct observation"
"Andrena","wollastoni",NA,"Portugal","Madeira","Caniçal"," 32.737642°","-16.753250°","<750m",2017,"maio",9,NA,NA,"Mário Boieiro e Carla Rego","Andreia Penado, Mário Boieiro e Carla Rego",0,0,0,2,NA,"Raphanus ","2gether","Andreia Penado, Mário Boieiro e Carla Rego","Direct observation"
"Amegilla","quadrifasciata","maderae","Portugal","Madeira","Ponta de São Lourenço"," 32.745170°","-16.711578°","<1km",2017,"Abril",NA,2020-04-16,2020-04-18,"Mário Boieiro e Carla Rego","Andreia Penado, Mário Boieiro e Carla Rego",0,0,0,1,NA,"Andryala","2gether","Andreia Penado, Mário Boieiro e Carla Rego","Direct observation"
"Amegilla","quadrifasciata","maderae","Portugal","Madeira","Ponta de São Lourenço"," 32.745170°","-16.711578°","<1km",2017,"Abril",NA,2020-04-16,2020-04-18,"Mário Boieiro e Carla Rego","Andreia Penado, Mário Boieiro e Carla Rego",0,0,0,1,NA,"Echium plantagineum","2gether","Andreia Penado, Mário Boieiro e Carla Rego","Direct observation"
"Apis","mellifera",NA,"Portugal","Madeira","Ponta de São Lourenço"," 32.745170°","-16.711578°","<1km",2017,"Abril",NA,2020-04-16,2020-04-18,"Mário Boieiro e Carla Rego","Andreia Penado, Mário Boieiro e Carla Rego",0,0,0,1,NA,"Sinapidendron","2gether","Andreia Penado, Mário Boieiro e Carla Rego","Direct observation"
"Halictus","frontalis",NA,"Portugal","Madeira","Ponta de São Lourenço"," 32.745170°","-16.711578°","<1km",2017,"Abril",NA,2020-04-16,2020-04-18,"Mário Boieiro e Carla Rego","Andreia Penado, Mário Boieiro e Carla Rego",0,0,0,1,NA,"Asteraceae","2gether","Andreia Penado, Mário Boieiro e Carla Rego","Direct observation"
"Halictus","frontalis",NA,"Portugal","Madeira","Ponta de São Lourenço"," 32.745170°","-16.711578°","<1km",2017,"Abril",NA,2020-04-16,2020-04-18,"Mário Boieiro e Carla Rego","Andreia Penado, Mário Boieiro e Carla Rego",0,0,0,1,NA,"Andryala","2gether","Andreia Penado, Mário Boieiro e Carla Rego","Direct observation"
"Halictus","frontalis",NA,"Portugal","Madeira","Ponta de São Lourenço"," 32.745170°","-16.711578°","<1km",2017,"Abril",NA,2020-04-16,2020-04-18,"Mário Boieiro e Carla Rego","Andreia Penado, Mário Boieiro e Carla Rego",0,0,0,1,NA,"Echium plantagineum","2gether","Andreia Penado, Mário Boieiro e Carla Rego","Direct observation"
"Lasioglossum","villosulum",NA,"Portugal","Madeira","Ponta de São Lourenço"," 32.745170°","-16.711578°","<1km",2017,"Abril",NA,2020-04-16,2020-04-18,"Mário Boieiro e Carla Rego","Andreia Penado, Mário Boieiro e Carla Rego",0,0,0,1,NA,"Asteraceae","2gether","Andreia Penado, Mário Boieiro e Carla Rego","Direct observation"
"Osmia","madeirensis",NA,"Portugal","Madeira","Ponta de São Lourenço"," 32.745170°","-16.711578°","<1km",2017,"Abril",NA,2020-04-16,2020-04-18,"Mário Boieiro e Carla Rego","Andreia Penado, Mário Boieiro e Carla Rego",0,0,0,1,NA,"Andryala","2gether","Andreia Penado, Mário Boieiro e Carla Rego","Direct observation"
"Osmia","madeirensis",NA,"Portugal","Madeira","Ponta de São Lourenço"," 32.745170°","-16.711578°","<1km",2017,"Abril",NA,2020-04-16,2020-04-18,"Mário Boieiro e Carla Rego","Andreia Penado, Mário Boieiro e Carla Rego",0,0,0,1,NA,"Andryala","2gether","Andreia Penado, Mário Boieiro e Carla Rego","Direct observation"
"Amegilla","quadrifasciata","maderae","Portugal","Madeira","Desembarcadouro"," 32.733282°","-16.671410°","<500m",2017,"Abril",17,NA,NA,"Mário Boieiro","Andreia Penado e Mário Boieiro",0,0,0,1,NA,"Mesembryanthemum cristalinum","2gether","Andreia Penado e Mário Boieiro","Direct observation"
"Halictus","frontalis",NA,"Portugal","Madeira","Desembarcadouro"," 32.733282°","-16.671410°","<500m",2017,"Abril",17,NA,NA,"Mário Boieiro","Andreia Penado e Mário Boieiro",0,0,0,1,NA,"Tolpis","2gether","Andreia Penado e Mário Boieiro","Direct observation"
"Halictus","frontalis",NA,"Portugal","Madeira","Desembarcadouro"," 32.733282°","-16.671410°","<500m",2017,"Abril",17,NA,NA,"Mário Boieiro","Andreia Penado e Mário Boieiro",0,0,0,1,NA,"Tolpis","2gether","Andreia Penado e Mário Boieiro","Direct observation"
"Halictus","frontalis",NA,"Portugal","Madeira","Desembarcadouro"," 32.733282°","-16.671410°","<500m",2017,"Abril",17,NA,NA,"Mário Boieiro","Andreia Penado e Mário Boieiro",0,0,0,1,NA,"Tolpis","2gether","Andreia Penado e Mário Boieiro","Direct observation"
"Osmia","madeirensis",NA,"Portugal","Madeira","Desembarcadouro"," 32.733282°","-16.671410°","<500m",2017,"Abril",17,NA,NA,"Mário Boieiro","Andreia Penado e Mário Boieiro",0,0,0,1,NA,"Andryala","2gether","Andreia Penado e Mário Boieiro","Direct observation"
"Osmia","madeirensis",NA,"Portugal","Madeira","Desembarcadouro"," 32.733282°","-16.671410°","<500m",2017,"Abril",17,NA,NA,"Mário Boieiro","Andreia Penado e Mário Boieiro",0,0,0,1,NA,"Andryala","2gether","Andreia Penado e Mário Boieiro","Direct observation"
"Osmia","madeirensis",NA,"Portugal","Madeira","Desembarcadouro"," 32.733282°","-16.671410°","<500m",2017,"Abril",17,NA,NA,"Mário Boieiro","Andreia Penado e Mário Boieiro",0,0,0,1,NA,"Tolpis","2gether","Andreia Penado e Mário Boieiro","Direct observation"
"Osmia","madeirensis",NA,"Portugal","Madeira","Desembarcadouro"," 32.733282°","-16.671410°","<500m",2017,"Abril",17,NA,NA,"Mário Boieiro","Andreia Penado e Mário Boieiro",0,0,0,1,NA,"Andryala","2gether","Andreia Penado e Mário Boieiro","Direct observation"
"Andrena","wollastoni",NA,"Portugal","Madeira","Porto Novo"," 32.658354°","-16.825739°","<600m",2017,"abril",NA,2017-04-18,2017-04-20,"Mário Boieiro e Carla Rego","Andreia Penado, Mário Boieiro e Carla Rego",0,0,0,3,NA,"Umbeliferae","2gether","Andreia Penado, Mário Boieiro e Carla Rego","Direct observation"
"Andrena","wollastoni",NA,"Portugal","Madeira","Porto Novo"," 32.663090°","-16.813516°","<200m",2017,"abril",NA,2017-04-18,2017-04-20,"Mário Boieiro e Carla Rego","Andreia Penado, Mário Boieiro e Carla Rego",0,0,0,1,NA,"Euphorbia piscatoria","2gether","Andreia Penado, Mário Boieiro e Carla Rego","Direct observation"
"Andrena","wollastoni",NA,"Portugal","Madeira","Porto Novo"," 32.663090°","-16.813516°","<200m",2017,"abril",NA,2017-04-18,2017-04-20,"Mário Boieiro e Carla Rego","Andreia Penado, Mário Boieiro e Carla Rego",0,0,0,2,NA,"Euphorbia piscatoria","2gether","Andreia Penado, Mário Boieiro e Carla Rego","Direct observation"
"Andrena","wollastoni",NA,"Portugal","Madeira","Porto Novo"," 32.658354°","-16.825739°","<600m",2017,"abril",NA,2017-04-18,2017-04-20,"Mário Boieiro e Carla Rego","Andreia Penado, Mário Boieiro e Carla Rego",0,0,0,3,NA,"Rapistrum","2gether","Andreia Penado, Mário Boieiro e Carla Rego","Direct observation"
"Andrena","wollastoni",NA,"Portugal","Madeira","Porto Novo"," 32.658354°","-16.825739°","<600m",2017,"abril",NA,2017-04-18,2017-04-20,"Mário Boieiro e Carla Rego","Andreia Penado, Mário Boieiro e Carla Rego",0,0,0,1,NA,"Aeonium","2gether","Andreia Penado, Mário Boieiro e Carla Rego","Direct observation"
"Andrena","wollastoni",NA,"Portugal","Madeira","Porto Novo"," 32.658354°","-16.825739°","<600m",2017,"abril",NA,2017-04-18,2017-04-20,"Mário Boieiro e Carla Rego","Andreia Penado, Mário Boieiro e Carla Rego",0,0,0,2,NA,"Rapistrum","2gether","Andreia Penado, Mário Boieiro e Carla Rego","Direct observation"
"Andrena","wollastoni",NA,"Portugal","Madeira","Porto Novo"," 32.658354°","-16.825739°","<600m",2017,"abril",NA,2017-04-18,2017-04-20,"Mário Boieiro e Carla Rego","Andreia Penado, Mário Boieiro e Carla Rego",0,0,0,1,NA,"Rapistrum","2gether","Andreia Penado, Mário Boieiro e Carla Rego","Direct observation"
"Andrena","wollastoni",NA,"Portugal","Madeira","Porto Novo"," 32.663090°","-16.813516°","<200m",2017,"abril",NA,2017-04-18,2017-04-20,"Mário Boieiro e Carla Rego","Andreia Penado, Mário Boieiro e Carla Rego",0,0,0,1,NA,"Teline","2gether","Andreia Penado, Mário Boieiro e Carla Rego","Direct observation"
"Andrena","wollastoni",NA,"Portugal","Madeira","Porto Novo"," 32.663090°","-16.813516°","<200m",2017,"abril",NA,2017-04-18,2017-04-20,"Mário Boieiro e Carla Rego","Andreia Penado, Mário Boieiro e Carla Rego",0,0,0,1,NA,"Rapistrum","2gether","Andreia Penado, Mário Boieiro e Carla Rego","Direct observation"
"Andrena","wollastoni",NA,"Portugal","Madeira","Porto Novo"," 32.663090°","-16.813516°","<200m",2017,"abril",NA,2017-04-18,2017-04-20,"Mário Boieiro e Carla Rego","Andreia Penado, Mário Boieiro e Carla Rego",0,0,0,1,NA,"Euphorbia piscatoria","2gether","Andreia Penado, Mário Boieiro e Carla Rego","Direct observation"
"Andrena","wollastoni",NA,"Portugal","Madeira","Porto Novo"," 32.658354°","-16.825739°","<600m",2017,"abril",NA,2017-04-18,2017-04-20,"Mário Boieiro e Carla Rego","Andreia Penado, Mário Boieiro e Carla Rego",0,0,0,1,NA,"Umbeliferae","2gether","Andreia Penado, Mário Boieiro e Carla Rego","Direct observation"
"Apis","mellifera",NA,"Portugal","Madeira","Porto Novo"," 32.658354°","-16.825739°","<600m",2017,"abril",NA,2017-04-18,2017-04-20,"Mário Boieiro e Carla Rego","Andreia Penado, Mário Boieiro e Carla Rego",0,0,0,1,NA,"Umbeliferae","2gether","Andreia Penado, Mário Boieiro e Carla Rego","Direct observation"
"Hylaeus","signatus",NA,"Portugal","Madeira","Porto Novo"," 32.663090°","-16.813516°","<200m",2017,"abril",NA,2017-04-18,2017-04-20,"Mário Boieiro e Carla Rego","Andreia Penado, Mário Boieiro e Carla Rego",0,0,0,1,NA,NA,"2gether","Andreia Penado, Mário Boieiro e Carla Rego","Direct observation"
"Lasioglossum","villosulum",NA,"Portugal","Madeira","Porto Novo"," 32.663090°","-16.813516°","<200m",2017,"abril",NA,2017-04-18,2017-04-20,"Mário Boieiro e Carla Rego","Andreia Penado, Mário Boieiro e Carla Rego",0,0,0,1,NA,"Leontodon","2gether","Andreia Penado, Mário Boieiro e Carla Rego","Direct observation"
"Lasioglossum","villosulum",NA,"Portugal","Madeira","Porto Novo"," 32.658354°","-16.825739°","<600m",2017,"abril",NA,2017-04-18,2017-04-20,"Mário Boieiro e Carla Rego","Andreia Penado, Mário Boieiro e Carla Rego",0,0,0,1,NA,"Leontodon","2gether","Andreia Penado, Mário Boieiro e Carla Rego","Direct observation"
"Osmia","madeirensis",NA,"Portugal","Madeira","Porto Novo"," 32.663090°","-16.813516°","<200m",2017,"abril",NA,2017-04-18,2017-04-20,"Mário Boieiro e Carla Rego","Andreia Penado, Mário Boieiro e Carla Rego",0,0,0,2,NA,"Phagnalon","2gether","Andreia Penado, Mário Boieiro e Carla Rego","Direct observation"
"Osmia","madeirensis",NA,"Portugal","Madeira","Porto Novo"," 32.663090°","-16.813516°","<200m",2017,"abril",NA,2017-04-18,2017-04-20,"Mário Boieiro e Carla Rego","Andreia Penado, Mário Boieiro e Carla Rego",0,0,0,2,NA,"Bidens pilosa","2gether","Andreia Penado, Mário Boieiro e Carla Rego","Direct observation"
"Osmia","madeirensis",NA,"Portugal","Madeira","Porto Novo"," 32.663090°","-16.813516°","<200m",2017,"abril",NA,2017-04-18,2017-04-20,"Mário Boieiro e Carla Rego","Andreia Penado, Mário Boieiro e Carla Rego",0,0,0,1,NA,"Leontodon","2gether","Andreia Penado, Mário Boieiro e Carla Rego","Direct observation"
"Osmia","madeirensis",NA,"Portugal","Madeira","Porto Novo"," 32.658354°","-16.825739°","<600m",2017,"abril",NA,2017-04-18,2017-04-20,"Mário Boieiro e Carla Rego","Andreia Penado, Mário Boieiro e Carla Rego",0,0,0,1,NA,"Tropaeolum","2gether","Andreia Penado, Mário Boieiro e Carla Rego","Direct observation"
"Osmia","madeirensis",NA,"Portugal","Madeira","Porto Novo"," 32.663090°","-16.813516°","<200m",2017,"abril",NA,2017-04-18,2017-04-20,"Mário Boieiro e Carla Rego","Andreia Penado, Mário Boieiro e Carla Rego",0,0,0,1,NA,"Galactites tomentosa","2gether","Andreia Penado, Mário Boieiro e Carla Rego","Direct observation"
"Osmia","madeirensis",NA,"Portugal","Madeira","Porto Novo"," 32.658354°","-16.825739°","<600m",2017,"abril",NA,2017-04-18,2017-04-20,"Mário Boieiro e Carla Rego","Andreia Penado, Mário Boieiro e Carla Rego",0,0,0,1,NA,"Bituminaria betuminosa","2gether","Andreia Penado, Mário Boieiro e Carla Rego","Direct observation"
"Osmia","madeirensis",NA,"Portugal","Madeira","Porto Novo"," 32.658354°","-16.825739°","<600m",2017,"abril",NA,2017-04-18,2017-04-20,"Mário Boieiro e Carla Rego","Andreia Penado, Mário Boieiro e Carla Rego",0,0,0,1,NA,"Bituminaria betuminosa","2gether","Andreia Penado, Mário Boieiro e Carla Rego","Direct observation"
"Osmia","madeirensis",NA,"Portugal","Madeira","Porto Novo"," 32.658354°","-16.825739°","<600m",2017,"abril",NA,2017-04-18,2017-04-20,"Mário Boieiro e Carla Rego","Andreia Penado, Mário Boieiro e Carla Rego",0,0,0,1,NA,"Galactites tomentosa","2gether","Andreia Penado, Mário Boieiro e Carla Rego","Direct observation"
"Osmia ","niveata",NA,"Portugal","Madeira","Porto Novo"," 32.658354°","-16.825739°","<600m",2017,"abril",NA,2017-04-18,2017-04-20,"Mário Boieiro e Carla Rego","Andreia Penado, Mário Boieiro e Carla Rego",0,0,0,1,NA,"Galactites tomentosa","2gether","Andreia Penado, Mário Boieiro e Carla Rego","Direct observation"
"Osmia ","niveata",NA,"Portugal","Madeira","Porto Novo"," 32.658354°","-16.825739°","<600m",2017,"abril",NA,2017-04-18,2017-04-20,"Mário Boieiro e Carla Rego","Andreia Penado, Mário Boieiro e Carla Rego",0,0,0,1,NA,"Galactites tomentosa","2gether","Andreia Penado, Mário Boieiro e Carla Rego","Direct observation"
"Andrena","maderensis",NA,"Portugal","Madeira","Ribeira Brava"," 32.674707°","-17.069572°","<1km",2017,"abril",NA,2017-04-12,2017-04-15,"Mário Boieiro e Carla Rego","Andreia Penado, Mário Boieiro e Carla Rego",0,0,0,1,NA,"Sinapidendron","2gether","Andreia Penado, Mário Boieiro e Carla Rego","Direct observation"
"Andrena","maderensis",NA,"Portugal","Madeira","Ribeira Brava"," 32.674707°","-17.069572°","<1km",2017,"abril",NA,2017-04-12,2017-04-15,"Mário Boieiro e Carla Rego","Andreia Penado, Mário Boieiro e Carla Rego",0,0,0,1,NA,"Sinapidendron","2gether","Andreia Penado, Mário Boieiro e Carla Rego","Direct observation"
"Andrena","wollastoni",NA,"Portugal","Madeira","Ribeira Brava"," 32.674707°","-17.069572°","<1km",2017,"abril",NA,2017-04-12,2017-04-15,"Mário Boieiro e Carla Rego","Andreia Penado, Mário Boieiro e Carla Rego",0,0,0,1,NA,"Euphorbia piscatoria","2gether","Andreia Penado, Mário Boieiro e Carla Rego","Direct observation"
"Andrena","wollastoni",NA,"Portugal","Madeira","Ribeira Brava"," 32.674707°","-17.069572°","<1km",2017,"abril",NA,2017-04-12,2017-04-15,"Mário Boieiro e Carla Rego","Andreia Penado, Mário Boieiro e Carla Rego",0,0,0,1,NA,"Sinapidendron","2gether","Andreia Penado, Mário Boieiro e Carla Rego","Direct observation"
"Andrena","wollastoni",NA,"Portugal","Madeira","Ribeira Brava"," 32.679232°","-17.072479°","<600m",2017,"abril",NA,2017-04-12,2017-04-15,"Mário Boieiro e Carla Rego","Andreia Penado, Mário Boieiro e Carla Rego",0,0,0,1,NA,"Raphanus","2gether","Andreia Penado, Mário Boieiro e Carla Rego","Direct observation"
"Andrena","wollastoni",NA,"Portugal","Madeira","Ribeira Brava"," 32.679232°","-17.072479°","<600m",2017,"abril",NA,2017-04-12,2017-04-15,"Mário Boieiro e Carla Rego","Andreia Penado, Mário Boieiro e Carla Rego",0,0,0,1,NA,"Fumaria","2gether","Andreia Penado, Mário Boieiro e Carla Rego","Direct observation"
"Amegilla","quadrifasciata","maderae","Portugal","Madeira","Ribeira Brava"," 32.674707°","-17.069572°","<1km",2017,"abril",NA,2017-04-12,2017-04-15,"Mário Boieiro e Carla Rego","Andreia Penado, Mário Boieiro e Carla Rego",0,0,0,1,NA,"Crepis","2gether","Andreia Penado, Mário Boieiro e Carla Rego","Direct observation"
"Amegilla","quadrifasciata","maderae","Portugal","Madeira","Ribeira Brava"," 32.674707°","-17.069572°","<1km",2017,"abril",NA,2017-04-12,2017-04-15,"Mário Boieiro e Carla Rego","Andreia Penado, Mário Boieiro e Carla Rego",0,0,0,1,NA,NA,"2gether","Andreia Penado, Mário Boieiro e Carla Rego","Direct observation"
"Amegilla","quadrifasciata","maderae","Portugal","Madeira","Ribeira Brava"," 32.679232°","-17.072479°","<600m",2017,"abril",NA,2017-04-12,2017-04-15,"Mário Boieiro e Carla Rego","Andreia Penado, Mário Boieiro e Carla Rego",0,0,0,1,NA,"Bituminaria betuminosa","2gether","Andreia Penado, Mário Boieiro e Carla Rego","Direct observation"
"Amegilla","quadrifasciata","maderae","Portugal","Madeira","Ribeira Brava"," 32.679232°","-17.072479°","<600m",2017,"abril",NA,2017-04-12,2017-04-15,"Mário Boieiro e Carla Rego","Andreia Penado, Mário Boieiro e Carla Rego",0,0,0,1,NA,"Raphanus","2gether","Andreia Penado, Mário Boieiro e Carla Rego","Direct observation"
"Bombus","terrestris",NA,"Portugal","Madeira","Ribeira Brava"," 32.679232°","-17.072479°","<600m",2017,"abril",NA,2017-04-12,2017-04-15,"Mário Boieiro e Carla Rego","Andreia Penado, Mário Boieiro e Carla Rego",0,0,0,1,NA,"Raphanus","2gether","Andreia Penado, Mário Boieiro e Carla Rego","Direct observation"
"Lasioglossum","villosulum",NA,"Portugal","Madeira","Ribeira Brava"," 32.674707°","-17.069572°","<1km",2017,"abril",NA,2017-04-12,2017-04-15,"Mário Boieiro e Carla Rego","Andreia Penado, Mário Boieiro e Carla Rego",0,0,0,1,NA,"Crepis","2gether","Andreia Penado, Mário Boieiro e Carla Rego","Direct observation"
"Lasioglossum","wollastoni",NA,"Portugal","Madeira","Ribeira Brava"," 32.674707°","-17.069572°","<1km",2017,"abril",NA,2017-04-12,2017-04-15,"Mário Boieiro e Carla Rego","Andreia Penado, Mário Boieiro e Carla Rego",0,0,0,1,NA,"Sinapidendron","2gether","Andreia Penado, Mário Boieiro e Carla Rego","Direct observation"
"Lasioglossum","wollastoni",NA,"Portugal","Madeira","Ribeira Brava"," 32.674707°","-17.069572°","<1km",2017,"abril",NA,2017-04-12,2017-04-15,"Mário Boieiro e Carla Rego","Andreia Penado, Mário Boieiro e Carla Rego",0,0,0,1,NA,NA,"2gether","Andreia Penado, Mário Boieiro e Carla Rego","Direct observation"
"Lasioglossum","wollastoni",NA,"Portugal","Madeira","Ribeira Brava"," 32.674707°","-17.069572°","<1km",2017,"abril",NA,2017-04-12,2017-04-15,"Mário Boieiro e Carla Rego","Andreia Penado, Mário Boieiro e Carla Rego",0,0,0,1,NA,"Euphorbia piscatoria","2gether","Andreia Penado, Mário Boieiro e Carla Rego","Direct observation"
"Lasioglossum","wollastoni",NA,"Portugal","Madeira","Ribeira Brava"," 32.679232°","-17.072479°","<600m",2017,"abril",NA,2017-04-12,2017-04-15,"Mário Boieiro e Carla Rego","Andreia Penado, Mário Boieiro e Carla Rego",0,0,0,1,NA,"Asteraceae","2gether","Andreia Penado, Mário Boieiro e Carla Rego","Direct observation"
"Lasioglossum","wollastoni",NA,"Portugal","Madeira","Ribeira Brava"," 32.679232°","-17.072479°","<600m",2017,"abril",NA,2017-04-12,2017-04-15,"Mário Boieiro e Carla Rego","Andreia Penado, Mário Boieiro e Carla Rego",0,0,0,1,NA,"Bidens pilosa","2gether","Andreia Penado, Mário Boieiro e Carla Rego","Direct observation"
"Lasioglossum","wollastoni",NA,"Portugal","Madeira","Ribeira Brava"," 32.674707°","-17.069572°","<1km",2017,"abril",NA,2017-04-12,2017-04-15,"Mário Boieiro e Carla Rego","Andreia Penado, Mário Boieiro e Carla Rego",0,0,0,1,NA,"Tolpis","2gether","Andreia Penado, Mário Boieiro e Carla Rego","Direct observation"
"Lasioglossum","wollastoni",NA,"Portugal","Madeira","Ribeira Brava"," 32.674707°","-17.069572°","<1km",2017,"abril",NA,2017-04-12,2017-04-15,"Mário Boieiro e Carla Rego","Andreia Penado, Mário Boieiro e Carla Rego",0,0,0,1,NA,"Sinapidendron","2gether","Andreia Penado, Mário Boieiro e Carla Rego","Direct observation"
"Lasioglossum","wollastoni",NA,"Portugal","Madeira","Ribeira Brava"," 32.674707°","-17.069572°","<1km",2017,"abril",NA,2017-04-12,2017-04-15,"Mário Boieiro e Carla Rego","Andreia Penado, Mário Boieiro e Carla Rego",0,0,0,1,NA,"Sinapidendron","2gether","Andreia Penado, Mário Boieiro e Carla Rego","Direct observation"
"Osmia","niveata",NA,"Portugal","Madeira","Ribeira Brava"," 32.679232°","-17.072479°","<600m",2017,"abril",NA,2017-04-12,2017-04-15,"Mário Boieiro e Carla Rego","Andreia Penado, Mário Boieiro e Carla Rego",0,0,0,1,NA,"Taraxacum","2gether","Andreia Penado, Mário Boieiro e Carla Rego","Direct observation"
