"Genus","Subgenus","Species","Subspecies","Country","Province","Locality","Latitude","Longitude","Coordinate.precision.(e.g..Collection.place.within.<XX.radius.of.the.provided.coordinate..For.example:.<10m;.<100m;.<1km;.<10km)","Year","Month","day","Start.date","End.Date","Collector","Determined.by","Female","Male","Worker","Not.specified","Reference.(doi)","Flowers.visited","COLLECTION","Authors.to.give.credit","Any.other.additional.data","Notes.and.queries"
"Lasioglossum",NA,"Lasioglossum subhirtum",NA,"Portugal","Aveiro","Eixo e Eirol","40.598941"," -8.543732","<1km",2019,8,1,43678,43679,"H. Gaspar","H. Gaspar",NA,1,NA,0,NA,NA,"872 FLOWerLab(UC)I9K","H. Gaspar, S. Castro & J. Loureiro",NA,"ADD AN ""A"" BEFORE COLLECTION NUMBER TO SEARCH ON https://www.inaturalist.org/observations/hugogaspar"
"Lasioglossum",NA,"Lasioglossum subhirtum???",NA,"Portugal","Leiria","Vérigo","39.942505"," -8.58152","<1km",2018,3,25,43184,43184,"H.Gaspar","H. Gaspar ",1,NA,NA,0,NA,"Chamelaucium uncinatum","208","H. Gaspar",NA,"AVAILABLE ON https://www.inaturalist.org/observations/hugogaspar"
"Lasioglossum",NA,"Lasioglossum transitorium",NA,"Portugal","Aveiro","Branca"," 40.736853"," -8.483334","<1km",2019,3,11,43535,43536,"H. Gaspar","H. Gaspar",2,NA,NA,0,NA,NA,"39,64 FLOWerLab(UC)I9K","H. Gaspar, S. Castro & J. Loureiro",NA,"ADD AN ""A"" BEFORE COLLECTION NUMBER TO SEARCH ON https://www.inaturalist.org/observations/hugogaspar"
"Lasioglossum",NA,NA,NA,"Portugal","Viana do Castelo","Ganfei"," 42.044703"," -8.632360","<1km",2019,5,20,43605,43606,"H. Gaspar","H. Gaspar",NA,1,NA,0,NA,NA,"887 FLOWerLab(UC)I9K","H. Gaspar, S. Castro & J. Loureiro",NA,"ADD AN ""A"" BEFORE COLLECTION NUMBER TO SEARCH ON https://www.inaturalist.org/observations/hugogaspar"
"Lasioglossum",NA,NA,NA,"Portugal","Leiria","São Vicente","39.844312"," -8.641976","<1km",2019,7,19,43665,43665,"H.Gaspar & P.Ferreira","H. Gaspar ",NA,1,NA,0,NA,"Lamiaceae or Poaceae","518","H. Gaspar",NA,"AVAILABLE ON https://www.inaturalist.org/observations/hugogaspar"
"Lasioglossum",NA,NA,NA,"Portugal","Leiria","Vérigo","39.942377"," -8.581483","<1km",2019,7,27,43673,43673,"H.Gaspar","H. Gaspar ",NA,1,NA,0,NA,NA,"525","H. Gaspar",NA,"AVAILABLE ON https://www.inaturalist.org/observations/hugogaspar"
"Lasioglossum",NA,NA,NA,"Portugal","Leiria","Vérigo","39.942377"," -8.581483","<1km",2019,7,27,43673,43673,"H.Gaspar","H. Gaspar ",NA,1,NA,0,NA,NA,"526","H. Gaspar",NA,"AVAILABLE ON https://www.inaturalist.org/observations/hugogaspar"
"Lasioglossum",NA,"Lasioglossum villosulum",NA,"Portugal","Aveiro","Eixo e Eirol","40.598941"," -8.543732","<1km",2019,4,2,43557,43558,"H. Gaspar","H. Gaspar",1,NA,NA,0,NA,NA,"128 FLOWerLab(UC)I9K","H. Gaspar, S. Castro & J. Loureiro",NA,"ADD AN ""A"" BEFORE COLLECTION NUMBER TO SEARCH ON https://www.inaturalist.org/observations/hugogaspar"
"Lasioglossum",NA,"Lasioglossum zonulum",NA,"Portugal","Aveiro","Espargo"," 40.918584"," -8.578067","<1km",2019,5,22,43607,43608,"H. Gaspar","T. Wood 2020",NA,1,NA,0,NA,NA,"763 FLOWerLab(UC)I9K","H. Gaspar, S. Castro & J. Loureiro",NA,"ADD AN ""A"" BEFORE COLLECTION NUMBER TO SEARCH ON https://www.inaturalist.org/observations/hugogaspar"
"Lasioglossum",NA,"Lasioglossum zonulum ",NA,"Portugal","Aveiro","Espargo"," 40.918584"," -8.578067","<1km",2019,5,22,43607,43608,"H. Gaspar","H. Gaspar",1,NA,NA,0,NA,NA,"762 FLOWerLab(UC)I9K","H. Gaspar, S. Castro & J. Loureiro",NA,"ADD AN ""A"" BEFORE COLLECTION NUMBER TO SEARCH ON https://www.inaturalist.org/observations/hugogaspar"
"Lasioglossum",NA,"Lasioglossum zonulum ",NA,"Portugal","Aveiro","Espargo"," 40.918584"," -8.578067","<1km",2019,5,1,43586,43587,"H. Gaspar","H. Gaspar",1,NA,NA,0,NA,NA,"923 FLOWerLab(UC)I9K","H. Gaspar, S. Castro & J. Loureiro",NA,"ADD AN ""A"" BEFORE COLLECTION NUMBER TO SEARCH ON https://www.inaturalist.org/observations/hugogaspar"
"Lasioglossum",NA,"Lasioglossum zonulum ",NA,"Portugal","Porto","Pedreira, Rande e Sernande"," 41.331375"," -8.226857","<1km",2019,9,9,43717,43718,"H. Gaspar","H. Gaspar",NA,1,NA,0,NA,NA,"896 FLOWerLab(UC)I9K","H. Gaspar, S. Castro & J. Loureiro",NA,"ADD AN ""A"" BEFORE COLLECTION NUMBER TO SEARCH ON https://www.inaturalist.org/observations/hugogaspar"
"Lasioglossum",NA,NA,NA,"Portugal","Aveiro","Branca"," 40.736853"," -8.483334","<1km",2019,3,11,43535,43536,"H. Gaspar","H. Gaspar",1,NA,NA,0,NA,NA,"41 FLOWerLab(UC)I9K","H. Gaspar, S. Castro & J. Loureiro",NA,"ADD AN ""A"" BEFORE COLLECTION NUMBER TO SEARCH ON https://www.inaturalist.org/observations/hugogaspar"
"Lasioglossum",NA,NA,NA,"Portugal","Leiria","Guia"," 39.943199","-8.825229","<1km",2019,5,28,43613,43614,"H. Gaspar","H. Gaspar",NA,1,NA,0,NA,NA,"394 FLOWerLab(UC)I9K","H. Gaspar, S. Castro & J. Loureiro",NA,"ADD AN ""A"" BEFORE COLLECTION NUMBER TO SEARCH ON https://www.inaturalist.org/observations/hugogaspar"
"Lasioglossum",NA,NA,NA,"Portugal","Porto","Vilar de Andorinho"," 41.100857","-8.578044","<1km",2019,5,24,43609,43610,"H. Gaspar","H. Gaspar",NA,1,NA,0,NA,NA,"527 FLOWerLab(UC)I9K","H. Gaspar, S. Castro & J. Loureiro",NA,"ADD AN ""A"" BEFORE COLLECTION NUMBER TO SEARCH ON https://www.inaturalist.org/observations/hugogaspar"
"Lasioglossum",NA,NA,NA,"Portugal","Porto","Águas Santas"," 41.217709"," -8.562080","<1km",2019,5,27,43612,43613,"H. Gaspar","H. Gaspar",1,NA,NA,0,NA,NA,"830 FLOWerLab(UC)I9K","H. Gaspar, S. Castro & J. Loureiro",NA,"ADD AN ""A"" BEFORE COLLECTION NUMBER TO SEARCH ON https://www.inaturalist.org/observations/hugogaspar"
"Megachile",NA,"Megachile albisecta",NA,"Portugal","Porto","Paredes de Viadores"," 41.133498"," -8.132800","<1km",2019,5,30,43615,43616,"H. Gaspar","H. Gaspar",NA,1,NA,0,NA,NA,"541 FLOWerLab(UC)I9K","H. Gaspar, S. Castro & J. Loureiro",NA,"ADD AN ""A"" BEFORE COLLECTION NUMBER TO SEARCH ON https://www.inaturalist.org/observations/hugogaspar"
"Megachile","Creightonella","Megachile albisecta",NA,"Portugal","Leiria","Vérigo","39.942628"," -8.581527","<1km",2018,12,31,43465,43465,"H.Gaspar","H. Gaspar ",1,NA,NA,0,NA,"HIBERNATING","348","H. Gaspar",NA,"AVAILABLE ON https://www.inaturalist.org/observations/hugogaspar"
"Megachile","Creightonella","Megachile albisecta",NA,"Portugal","Leiria","Penedos ","39.840443"," -8.645044","<1km",2019,8,11,43688,43688,"H.Gaspar & P.Ferreira","H. Gaspar ",1,NA,NA,0,NA,NA,"545","H. Gaspar",NA,"AVAILABLE ON https://www.inaturalist.org/observations/hugogaspar"
"Megachile",NA,"Megachile apicalis",NA,"Portugal","Leiria","Vérigo","39.941564"," -8.581449","<1km",2018,8,16,43328,43328,"H.Gaspar","H. Gaspar ",1,NA,NA,0,NA,"Carlina hispanica","315","H. Gaspar",NA,"AVAILABLE ON https://www.inaturalist.org/observations/hugogaspar"
"Megachile",NA,"Megachile apicalis",NA,"Portugal","Leiria","Vérigo","39.941564"," -8.581449","<1km",2018,8,17,43329,43329,"H.Gaspar","H. Gaspar ",NA,1,NA,0,NA,"Carlina hispanica","320","H. Gaspar",NA,"AVAILABLE ON https://www.inaturalist.org/observations/hugogaspar"
"Megachile",NA,"Megachile centuncularis",NA,"Portugal","Leiria","Vérigo","39.941564"," -8.581449","<1km",2018,8,22,43334,43334,"H.Gaspar","H. Gaspar ",NA,1,NA,0,NA,"Carlina hispanica","324","H. Gaspar",NA,"AVAILABLE ON https://www.inaturalist.org/observations/hugogaspar"
"Megachile",NA,"Megachile ericetorum",NA,"Portugal","Porto","Águas Santas"," 41.217709"," -8.562080","<1km",2019,5,21,43606,43607,"H. Gaspar","H. Gaspar",1,NA,NA,0,NA,NA,"638 FLOWerLab(UC)I9K","H. Gaspar, S. Castro & J. Loureiro",NA,"ADD AN ""A"" BEFORE COLLECTION NUMBER TO SEARCH ON https://www.inaturalist.org/observations/hugogaspar"
"Megachile",NA,"Megachile ericetorum",NA,"Portugal","Leiria","Guia"," 39.943199","-8.825229","<1km",2019,7,2,43648,43649,"H. Gaspar","H. Gaspar",1,NA,NA,0,NA,NA,"743 FLOWerLab(UC)I9K","H. Gaspar, S. Castro & J. Loureiro",NA,"ADD AN ""A"" BEFORE COLLECTION NUMBER TO SEARCH ON https://www.inaturalist.org/observations/hugogaspar"
"Megachile","Pseudomegachile","Megachile ericetorum",NA,"Portugal","Leiria","Vérigo","39.941564"," -8.581449","<1km",2018,8,17,43329,43329,"H.Gaspar","H. Gaspar ",NA,1,NA,0,NA,"Carlina hispanica","319","H. Gaspar",NA,"AVAILABLE ON https://www.inaturalist.org/observations/hugogaspar"
"Megachile",NA,"Megachile lagopoda",NA,"Portugal","Leiria","Vérigo","39.941564"," -8.581449","<1km",2018,8,23,43335,43335,"H.Gaspar","H. Gaspar ",NA,1,NA,0,NA,"Carlina hispanica","327","H. Gaspar",NA,"AVAILABLE ON https://www.inaturalist.org/observations/hugogaspar"
"Megachile",NA,"Megachile pyrenaica",NA,"Portugal","Leiria","Vérigo","39.941564"," -8.581449","<1km",2019,5,11,43596,43596,"H.Gaspar","H. Gaspar ",NA,1,NA,0,NA,"Carlina hispanica","464","H. Gaspar",NA,"AVAILABLE ON https://www.inaturalist.org/observations/hugogaspar"
"Megachile",NA,NA,NA,"Portugal","Leiria","Guia"," 39.943199","-8.825229","<1km",2019,5,28,43613,43614,"H. Gaspar","H. Gaspar",NA,1,NA,0,NA,NA,"357 FLOWerLab(UC)I9K","H. Gaspar, S. Castro & J. Loureiro",NA,"ADD AN ""A"" BEFORE COLLECTION NUMBER TO SEARCH ON https://www.inaturalist.org/observations/hugogaspar"
"Megachile","Chelostomoda",NA,NA,"Portugal","Porto","Vilar de Andorinho"," 41.100857","-8.578044","<1km",2019,5,24,43609,43610,"H. Gaspar","H. Gaspar",1,NA,NA,0,NA,NA,"522 FLOWerLab(UC)I9K","H. Gaspar, S. Castro & J. Loureiro",NA,"ADD AN ""A"" BEFORE COLLECTION NUMBER TO SEARCH ON https://www.inaturalist.org/observations/hugogaspar"
"Megachile","Xanthosarus",NA,NA,"Portugal","Leiria","Vérigo","39.941564"," -8.581449","<1km",2018,8,17,43329,43329,"H.Gaspar","H. Gaspar ",1,NA,NA,0,NA,"Carlina hispanica","316","H. Gaspar",NA,"AVAILABLE ON https://www.inaturalist.org/observations/hugogaspar"
"Megachile","Chalicodoma",NA,NA,"Portugal","Leiria","Vérigo","39.941755"," -8.582068","<1km",2019,4,20,43575,43575,"H.Gaspar","H. Gaspar ",1,NA,NA,0,NA,NA,"432","H. Gaspar",NA,"AVAILABLE ON https://www.inaturalist.org/observations/hugogaspar"
"Melecta",NA,"Melecta albifrons",NA,"Portugal","Leiria","Vérigo","39.941586"," -8.581546","<1km",2019,4,12,43567,43567,"H.Gaspar","H. Gaspar ",NA,1,NA,0,NA,NA,"424","H. Gaspar",NA,"AVAILABLE ON https://www.inaturalist.org/observations/hugogaspar"
"Melitta",NA,"Melitta nigricans",NA,"Portugal","Leiria","Penedos ","39.840541"," -8.64528","<1km",2019,8,11,43688,43688,"H.Gaspar & P.Ferreira","H. Gaspar ",NA,1,NA,0,NA,NA,"549","H. Gaspar",NA,"AVAILABLE ON https://www.inaturalist.org/observations/hugogaspar"
"Melitta",NA,"Melitta tricincta",NA,"Portugal","Leiria","Penedos ","39.840541"," -8.64528","<1km",2019,8,11,43688,43688,"H.Gaspar & P.Ferreira","H. Gaspar ",NA,1,NA,0,NA,NA,"547","H. Gaspar",NA,"AVAILABLE ON https://www.inaturalist.org/observations/hugogaspar"
"Nomada",NA,"Nomada bifasciata",NA,"Portugal","Coimbra","Soure","40.044428","-8.599513","<1km",2019,4,11,43566,43567,"H. Gaspar","H. Gaspar",1,NA,NA,0,NA,NA,"292 FLOWerLab(UC)I9K","H. Gaspar, S. Castro & J. Loureiro",NA,"ADD AN ""A"" BEFORE COLLECTION NUMBER TO SEARCH ON https://www.inaturalist.org/observations/hugogaspar"
"Nomada",NA,"Nomada blepharipes",NA,"Portugal","Porto","Águas Santas"," 41.217709"," -8.562080","<1km",2019,4,3,43558,43559,"H. Gaspar","H. Gaspar",1,NA,NA,0,NA,NA,"233 FLOWerLab(UC)I9K","H. Gaspar, S. Castro & J. Loureiro",NA,"ADD AN ""A"" BEFORE COLLECTION NUMBER TO SEARCH ON https://www.inaturalist.org/observations/hugogaspar"
"Nomada",NA,"Nomada distinguenda",NA,"Portugal","Aveiro","Branca"," 40.736853"," -8.483334","<1km",2019,5,26,43611,43612,"H. Gaspar","H. Gaspar",1,NA,NA,0,NA,NA,"510 FLOWerLab(UC)I9K","H. Gaspar, S. Castro & J. Loureiro",NA,"ADD AN ""A"" BEFORE COLLECTION NUMBER TO SEARCH ON https://www.inaturalist.org/observations/hugogaspar"
"Nomada",NA,"Nomada distinguenda",NA,"Portugal","Coimbra","Arazede"," 40.278669"," -8.699467","<1km",2019,5,30,43615,43616,"H. Gaspar","H. Gaspar",NA,1,NA,0,NA,NA,"811 FLOWerLab(UC)I9K","H. Gaspar, S. Castro & J. Loureiro",NA,"ADD AN ""A"" BEFORE COLLECTION NUMBER TO SEARCH ON https://www.inaturalist.org/observations/hugogaspar"
"Nomada",NA,"Nomada femoralis",NA,"Portugal","Aveiro","Silva Escura","40.794095","-8.368753","<1km",2019,4,30,43585,43586,"H. Gaspar","H. Gaspar",1,NA,NA,0,NA,NA,"247 FLOWerLab(UC)I9K","H. Gaspar, S. Castro & J. Loureiro",NA,"ADD AN ""A"" BEFORE COLLECTION NUMBER TO SEARCH ON https://www.inaturalist.org/observations/hugogaspar"
"Nomada",NA,"Nomada goodeniana",NA,"Portugal","Aveiro","Silva Escura","40.794095","-8.368753","<1km",2019,3,16,43540,43541,"H. Gaspar","H. Gaspar",1,NA,NA,0,NA,NA,"215 FLOWerLab(UC)I9K","H. Gaspar, S. Castro & J. Loureiro",NA,"ADD AN ""A"" BEFORE COLLECTION NUMBER TO SEARCH ON https://www.inaturalist.org/observations/hugogaspar"
"Nomada",NA,"Nomada goodeniana",NA,"Portugal","Leiria","São Vicente","39.844373"," -8.642065","<1km",2019,3,24,43548,43548,"H.Gaspar","H. Gaspar ",1,NA,NA,0,NA,NA,"399","H. Gaspar",NA,"AVAILABLE ON https://www.inaturalist.org/observations/hugogaspar"
"Nomada",NA,"Nomada maculicornis???",NA,"Portugal","Aveiro","Branca"," 40.736853"," -8.483334","<1km",2019,5,25,43610,43611,"H. Gaspar","H. Gaspar",1,NA,NA,0,NA,NA,"835 FLOWerLab(UC)I9K","H. Gaspar, S. Castro & J. Loureiro",NA,"ADD AN ""A"" BEFORE COLLECTION NUMBER TO SEARCH ON https://www.inaturalist.org/observations/hugogaspar"
"Nomada",NA,NA,NA,"Portugal","Porto","Paredes de Viadores"," 41.133498"," -8.132800","<1km",2019,3,13,43537,43538,"H. Gaspar","H. Gaspar",1,NA,NA,0,NA,NA,"309 FLOWerLab(UC)I9K","H. Gaspar, S. Castro & J. Loureiro",NA,"ADD AN ""A"" BEFORE COLLECTION NUMBER TO SEARCH ON https://www.inaturalist.org/observations/hugogaspar"
"Nomada",NA,NA,NA,"Portugal","Porto","Unhão e Lordelo","41.325019","-8.227021","<1km",2019,5,16,43601,43602,"H. Gaspar","H. Gaspar",1,NA,NA,0,NA,NA,"776 FLOWerLab(UC)I9K","H. Gaspar, S. Castro & J. Loureiro",NA,"ADD AN ""A"" BEFORE COLLECTION NUMBER TO SEARCH ON https://www.inaturalist.org/observations/hugogaspar"
"Nomada",NA,NA,NA,"Portugal","Viana do Castelo","Vila Fria","41.391071","-8.237358","<1km",2019,3,11,43535,43536,"H. Gaspar","H. Gaspar",1,NA,NA,0,NA,NA,"165 FLOWerLab(UC)I9K","H. Gaspar, S. Castro & J. Loureiro",NA,"ADD AN ""A"" BEFORE COLLECTION NUMBER TO SEARCH ON https://www.inaturalist.org/observations/hugogaspar"
"Nomada",NA,NA,NA,"Portugal","Aveiro","Espargo"," 40.918584"," -8.578067","<1km",2019,5,22,43607,43608,"H. Gaspar","H. Gaspar",1,NA,NA,0,NA,NA,"764 FLOWerLab(UC)I9K","H. Gaspar, S. Castro & J. Loureiro",NA,"ADD AN ""A"" BEFORE COLLECTION NUMBER TO SEARCH ON https://www.inaturalist.org/observations/hugogaspar"
"Nomada",NA,NA,NA,"Portugal","Aveiro","Eixo e Eirol","40.598941"," -8.543732","<1km",2019,8,1,43678,43679,"H. Gaspar","H. Gaspar",1,NA,NA,0,NA,NA,"870 FLOWerLab(UC)I9K","H. Gaspar, S. Castro & J. Loureiro",NA,"ADD AN ""A"" BEFORE COLLECTION NUMBER TO SEARCH ON https://www.inaturalist.org/observations/hugogaspar"
"Nomada",NA,NA,NA,"Portugal","Leiria","Vérigo","39.942649"," -8.581819","<1km",2017,4,22,42847,42847,"H.Gaspar","H. Gaspar ",1,NA,NA,0,NA,NA,"66","H. Gaspar",NA,"AVAILABLE ON https://www.inaturalist.org/observations/hugogaspar"
"Nomada",NA,NA,NA,"Portugal","Leiria","Vérigo","39.942649"," -8.581819","<1km",2017,4,22,42847,42847,"H.Gaspar","H. Gaspar ",1,NA,NA,0,NA,NA,"69","H. Gaspar",NA,"AVAILABLE ON https://www.inaturalist.org/observations/hugogaspar"
"Nomada",NA,NA,NA,"Portugal","Leiria","Vérigo","39.942639"," -8.581835","<1km",2017,6,7,42893,42893,"H.Gaspar","H. Gaspar ",1,NA,NA,0,NA,NA,"114","H. Gaspar",NA,"AVAILABLE ON https://www.inaturalist.org/observations/hugogaspar"
"Nomada",NA,NA,NA,"Portugal","Leiria","Vérigo","39.942863"," -8.581515","<1km",2019,2,19,43515,43515,"H.Gaspar","H. Gaspar ",NA,1,NA,0,NA,"Asteraceae","362","H. Gaspar",NA,"AVAILABLE ON https://www.inaturalist.org/observations/hugogaspar"
"Nomada",NA,NA,NA,"Portugal","Leiria","Vérigo","39.941766"," -8.582063","<1km",2019,3,29,43553,43553,"H.Gaspar","H. Gaspar ",NA,1,NA,0,NA,NA,"415","H. Gaspar",NA,"AVAILABLE ON https://www.inaturalist.org/observations/hugogaspar"
"Nomada",NA,NA,NA,"Portugal","Leiria","Vérigo","39.941798"," -8.581911","<1km",2019,4,22,43577,43577,"H.Gaspar","H. Gaspar ",1,NA,NA,0,NA,NA,"437","H. Gaspar",NA,"AVAILABLE ON https://www.inaturalist.org/observations/hugogaspar"
"Nomada",NA,NA,NA,"Portugal","Leiria","Vérigo","39.950085"," -8.581104","<1km",2019,5,12,43597,43597,"H.Gaspar","H. Gaspar ",1,NA,NA,0,NA,"Thymus sp. ","466","H. Gaspar",NA,"AVAILABLE ON https://www.inaturalist.org/observations/hugogaspar"
"Nomada",NA,NA,NA,"Portugal","Leiria","São Vicente","39.84425"," -8.642018","<1km",2019,7,19,43665,43665,"H.Gaspar & P.Ferreira","H. Gaspar ",1,NA,NA,0,NA,"Lamiaceae or Poaceae","507","H. Gaspar",NA,"AVAILABLE ON https://www.inaturalist.org/observations/hugogaspar"
"Nomada",NA,NA,NA,"Portugal","Leiria","São Vicente","39.84425"," -8.642018","<1km",2019,7,19,43665,43665,"H.Gaspar & P.Ferreira","H. Gaspar ",NA,1,NA,0,NA,"Lamiaceae or Poaceae","512","H. Gaspar",NA,"AVAILABLE ON https://www.inaturalist.org/observations/hugogaspar"
"Osmia",NA,"Osmia andrenoides",NA,"Portugal","Leiria","São Vicente","39.844312"," -8.641976","<1km",2019,7,19,43665,43665,"H.Gaspar & P.Ferreira","H. Gaspar ",NA,1,NA,0,NA,"Lamiaceae or Poaceae","511","H. Gaspar",NA,"AVAILABLE ON https://www.inaturalist.org/observations/hugogaspar"
"Osmia",NA,"Osmia bicornis ",NA,"Portugal","Leiria","Vérigo","39.942505"," -8.58152","<1km",2019,3,29,43553,43553,"H.Gaspar","H. Gaspar ",1,NA,NA,0,NA,"Chamelaucium uncinatum","405","H. Gaspar",NA,"AVAILABLE ON https://www.inaturalist.org/observations/hugogaspar"
"Osmia",NA,"Osmia brevicornis",NA,"Portugal","Leiria","Vérigo","39.949446"," -8.576878","<1km",2018,5,10,43230,43230,"H.Gaspar","H. Gaspar ",NA,1,NA,0,NA,"Cistus sp.?","264","H. Gaspar",NA,"AVAILABLE ON https://www.inaturalist.org/observations/hugogaspar"
"Osmia",NA,"Osmia caerulescens",NA,"Portugal","Aveiro","Troviscal","40.502184","-8.557398","<1km",2019,5,3,43588,43589,"H. Gaspar","H. Gaspar",1,NA,NA,0,NA,NA,"913 FLOWerLab(UC)I9K","H. Gaspar, S. Castro & J. Loureiro",NA,"ADD AN ""A"" BEFORE COLLECTION NUMBER TO SEARCH ON https://www.inaturalist.org/observations/hugogaspar"
"Osmia",NA,"Osmia ligurica",NA,"Portugal","Aveiro","Troviscal","40.502184","-8.557398","<1km",2019,5,4,43589,43590,"H. Gaspar","H. Gaspar",NA,1,NA,0,NA,NA,"915 FLOWerLab(UC)I9K","H. Gaspar, S. Castro & J. Loureiro",NA,"ADD AN ""A"" BEFORE COLLECTION NUMBER TO SEARCH ON https://www.inaturalist.org/observations/hugogaspar"
"Osmia",NA,"Osmia rufohirta",NA,"Portugal","Coimbra","Arazede"," 40.278669"," -8.699467","<1km",2019,5,29,43614,43615,"H. Gaspar","H. Gaspar",1,NA,NA,0,NA,NA,"580 FLOWerLab(UC)I9K","H. Gaspar, S. Castro & J. Loureiro",NA,"ADD AN ""A"" BEFORE COLLECTION NUMBER TO SEARCH ON https://www.inaturalist.org/observations/hugogaspar"
"Panurginus",NA,"Panurginus albopilosus ",NA,"Portugal","Leiria","Vérigo","39.942557","-8.581541","<1km",2018,7,15,43296,43296,"H.Gaspar","H. Gaspar ",NA,1,NA,0,NA,NA,"286","H. Gaspar",NA,"AVAILABLE ON https://www.inaturalist.org/observations/hugogaspar"
"Panurgus",NA,"Panurgus canescens",NA,"Portugal","Leiria","Vérigo","39.942237","-8.581661","<1km",2019,6,29,43645,43645,"H.Gaspar","H. Gaspar ",1,NA,NA,0,NA,NA,"496","H. Gaspar",NA,"AVAILABLE ON https://www.inaturalist.org/observations/hugogaspar"
"Panurgus",NA,"Panurgus cephalotes",NA,"Portugal","Aveiro","Silva Escura","40.794095","-8.368753","<1km",2019,8,18,43695,43696,"H. Gaspar","H. Gaspar",2,NA,NA,0,NA,NA,"720,721 FLOWerLab(UC)I9K","H. Gaspar, S. Castro & J. Loureiro",NA,"ADD AN ""A"" BEFORE COLLECTION NUMBER TO SEARCH ON https://www.inaturalist.org/observations/hugogaspar"
"Panurgus",NA,"Panurgus cephalotes",NA,"Portugal","Leiria","Vérigo","39.942424","-8.581977","<1km",2019,7,19,43665,43665,"H.Gaspar","H. Gaspar ",1,NA,NA,0,NA,"Andryala integrifolia","483","H. Gaspar",NA,"AVAILABLE ON https://www.inaturalist.org/observations/hugogaspar"
"Panurgus",NA,"Panurgus perezi",NA,"Portugal","Coimbra","Arazede"," 40.278669"," -8.699467","<1km",2019,8,1,43678,43679,"H. Gaspar","H. Gaspar",NA,1,NA,0,NA,NA,"798 FLOWerLab(UC)I9K","H. Gaspar, S. Castro & J. Loureiro",NA,"ADD AN ""A"" BEFORE COLLECTION NUMBER TO SEARCH ON https://www.inaturalist.org/observations/hugogaspar"
"Panurgus",NA,"Panurgus perezi",NA,"Portugal","Aveiro","Eixo e Eirol","40.598941"," -8.543732","<1km",2019,7,5,43651,43652,"H. Gaspar","H. Gaspar",NA,1,NA,0,NA,NA,"863 FLOWerLab(UC)I9K","H. Gaspar, S. Castro & J. Loureiro",NA,"ADD AN ""A"" BEFORE COLLECTION NUMBER TO SEARCH ON https://www.inaturalist.org/observations/hugogaspar"
"Panurgus",NA,"Panurgus perezi",NA,"Portugal","Aveiro","Silva Escura","40.794095","-8.368753","<1km",2019,8,18,43695,43696,"H. Gaspar","H. Gaspar",1,NA,NA,0,NA,NA,"722 FLOWerLab(UC)I9K","H. Gaspar, S. Castro & J. Loureiro",NA,"ADD AN ""A"" BEFORE COLLECTION NUMBER TO SEARCH ON https://www.inaturalist.org/observations/hugogaspar"
"Rhodanthidium",NA,"Rhodanthidium sticticum",NA,"Portugal","Leiria","Vérigo","39.941849"," -8.582017","<1km",2017,4,29,42854,42854,"H.Gaspar","H. Gaspar ",1,NA,NA,0,NA,NA,"92","H. Gaspar",NA,"AVAILABLE ON https://www.inaturalist.org/observations/hugogaspar"
"Sphecodes",NA,"ferruginatus or croaticus",NA,"Portugal","Leiria","São Vicente","39.844312"," -8.641976","<1km",2019,7,19,43665,43665,"H.Gaspar & P.Ferreira","H. Gaspar ",NA,1,NA,0,NA,"Lamiaceae or Poaceae","516","H. Gaspar",NA,"AVAILABLE ON https://www.inaturalist.org/observations/hugogaspar"
"Sphecodes",NA,"Sphecodes crassanus???",NA,"Portugal","Aveiro","Eixo e Eirol","40.598941"," -8.543732","<1km",2019,3,11,43535,43536,"H. Gaspar","H. Gaspar",NA,1,NA,0,NA,NA,"149 FLOWerLab(UC)I9K","H. Gaspar, S. Castro & J. Loureiro",NA,"ADD AN ""A"" BEFORE COLLECTION NUMBER TO SEARCH ON https://www.inaturalist.org/observations/hugogaspar"
"Sphecodes",NA,"Sphecodes crassanus???",NA,"Portugal","Coimbra","Arazede"," 40.278669"," -8.699467","<1km",2019,5,29,43614,43615,"H. Gaspar","H. Gaspar",NA,1,NA,0,NA,NA,"583 FLOWerLab(UC)I9K","H. Gaspar, S. Castro & J. Loureiro",NA,"ADD AN ""A"" BEFORE COLLECTION NUMBER TO SEARCH ON https://www.inaturalist.org/observations/hugogaspar"
"Sphecodes",NA,"Sphecodes croaticus",NA,"Portugal","Coimbra","Arazede"," 40.278669"," -8.699467","<1km",2019,5,29,43614,43615,"H. Gaspar","H. Gaspar",NA,1,NA,0,NA,NA,"582 FLOWerLab(UC)I9K","H. Gaspar, S. Castro & J. Loureiro",NA,"ADD AN ""A"" BEFORE COLLECTION NUMBER TO SEARCH ON https://www.inaturalist.org/observations/hugogaspar"
"Sphecodes",NA,"Sphecodes ephippius",NA,"Portugal","Leiria","Vérigo","39.941705"," -8.581713","<1km",2019,4,12,43567,43567,"H.Gaspar","H. Gaspar ",1,NA,NA,0,NA,NA,"420","H. Gaspar",NA,"AVAILABLE ON https://www.inaturalist.org/observations/hugogaspar"
"Sphecodes",NA,"Sphecodes longulus",NA,"Portugal","Porto","Unhão e Lordelo","41.325019","-8.227021","<1km",2019,7,1,43647,43648,"H. Gaspar","H. Gaspar",1,NA,NA,0,NA,NA,"890 FLOWerLab(UC)I9K","H. Gaspar, S. Castro & J. Loureiro",NA,"ADD AN ""A"" BEFORE COLLECTION NUMBER TO SEARCH ON https://www.inaturalist.org/observations/hugogaspar"
