"Genus","Subgenus","Species","Subspecies","Country","Province","Locality","Latitude","Longitude","Coordinate.precision","Year","Month","Day","Start.date","End.date","Collector","Determined.by","Female","Male","Worker","Not.specified","Reference.doi","Flowers.visited","Local_ID","Authors.to.give.credit","Any.other.additional.data","Notes.and.queries","uid","rm","original_species","accepted_name"
"Lasioglossum",NA,"arctifrons",NA,"Spain","Canary Islands","LaOrotavaCaadaBlancaPNTeide",28.2418,-16.57987,NA,1996,NA,NA,"","7/4/1996","GIET","Francisco La Roche",0,0,0,1,"GBIF,2015","","","Compiled by T. Wood","","; ; ; ","Wood_etal21516","Remove","Lasioglossum arctifrons","Remove"
"Lasioglossum",NA,"arctifrons",NA,"Spain","Canary Islands","LaOrotavaCaadadeDiegoHernndezPNTei204019960704GIETFranciscoLaRocheGBIF2015ULL",28.2418,-16.57987,NA,NA,NA,NA,"","//","","",0,0,0,1,"","","","Compiled by T. Wood","","; ; ; ","Wood_etal41918","Remove","Lasioglossum arctifrons","Remove"
"Lasioglossum",NA,"chalcodes","calderae","Spain","Canary Islands","LaPalmaIslade",28.67084,-17.9162,NA,1986,NA,NA,"","2/14/1986","","PAULY A",0,3,0,1,"Ebmer 1993","","","Compiled by T. Wood","","; ; ; ","Wood_etal16728","Remove","Lasioglossum chalcodes","Remove"
"Lasioglossum",NA,"chalcodes","chalcodes","Spain","Canary Islands","TenerifeIslade",28.33204,-16.58121,NA,NA,NA,NA,"","//","","PAULY A",0,0,0,1,"Ebmer 1993","","","Compiled by T. Wood","","; ; ; ","Wood_etal42080","Remove","Lasioglossum chalcodes","Remove"
"Lasioglossum",NA,"chalcodes","gomera","Spain","Canary Islands","LaGomeraisladela",28.14476,-17.08751,NA,NA,NA,NA,"","//","","PAULY A",0,1,0,1,"Ebmer 1993","","","Compiled by T. Wood","","; ; ; ","Wood_etal42082","Remove","Lasioglossum chalcodes","Remove"
"Lasioglossum",NA,"chalcodes","canariense","Spain","Canary Islands","Teror",28.06925,-15.55974,NA,1985,NA,NA,"","3/10/1985","","PAULY A",1,0,0,1,"Ebmer 1993","","","Compiled by T. Wood","","; ; ; ","Wood_etal16272","Remove","Lasioglossum chalcodes","Remove"
"Lasioglossum",NA,"chalcodes","canariense","Spain","Canary Islands","GranCanariaIslade",27.97898,-15.55927,NA,1983,NA,NA,"","3/30/1983","","PAULY A",1,0,0,1,"Ebmer 1993","","","Compiled by T. Wood","","; ; ; ","Wood_etal15117","Remove","Lasioglossum chalcodes","Remove"
"Lasioglossum",NA,"chalcodes","canariense","Spain","Canary Islands","Teror",28.06925,-15.55974,NA,1986,NA,NA,"","12/7/1986","","PAULY A",4,0,0,1,"Ebmer 1993","","","Compiled by T. Wood","","; ; ; ","Wood_etal17054","Remove","Lasioglossum chalcodes","Remove"
"Lasioglossum",NA,"chalcodes","canariense","Spain","Canary Islands","Teror",28.06925,-15.55974,NA,1986,NA,NA,"","12/8/1986","","PAULY A",2,0,0,1,"Ebmer 1993","","","Compiled by T. Wood","","; ; ; ","Wood_etal17056","Remove","Lasioglossum chalcodes","Remove"
"Lasioglossum",NA,"chalcodes","canariense","Spain","Canary Islands","GranCanariaIslade",27.97898,-15.55927,NA,1987,NA,NA,"","4/3/1987","","PAULY A",0,1,0,1,"Ebmer 1993","","","Compiled by T. Wood","","; ; ; ","Wood_etal17185","Remove","Lasioglossum chalcodes","Remove"
"Lasioglossum",NA,"chalcodes","canariense","Spain","Canary Islands","Teror",28.06925,-15.55974,NA,1986,NA,NA,"","12/7/1986","","PAULY A",0,1,0,1,"Ebmer 1993","","","Compiled by T. Wood","","; ; ; ","Wood_etal17055","Remove","Lasioglossum chalcodes","Remove"
"Lasioglossum",NA,"chalcodes","canariense","Spain","Canary Islands","GranCanariaIslade",27.97898,-15.55927,NA,1983,NA,NA,"","12/29/1983","","PAULY A",0,1,0,1,"Ebmer 1993","","","Compiled by T. Wood","","; ; ; ","Wood_etal15557","Remove","Lasioglossum chalcodes","Remove"
"Lasioglossum",NA,"chalcodes","chalcodes","Spain","Canary Islands","Hierro",27.76714,-17.97124,NA,NA,NA,NA,"","//","","PAULY A",0,2,0,1,"Ebmer 1993","","","Compiled by T. Wood","","; ; ; ","Wood_etal42079","Remove","Lasioglossum chalcodes","Remove"
"Lasioglossum",NA,"chalcodes","gomera","Spain","Canary Islands","LaGomeraisladela",28.14476,-17.08751,NA,NA,NA,NA,"","//","","PAULY A",1,0,0,1,"Ebmer 1993","","","Compiled by T. Wood","","; ; ; ","Wood_etal42081","Remove","Lasioglossum chalcodes","Remove"
"Lasioglossum",NA,"chalcodes","canariense","Spain","Canary Islands","Teror",28.06925,-15.55974,NA,1986,NA,NA,"","12/8/1986","","PAULY A",0,5,0,1,"Ebmer 1993","","","Compiled by T. Wood","","; ; ; ","Wood_etal17057","Remove","Lasioglossum chalcodes","Remove"
"Lasioglossum",NA,"immaculatum",NA,NA,NA,"Guia",37.129586,-8.299625,NA,2009,3,12,NA,NA,"David W. Baldock","David W. Baldock",1,0,0,1,NA,NA,NA,NA,"Gbif/iNat",NA,"Internet3106","Remove","Lasioglossum immaculatum","Remove"
"Lasioglossum",NA,"laetum",NA,"Spain","Canary Islands","Gimar",28.33425,-16.37723,NA,1904,NA,NA,"","3/21/1904","","PAULY A",1,0,0,1,"","","","Compiled by T. Wood","","; BMNH; ; ","Wood_etal1094","Remove","Lasioglossum laetum","Remove"
"Lasioglossum",NA,"laetum",NA,"Spain","Canary Islands","Adeje",28.15036,-16.68036,NA,1950,NA,NA,"","2/24/1950","","PAULY A",1,0,0,1,"","","","Compiled by T. Wood","","; RNHL; ; ","Wood_etal2915","Remove","Lasioglossum laetum","Remove"
"Lasioglossum",NA,"laetum",NA,"Spain","Canary Islands","BermejaMontaa",28.2418,-16.57987,NA,1973,NA,NA,"","5/8/1973","","PAULY A",2,0,0,1,"","","","Compiled by T. Wood","","; FSAGX; ; ","Wood_etal9738","Remove","Lasioglossum laetum","Remove"
"Lasioglossum",NA,"laetum",NA,"Spain","Canary Islands","LaEsperanza",28.42449,-16.3784,NA,1964,NA,NA,"","5/26/1964","","PAULY A",0,4,0,1,"","","","Compiled by T. Wood","","; BMNH; ; ","Wood_etal5535","Remove","Lasioglossum laetum","Remove"
"Lasioglossum",NA,"laetum",NA,"Spain","Canary Islands","Hara",29.14528,-13.50929,NA,1964,NA,NA,"","05/00/1964","","PAULY A",1,0,0,1,"","","","Compiled by T. Wood","","; BMNH; ; ","Wood_etal33454","Remove","Lasioglossum laetum","Remove"
"Lasioglossum",NA,"laetum",NA,"Spain","Canary Islands","LaEsperanza",28.42449,-16.3784,NA,1966,NA,NA,"","7/1/1966","","PAULY A",10,0,0,1,"","","","Compiled by T. Wood","","; BMNH; ; ","Wood_etal6162","Remove","Lasioglossum laetum","Remove"
"Lasioglossum",NA,"laetum",NA,"Spain","Canary Islands","Betancura",28.42801,-14.02996,NA,1964,NA,NA,"","05/00/1964","","PAULY A",0,1,0,1,"","","","Compiled by T. Wood","","; BMNH; ; ","Wood_etal33453","Remove","Lasioglossum laetum","Remove"
"Lasioglossum",NA,"laetum",NA,"Spain","Canary Islands","LaOrotavaMalpasdelSanatorioPNTeide",28.2418,-16.57987,NA,1996,NA,NA,"","7/17/1996","GIET","Francisco La Roche",0,0,0,1,"GBIF,2015","","","Compiled by T. Wood","","; ; ; ","Wood_etal21538","Remove","Lasioglossum laetum","Remove"
"Lasioglossum",NA,"laetum",NA,"Spain","Canary Islands","PuertodelRosario",28.51665,-13.82477,NA,1964,NA,NA,"","4/30/1964","","PAULY A",1,0,0,1,"","","","Compiled by T. Wood","","; BMNH; ; ","Wood_etal5485","Remove","Lasioglossum laetum","Remove"
"Lasioglossum",NA,"laetum",NA,"Spain","Canary Islands","LaOrotavaMalpasdelSanatorioPNTeide",28.2418,-16.57987,NA,1996,NA,NA,"","7/17/1996","GIET","Francisco La Roche",0,0,0,1,"GBIF,2015","","","Compiled by T. Wood","","; ; ; ","Wood_etal21536","Remove","Lasioglossum laetum","Remove"
"Lasioglossum",NA,"laetum",NA,"Spain","Canary Islands","Sabinosa",27.7693,-18.10821,NA,1966,NA,NA,"","7/30/1966","","PAULY A",1,0,0,1,"","","","Compiled by T. Wood","","; BMNH; ; ","Wood_etal6273","Remove","Lasioglossum laetum","Remove"
"Lasioglossum",NA,"laetum",NA,"Spain","Canary Islands","Gimar",28.33425,-16.37723,NA,1904,NA,NA,"","3/26/1904","","PAULY A",2,0,0,1,"","","","Compiled by T. Wood","","; MNHNP; ; ","Wood_etal1095","Remove","Lasioglossum laetum","Remove"
"Lasioglossum",NA,"laetum",NA,"Spain","Canary Islands","VerdeMonte",28.58069,-17.91371,NA,1973,NA,NA,"","5/8/1973","","PAULY A",2,0,0,1,"","","","Compiled by T. Wood","","; FSAGX; ; ","Wood_etal9739","Remove","Lasioglossum laetum","Remove"
"Lasioglossum",NA,"laetum",NA,"Spain","Canary Islands","LaOrotavaCaadadeDiegoHernndezPNTei204019960704GIETFranciscoLaRocheGBIF2015ULL",28.2418,-16.57987,NA,NA,NA,NA,"","//","","",0,0,0,1,"","","","Compiled by T. Wood","","; ; ; ","Wood_etal42237","Remove","Lasioglossum laetum","Remove"
"Lasioglossum",NA,"laetum",NA,"Spain","Canary Islands","GranReyValle",28.1415,-17.29105,NA,1971,NA,NA,"","4/16/1971","","PAULY A",5,0,0,1,"Ebmer 1972","","","Compiled by T. Wood","","; ; ; ","Wood_etal8695","Remove","Lasioglossum laetum","Remove"
"Lasioglossum",NA,"laetum",NA,"Spain","Canary Islands","Teguise",29.05505,-13.51059,NA,1968,NA,NA,"","2/25/1968","","PAULY A",1,0,0,1,"","","","Compiled by T. Wood","","; ZMA; ; ","Wood_etal6898","Remove","Lasioglossum laetum","Remove"
"Lasioglossum",NA,"laetum",NA,"Spain","Canary Islands","PicodeIngles",28.51665,-16.17523,NA,1966,NA,NA,"","8/13/1966","","PAULY A",1,0,0,1,"","","","Compiled by T. Wood","","; ZMA; ; ","Wood_etal6310","Remove","Lasioglossum laetum","Remove"
"Lasioglossum",NA,"laetum",NA,"Spain","Canary Islands","Maspalomas",27.70817,-15.55788,NA,1966,NA,NA,"","6/17/1966","","PAULY A",0,2,0,1,"","","","Compiled by T. Wood","","; BMNH; ; ","Wood_etal6142","Remove","Lasioglossum laetum","Remove"
"Lasioglossum",NA,"laetum",NA,"Spain","Canary Islands","Frontera",27.76714,-17.97124,NA,1968,NA,NA,"","7/28/1968","","PAULY A",1,0,0,1,"","","","Compiled by T. Wood","","; BMNH; ; ","Wood_etal7190","Remove","Lasioglossum laetum","Remove"
"Lasioglossum",NA,"laetum",NA,"Spain","Canary Islands","VerdeMonte",28.58069,-17.91371,NA,1973,NA,NA,"","5/8/1973","","PAULY A",0,1,0,1,"","","","Compiled by T. Wood","","; FSAGX; ; ","Wood_etal9740","Remove","Lasioglossum laetum","Remove"
"Lasioglossum",NA,"laetum",NA,"Spain","Canary Islands","Frontera",27.76714,-17.97124,NA,1950,NA,NA,"","8/23/1950","","PAULY A",0,1,0,1,"","","","Compiled by T. Wood","","; RNHL; ; ","Wood_etal2978","Remove","Lasioglossum laetum","Remove"
"Lasioglossum",NA,"laetum",NA,"Spain","Canary Islands","LaEsperanza",28.42449,-16.3784,NA,1964,NA,NA,"","5/26/1964","","PAULY A",1,0,0,1,"","","","Compiled by T. Wood","","; BMNH; ; ","Wood_etal5533","Remove","Lasioglossum laetum","Remove"
"Lasioglossum",NA,"laetum",NA,"Spain","Canary Islands","TenerifeIslade",28.33204,-16.58121,NA,1973,NA,NA,"","5/11/1973","","PAULY A",0,1,0,1,"","","","Compiled by T. Wood","","; FSAGX; ; ","Wood_etal9757","Remove","Lasioglossum laetum","Remove"
"Lasioglossum",NA,"laetum",NA,"Spain","Canary Islands","LaPalmaIslade",28.67084,-17.9162,NA,1966,NA,NA,"","7/23/1966","","PAULY A",1,0,0,1,"","","","Compiled by T. Wood","","; BMNH; ; ","Wood_etal6270","Remove","Lasioglossum laetum","Remove"
"Lasioglossum",NA,"laetum",NA,"Spain","Canary Islands","ChipudeForest",28.1415,-17.29105,NA,1966,NA,NA,"","8/4/1966","","PAULY A",0,7,0,1,"","","","Compiled by T. Wood","","; BMNH; ; ","Wood_etal6294","Remove","Lasioglossum laetum","Remove"
"Lasioglossum",NA,"laetum",NA,"Spain","Canary Islands","PuertodelaCruz",28.42227,-16.58255,NA,1964,NA,NA,"","05/00/1964","","PAULY A",0,1,0,1,"","","","Compiled by T. Wood","","; BMNH; ; ","Wood_etal33457","Remove","Lasioglossum laetum","Remove"
"Lasioglossum",NA,"laetum",NA,"Spain","Canary Islands","LasCaadas",28.33425,-16.37723,NA,1964,NA,NA,"","5/31/1964","","PAULY A",1,0,0,1,"","","","Compiled by T. Wood","","; BMNH; ; ","Wood_etal5541","Remove","Lasioglossum laetum","Remove"
"Lasioglossum",NA,"laetum",NA,"Spain","Canary Islands","Orotava",28.76525,-17.71408,NA,1902,NA,NA,"","3/24/1902","","PAULY A",1,0,0,1,"","","","Compiled by T. Wood","","; BMNH; ; ","Wood_etal1045","Remove","Lasioglossum laetum","Remove"
"Lasioglossum",NA,"laetum",NA,"Spain","Canary Islands","Tahiche",28.96482,-13.51189,NA,1964,NA,NA,"","5/23/1964","","PAULY A",2,0,0,1,"","","","Compiled by T. Wood","","; BMNH; ; ","Wood_etal5530","Remove","Lasioglossum laetum","Remove"
"Lasioglossum",NA,"laetum",NA,"Spain","Canary Islands","Orotava",28.76525,-17.71408,NA,1909,NA,NA,"","11/30/1908","","PAULY A",0,1,0,1,"","","","Compiled by T. Wood","","; BMNH; ; ","Wood_etal32907","Remove","Lasioglossum laetum","Remove"
"Lasioglossum",NA,"laetum",NA,"Spain","Canary Islands","ParadordeTeide",28.2418,-16.57987,NA,1966,NA,NA,"","07/00/1966","","PAULY A",0,1,0,1,"","","","Compiled by T. Wood","","; BMNH; ; ","Wood_etal33494","Remove","Lasioglossum laetum","Remove"
"Lasioglossum",NA,"laetum",NA,"Spain","Canary Islands","ParadordeTeide",28.2418,-16.57987,NA,1966,NA,NA,"","07/00/1966","","PAULY A",1,0,0,1,"","","","Compiled by T. Wood","","; BMNH; ; ","Wood_etal33493","Remove","Lasioglossum laetum","Remove"
"Lasioglossum",NA,"laetum",NA,"Spain","Canary Islands","LasMercedes",28.51573,-16.2774,NA,1966,NA,NA,"","07/00/1966","","PAULY A",15,0,0,1,"","","","Compiled by T. Wood","","; BMNH; ; ","Wood_etal33491","Remove","Lasioglossum laetum","Remove"
"Lasioglossum",NA,"laetum",NA,"Spain","Canary Islands","AricoBocaTauceEscobonaldePNTeide",28.24059,-16.68177,NA,1996,NA,NA,"","5/23/1996","GIET","Francisco La Roche",0,0,0,1,"GBIF,2015","","","Compiled by T. Wood","","; ; ; ","Wood_etal21474","Remove","Lasioglossum laetum","Remove"
"Lasioglossum",NA,"laetum",NA,"Spain","Canary Islands","PuertodelaCruz",28.42227,-16.58255,NA,1950,NA,NA,"","2/19/1950","","PAULY A",1,0,0,1,"","","","Compiled by T. Wood","","; RNHL; ; ","Wood_etal2912","Remove","Lasioglossum laetum","Remove"
"Lasioglossum",NA,"laetum",NA,"Spain","Canary Islands","FaabeBarrancode",28.06012,-16.67895,NA,1970,NA,NA,"","7/20/1970","","PAULY A",1,0,0,1,"","","","Compiled by T. Wood","","; MNHNP; ; ","Wood_etal8284","Remove","Lasioglossum laetum","Remove"
"Lasioglossum",NA,"laetum",NA,"Spain","Canary Islands","SanJuandelaRamblaMontaaNegraMontaa197019960629GIETFranciscoLaRocheGBIF2015ULL",28.33204,-16.58121,NA,NA,NA,NA,"","//","","",0,0,0,1,"","","","Compiled by T. Wood","","; ; ; ","Wood_etal42239","Remove","Lasioglossum laetum","Remove"
"Lasioglossum",NA,"laetum",NA,"Spain","Canary Islands","SanJuandelaRamblaRiscosdeLaFortalezaPN196019960629GIETFranciscoLaRocheGBIF2015ULL",28.33204,-16.58121,NA,NA,NA,NA,"","//","","",0,0,0,1,"","","","Compiled by T. Wood","","; ; ; ","Wood_etal42241","Remove","Lasioglossum laetum","Remove"
"Lasioglossum",NA,"laetum",NA,"Spain","Canary Islands","LaOrotavaMalpasdelSanatorioPNTeide",28.2418,-16.57987,NA,1996,NA,NA,"","7/17/1996","GIET","Francisco La Roche",0,0,0,1,"GBIF,2015","","","Compiled by T. Wood","","; ; ; ","Wood_etal21537","Remove","Lasioglossum laetum","Remove"
"Lasioglossum",NA,"laetum",NA,"Spain","Canary Islands","LaIsleta",28.15989,-15.45835,NA,1964,NA,NA,"","06/00/1964","","PAULY A",0,2,0,1,"","","","Compiled by T. Wood","","; BMNH; ; ","Wood_etal33459","Remove","Lasioglossum laetum","Remove"
"Lasioglossum",NA,"laetum",NA,"Spain","Canary Islands","AricoBocaTauceEscobonaldePNTeide",28.24059,-16.68177,NA,1996,NA,NA,"","8/17/1996","GIET","Francisco La Roche",0,0,0,1,"GBIF,2015","","","Compiled by T. Wood","","; ; ; ","Wood_etal21606","Remove","Lasioglossum laetum","Remove"
"Lasioglossum",NA,"laetum",NA,"Spain","Canary Islands","LaEsperanza",28.42449,-16.3784,NA,1966,NA,NA,"","7/1/1966","","PAULY A",0,2,0,1,"","","","Compiled by T. Wood","","; BMNH; ; ","Wood_etal6164","Remove","Lasioglossum laetum","Remove"
"Lasioglossum",NA,"laetum",NA,"Spain","Canary Islands","LaEsperanza",28.42449,-16.3784,NA,1964,NA,NA,"","5/26/1964","","PAULY A",1,0,0,1,"","","","Compiled by T. Wood","","; BMNH; ; ","Wood_etal5534","Remove","Lasioglossum laetum","Remove"
"Lasioglossum",NA,"laetum",NA,"Spain","Canary Islands","Tahiche",28.96482,-13.51189,NA,1964,NA,NA,"","5/23/1964","","PAULY A",0,3,0,1,"","","","Compiled by T. Wood","","; BMNH; ; ","Wood_etal5531","Remove","Lasioglossum laetum","Remove"
"Lasioglossum",NA,"laetum",NA,"Spain","Canary Islands","LasCaadas",28.33425,-16.37723,NA,1946,NA,NA,"","8/11/1946","","PAULY A",0,1,0,1,"","","","Compiled by T. Wood","","; ZMA; ; ","Wood_etal2747","Remove","Lasioglossum laetum","Remove"
"Lasioglossum",NA,"laetum",NA,"Spain","Canary Islands","CruzdeTejeda",27.97898,-15.55927,NA,1966,NA,NA,"","06/00/1966","","PAULY A",1,0,0,1,"","","","Compiled by T. Wood","","; BMNH; ; ","Wood_etal33487","Remove","Lasioglossum laetum","Remove"
"Lasioglossum",NA,"laetum",NA,"Spain","Canary Islands","LasPalmas",28.06963,-15.45797,NA,1903,NA,NA,"","4/24/1903","","PAULY A",0,1,0,1,"","","","Compiled by T. Wood","","; MNHNP; ; ","Wood_etal1081","Remove","Lasioglossum laetum","Remove"
"Lasioglossum",NA,"laetum",NA,"Spain","Canary Islands","Gimar",28.33425,-16.37723,NA,1968,NA,NA,"","4/2/1968","","PAULY A",0,2,0,1,"","","","Compiled by T. Wood","","; ZMA; ; ","Wood_etal6922","Remove","Lasioglossum laetum","Remove"
"Lasioglossum",NA,"laetum",NA,"Spain","Canary Islands","PuertodelaCruz",28.42227,-16.58255,NA,1973,NA,NA,"","5/12/1973","","PAULY A",0,3,0,1,"","","","Compiled by T. Wood","","; FSAGX; ; ","Wood_etal9758","Remove","Lasioglossum laetum","Remove"
"Lasioglossum",NA,"laetum",NA,"Spain","Canary Islands","Tafira",28.06963,-15.45797,NA,1903,NA,NA,"","4/14/1903","","PAULY A",1,0,0,1,"","","","Compiled by T. Wood","","; MNHNP; ; ","Wood_etal1080","Remove","Lasioglossum laetum","Remove"
"Lasioglossum",NA,"laetum",NA,"Spain","Canary Islands","LasCaadas",28.33425,-16.37723,NA,1964,NA,NA,"","5/31/1964","","PAULY A",3,0,0,1,"","","","Compiled by T. Wood","","; BMNH; ; ","Wood_etal5542","Remove","Lasioglossum laetum","Remove"
"Lasioglossum",NA,"laetum",NA,"Spain","Canary Islands","Sabinosa",27.7693,-18.10821,NA,1966,NA,NA,"","7/30/1966","","PAULY A",0,1,0,1,"","","","Compiled by T. Wood","","; BMNH; ; ","Wood_etal6274","Remove","Lasioglossum laetum","Remove"
"Lasioglossum",NA,"laetum",NA,"Spain","Canary Islands","LaEsperanza",28.42449,-16.3784,NA,1966,NA,NA,"","7/1/1966","","PAULY A",5,0,0,1,"","","","Compiled by T. Wood","","; BMNH; ; ","Wood_etal6161","Remove","Lasioglossum laetum","Remove"
"Lasioglossum",NA,"laetum",NA,"Spain","Canary Islands","GranReyValle",28.1415,-17.29105,NA,1971,NA,NA,"","4/16/1971","","PAULY A",0,1,0,1,"Ebmer 1972","","","Compiled by T. Wood","","; ; ; ","Wood_etal8696","Remove","Lasioglossum laetum","Remove"
"Lasioglossum",NA,"laetum",NA,"Spain","Canary Islands","SanAndrsySauces",28.76316,-17.8164,NA,1964,NA,NA,"","7/6/1964","","PAULY A",1,0,0,1,"","","","Compiled by T. Wood","","; BMNH; ; ","Wood_etal5577","Remove","Lasioglossum laetum","Remove"
"Lasioglossum",NA,"laetum",NA,"Spain","Canary Islands","GuadeIsoraZanjonesLosPNTeide",28.24059,-16.68177,NA,1996,NA,NA,"","7/29/1996","GIET","Francisco La Roche",0,0,0,1,"GBIF,2015","","","Compiled by T. Wood","","; ; ; ","Wood_etal21601","Remove","Lasioglossum laetum","Remove"
"Lasioglossum",NA,"laetum",NA,"Spain","Canary Islands","PenasdelChache",29.14528,-13.50929,NA,1964,NA,NA,"","05/00/1964","","PAULY A",0,3,0,1,"","","","Compiled by T. Wood","","; BMNH; ; ","Wood_etal33456","Remove","Lasioglossum laetum","Remove"
"Lasioglossum",NA,"laetum",NA,"Spain","Canary Islands","LasMercedes",28.51573,-16.2774,NA,1966,NA,NA,"","07/00/1966","","PAULY A",0,1,0,1,"","","","Compiled by T. Wood","","; BMNH; ; ","Wood_etal33492","Remove","Lasioglossum laetum","Remove"
"Lasioglossum",NA,"laetum",NA,"Spain","Canary Islands","LasMercedes",28.51573,-16.2774,NA,1966,NA,NA,"","07/00/1966","","PAULY A",7,0,0,1,"","","","Compiled by T. Wood","","; BMNH; ; ","Wood_etal33490","Remove","Lasioglossum laetum","Remove"
"Lasioglossum",NA,"laetum",NA,"Spain","Canary Islands","Aduares",28.673,-17.81398,NA,1947,NA,NA,"","7/25/1947","","PAULY A",1,0,0,1,"","","","Compiled by T. Wood","","; RNHL; ; ","Wood_etal2812","Remove","Lasioglossum laetum","Remove"
"Lasioglossum",NA,"laetum",NA,"Spain","Canary Islands","LaOrotavaRiachueloBarrancodelPNTeide",28.2418,-16.57987,NA,1996,NA,NA,"","6/23/1996","GIET","Francisco La Roche",0,0,0,1,"GBIF,2015","","","Compiled by T. Wood","","; ; ; ","Wood_etal21497","Remove","Lasioglossum laetum","Remove"
"Lasioglossum",NA,"laetum",NA,"Spain","Canary Islands","LaOrotavaRiachueloBarrancodelPNTeide",28.2418,-16.57987,NA,1996,NA,NA,"","7/21/1996","GIET","Francisco La Roche",0,0,0,1,"GBIF,2015","","","Compiled by T. Wood","","; ; ; ","Wood_etal21558","Remove","Lasioglossum laetum","Remove"
"Lasioglossum",NA,"laetum",NA,"Spain","Canary Islands","LaLaguna",28.51573,-16.2774,NA,1973,NA,NA,"","5/11/1973","","PAULY A",1,0,0,1,"","","","Compiled by T. Wood","","; FSAGX; ; ","Wood_etal9756","Remove","Lasioglossum laetum","Remove"
"Lasioglossum",NA,"laetum",NA,"Spain","Canary Islands","SanJuandelaRamblaMontaaNegraMontaa197019960629GIETFranciscoLaRocheGBIF2015ULL",28.33204,-16.58121,NA,NA,NA,NA,"","//","","",0,0,0,1,"","","","Compiled by T. Wood","","; ; ; ","Wood_etal42238","Remove","Lasioglossum laetum","Remove"
"Lasioglossum",NA,"laetum",NA,"Spain","Canary Islands","Arucas",28.15952,-15.56021,NA,1949,NA,NA,"","3/2/1949","","PAULY A",0,1,0,1,"","","","Compiled by T. Wood","","; RNHL; ; ","Wood_etal2849","Remove","Lasioglossum laetum","Remove"
"Lasioglossum",NA,"laetum",NA,"Spain","Canary Islands","LaOrotavaArenasNegrasladeradePNTeide",28.2418,-16.57987,NA,1996,NA,NA,"","10/2/1996","GIET","Francisco La Roche",0,0,0,1,"GBIF,2015","","","Compiled by T. Wood","","; ; ; ","Wood_etal21615","Remove","Lasioglossum laetum","Remove"
"Lasioglossum",NA,"laetum",NA,"Spain","Canary Islands","ChipudeForest",28.1415,-17.29105,NA,1966,NA,NA,"","8/4/1966","","PAULY A",6,0,0,1,"","","","Compiled by T. Wood","","; BMNH; ; ","Wood_etal6293","Remove","Lasioglossum laetum","Remove"
"Lasioglossum",NA,"laetum",NA,"Spain","Canary Islands","SanSebastindelaGomera",28.14476,-17.08751,NA,1950,NA,NA,"","3/21/1950","","PAULY A",0,1,0,1,"","","","Compiled by T. Wood","","; RNHL; ; ","Wood_etal2921","Remove","Lasioglossum laetum","Remove"
"Lasioglossum",NA,"laetum",NA,"Spain","Canary Islands","PenasdelChache",29.14528,-13.50929,NA,1964,NA,NA,"","5/19/1964","","PAULY A",1,0,0,1,"","","","Compiled by T. Wood","","; BMNH; ; ","Wood_etal5516","Remove","Lasioglossum laetum","Remove"
"Lasioglossum",NA,"laetum",NA,"Spain","Canary Islands","LosCristianos",28.06012,-16.67895,NA,1964,NA,NA,"","4/17/1964","","PAULY A",0,1,0,1,"","","","Compiled by T. Wood","","; BMNH; ; ","Wood_etal5473","Remove","Lasioglossum laetum","Remove"
"Lasioglossum",NA,"laetum",NA,"Spain","Canary Islands","Maspalomas",27.70817,-15.55788,NA,1966,NA,NA,"","6/17/1966","","PAULY A",1,0,0,1,"","","","Compiled by T. Wood","","; BMNH; ; ","Wood_etal6141","Remove","Lasioglossum laetum","Remove"
"Lasioglossum",NA,"laetum",NA,"Spain","Canary Islands","PuertodelRosario",28.51665,-13.82477,NA,1964,NA,NA,"","04/00/1964","","PAULY A",0,3,0,1,"","","","Compiled by T. Wood","","; BMNH; ; ","Wood_etal33449","Remove","Lasioglossum laetum","Remove"
"Lasioglossum",NA,"laetum",NA,"Spain","Canary Islands","SanAndrsySauces",28.76316,-17.8164,NA,1964,NA,NA,"","06/00/1964","","PAULY A",0,7,0,1,"","","","Compiled by T. Wood","","; BMNH; ; ","Wood_etal33460","Remove","Lasioglossum laetum","Remove"
"Lasioglossum",NA,"laetum",NA,"Spain","Canary Islands","PuertodelRosario",28.51665,-13.82477,NA,1964,NA,NA,"","04/00/1964","","PAULY A",4,0,0,1,"","","","Compiled by T. Wood","","; BMNH; ; ","Wood_etal33448","Remove","Lasioglossum laetum","Remove"
"Lasioglossum",NA,"laetum",NA,"Spain","Canary Islands","ElMdano",28.06133,-16.57723,NA,1949,NA,NA,"","1/25/1949","","PAULY A",1,0,0,1,"","","","Compiled by T. Wood","","; RNHL; ; ","Wood_etal2845","Remove","Lasioglossum laetum","Remove"
"Lasioglossum",NA,"laetum",NA,"Spain","Canary Islands","PuertodelaCruz",28.42227,-16.58255,NA,1964,NA,NA,"","12/20/1964","","PAULY A",6,0,0,1,"","","","Compiled by T. Wood","","; BMNH; ; ","Wood_etal5821","Remove","Lasioglossum laetum","Remove"
"Lasioglossum",NA,"laetum",NA,"Spain","Canary Islands","LaOrotavaRiachueloBarrancodelPNTeide",28.2418,-16.57987,NA,1996,NA,NA,"","7/21/1996","GIET","Francisco La Roche",0,0,0,1,"GBIF,2015","","","Compiled by T. Wood","","; ; ; ","Wood_etal21557","Remove","Lasioglossum laetum","Remove"
