Published by;Author;Reference.doi;Local_id;Family;Genus;Species;Subspecies;Sex;Individuals;collector;taxonomist;m_plant_genus;m_plant_species;Other plants;Day;Month;Year;Start.date;End.date;Altitude (m);UTM;Latitude;Longitude;Coordinate.precision;Location;Province;Country;Notes;editor
Editorial de la Universidad Compluten se de Madrid. Servicio de Reprografía Noviciado, 3 Madrid-8 Madrid, 2011;Concepción Ornosa;M-2oAo4-i984;;Apidae;Bombus;Bombus humilis;Bombus humilis quasimuscorum;Q;1;CE;;;;;NA;9;1980;NA;NA;;;40.301291;-4.6359535;;La Adrada;Ávila;Spain;;Collado
Editorial de la Universidad Compluten se de Madrid. Servicio de Reprografía Noviciado, 3 Madrid-8 Madrid, 2012;Concepción Ornosa;M-2oAo4-i984;;Apidae;Bombus;Bombus humilis;Bombus humilis quasimuscorum;M;1;CE;Pérez-Iñigo;;;;3;9;1977;NA;NA;;;39.1261724;-2.090394;;Hoya de la Guija;Ávila;Spain;;Collado
Editorial de la Universidad Compluten se de Madrid. Servicio de Reprografía Noviciado, 3 Madrid-8 Madrid, 2005;Concepción Ornosa;M-2oAo4-i984;;Apidae;Bombus;Bombus humilis;Bombus humilis quasimuscorum;W;1;IEE;Mercet;;;;NA;NA;NA;NA;NA;;;38.3162626;-2.5852934;;Navalperal;Ávila;Spain;;Collado
Editorial de la Universidad Compluten se de Madrid. Servicio de Reprografía Noviciado, 3 Madrid-8 Madrid, 2012;Concepción Ornosa;M-2oAo4-i984;;Apidae;Bombus;Bombus humilis;Bombus humilis quasimuscorum;Q;2;IEE;Mercet;;;;NA;NA;NA;NA;NA;;;38.3162626;-2.5852934;;Navalperal;Ávila;Spain;;Collado
Editorial de la Universidad Compluten se de Madrid. Servicio de Reprografía Noviciado, 3 Madrid-8 Madrid, 2011;Concepción Ornosa;M-2oAo4-i984;;Apidae;Bombus;Bombus humilis;Bombus humilis quasimuscorum;Q;2;IEE;Schmidt;;;;NA;5;1927;NA;NA;;;40.2107266;-5.0868775;;Arenas de San Pedro;Ávila;Spain;;Collado
Editorial de la Universidad Compluten se de Madrid. Servicio de Reprografía Noviciado, 3 Madrid-8 Madrid, 2011;Concepción Ornosa;M-2oAo4-i984;;Apidae;Bombus;Bombus humilis;Bombus humilis quasimuscorum;M;1;IEE;Mercet;;;;NA;NA;NA;NA;NA;;;40.2518102;-5.0018227;;Santa Cruz del Valle;Ávila;Spain;;Collado
Editorial de la Universidad Compluten se de Madrid. Servicio de Reprografía Noviciado, 3 Madrid-8 Madrid, 2005;Concepción Ornosa;M-2oAo4-i984;;Apidae;Bombus;Bombus humilis;Bombus humilis quasimuscorum;Q;1;;;;;;NA;10;1921;NA;NA;;;41.4233554;2.1479462;;Arenys;Barcelona;Spain;;Collado
Editorial de la Universidad Compluten se de Madrid. Servicio de Reprografía Noviciado, 3 Madrid-8 Madrid, 2012;Concepción Ornosa;M-2oAo4-i984;;Apidae;Bombus;Bombus humilis;Bombus humilis quasimuscorum;M;1;MB;Zariquey;;;;24;7;1922;NA;NA;;;41.4233554;2.1479462;;Arenys;Barcelona;Spain;;Collado
Editorial de la Universidad Compluten se de Madrid. Servicio de Reprografía Noviciado, 3 Madrid-8 Madrid, 2011;Concepción Ornosa;M-2oAo4-i984;;Apidae;Bombus;Bombus humilis;Bombus humilis quasimuscorum;Q;1;MB;;;;;NA;NA;NA;NA;NA;;;41.5554326;2.4002787;;Argentona;Barcelona;Spain;;Collado
Editorial de la Universidad Compluten se de Madrid. Servicio de Reprografía Noviciado, 3 Madrid-8 Madrid, 2011;Concepción Ornosa;M-2oAo4-i984;;Apidae;Bombus;Bombus humilis;Bombus humilis quasimuscorum;Q;1;MB;Bofill;;;;29;6;1903;NA;NA;;;41.814966;2.19569;;Baleña;Barcelona;Spain;;Collado
Editorial de la Universidad Compluten se de Madrid. Servicio de Reprografía Noviciado, 3 Madrid-8 Madrid, 2005;Concepción Ornosa;M-2oAo4-i984;;Apidae;Bombus;Bombus humilis;Bombus humilis quasimuscorum;Q;1;MB;Villarrubia;;;;NA;NA;NA;NA;NA;;;41.814966;2.19569;;Baleña;Barcelona;Spain;;Collado
Editorial de la Universidad Compluten se de Madrid. Servicio de Reprografía Noviciado, 3 Madrid-8 Madrid, 2012;Concepción Ornosa;M-2oAo4-i984;;Apidae;Bombus;Bombus humilis;Bombus humilis quasimuscorum;Q;2;MB;Zariquey;;;;11;7;1922;NA;NA;;;42.1011456;1.8454758;;Berga;Barcelona;Spain;;Collado
Editorial de la Universidad Compluten se de Madrid. Servicio de Reprografía Noviciado, 3 Madrid-8 Madrid, 2011;Concepción Ornosa;M-2oAo4-i984;;Apidae;Bombus;Bombus humilis;Bombus humilis quasimuscorum;Q;1;MB;Mas de Xaxars;;;;16;8;1915;NA;NA;;;41.799444;2.221667;;Centellas;Barcelona;Spain;;Collado
Editorial de la Universidad Compluten se de Madrid. Servicio de Reprografía Noviciado, 3 Madrid-8 Madrid, 2011;Concepción Ornosa;M-2oAo4-i984;;Apidae;Bombus;Bombus humilis;Bombus humilis quasimuscorum;M;1;;;;;;20;7;1922;NA;NA;;;NA;NA;;Ermita de la Cabrera;Barcelona;Spain;;Collado
Editorial de la Universidad Compluten se de Madrid. Servicio de Reprografía Noviciado, 3 Madrid-8 Madrid, 2011;Concepción Ornosa;M-2oAo4-i984;;Apidae;Bombus;Bombus humilis;Bombus humilis quasimuscorum;Q;2;;;;;;20;7;1922;NA;NA;;;NA;NA;;Ermita de la Cabrera;Barcelona;Spain;;Collado
Editorial de la Universidad Compluten se de Madrid. Servicio de Reprografía Noviciado, 3 Madrid-8 Madrid, 2005;Concepción Ornosa;M-2oAo4-i984;;Apidae;Bombus;Bombus humilis;Bombus humilis quasimuscorum;W;1;MB;Codina;;;;21;7;1922;NA;NA;;;42.0616435;2.4270556;;Plá d´Aiats;Barcelona;Spain;;Collado
Editorial de la Universidad Compluten se de Madrid. Servicio de Reprografía Noviciado, 3 Madrid-8 Madrid, 2012;Concepción Ornosa;M-2oAo4-i984;;Apidae;Bombus;Bombus humilis;Bombus humilis quasimuscorum;Q;1;MB;Codina;;;;13;7;1923;NA;NA;;;NA;NA;;San Julián de la Cabrera;Barcelona;Spain;;Collado
Editorial de la Universidad Compluten se de Madrid. Servicio de Reprografía Noviciado, 3 Madrid-8 Madrid, 2011;Concepción Ornosa;M-2oAo4-i984;;Apidae;Bombus;Bombus humilis;Bombus humilis quasimuscorum;Q;1;MB;Novellas;;;;NA;6;1919;NA;NA;;;41.8478521;2.3920004;;Viladrau;Barcelona;Spain;;Collado
Editorial de la Universidad Compluten se de Madrid. Servicio de Reprografía Noviciado, 3 Madrid-8 Madrid, 2011;Concepción Ornosa;M-2oAo4-i984;;Apidae;Bombus;Bombus humilis;Bombus humilis quasimuscorum;Q;1;;;;;;NA;8;1932;NA;NA;;;41.8478521;2.3920004;;Viladrau;Burgos;Spain;;Collado
Editorial de la Universidad Compluten se de Madrid. Servicio de Reprografía Noviciado, 3 Madrid-8 Madrid, 2012;Concepción Ornosa;M-2oAo4-i984;;Apidae;Bombus;Bombus humilis;Bombus humilis quasimuscorum;Q;1;CE;;;;;19;7;1978;NA;NA;;;41.6047416;-3.8499883;;Fuentemolinos;Burgos;Spain;;Collado
Editorial de la Universidad Compluten se de Madrid. Servicio de Reprografía Noviciado, 3 Madrid-8 Madrid, 2011;Concepción Ornosa;M-2oAo4-i984;;Apidae;Bombus;Bombus humilis;Bombus humilis quasimuscorum;Q;1;CE;;;;;3;8;1974;NA;NA;;;42.9412077;-3.4777143;;Medina Pomar;Burgos;Spain;;Collado
Editorial de la Universidad Compluten se de Madrid. Servicio de Reprografía Noviciado, 3 Madrid-8 Madrid, 2012;Concepción Ornosa;M-2oAo4-i984;;Apidae;Bombus;Bombus humilis;Bombus humilis quasimuscorum;Q;1;CE;;;;;15;8;1975;NA;NA;;;42.9412077;-3.4777143;;Medina Pomar;A Coruña;Spain;;Collado
Editorial de la Universidad Compluten se de Madrid. Servicio de Reprografía Noviciado, 3 Madrid-8 Madrid, 2005;Concepción Ornosa;M-2oAo4-i984;;Apidae;Bombus;Bombus humilis;Bombus humilis quasimuscorum;Q;1;CE;;;;;NA;8;1974;NA;NA;;;42.9412077;-3.4777143;;Medina Pomar;Ciudad Real;Spain;;Collado
Editorial de la Universidad Compluten se de Madrid. Servicio de Reprografía Noviciado, 3 Madrid-8 Madrid, 2012;Concepción Ornosa;M-2oAo4-i984;;Apidae;Bombus;Bombus humilis;Bombus humilis quasimuscorum;Q;1;CE;;;;;15;8;1975;NA;NA;;;43.3712091;-8.3958768;;A Coruña;A Coruña;Spain;;Collado
Editorial de la Universidad Compluten se de Madrid. Servicio de Reprografía Noviciado, 3 Madrid-8 Madrid, 2011;Concepción Ornosa;M-2oAo4-i984;;Apidae;Bombus;Bombus humilis;Bombus humilis quasimuscorum;Q;2;CE;;;;;NA;5;1980;NA;NA;;;38.95975095;-3.882828339;;Ciudad Real;Ciudad Real;Spain;;Collado
Editorial de la Universidad Compluten se de Madrid. Servicio de Reprografía Noviciado, 3 Madrid-8 Madrid, 2011;Concepción Ornosa;M-2oAo4-i984;;Apidae;Bombus;Bombus humilis;Bombus humilis quasimuscorum;W;1;CE;;;;;10;3;1980;NA;NA;;;38.7594573;-3.3847392;;Valdepeñas;Ciudad Real;Spain;;Collado
Editorial de la Universidad Compluten se de Madrid. Servicio de Reprografía Noviciado, 3 Madrid-8 Madrid, 2005;Concepción Ornosa;M-2oAo4-i984;;Apidae;Bombus;Bombus humilis;Bombus humilis quasimuscorum;Q;4;CE;Ornosa;;;;17;8;1980;NA;NA;;;40.3503615;-1.8508759;;Tragacete;Cuenca;Spain;;Collado
Editorial de la Universidad Compluten se de Madrid. Servicio de Reprografía Noviciado, 3 Madrid-8 Madrid, 2012;Concepción Ornosa;M-2oAo4-i984;;Apidae;Bombus;Bombus humilis;Bombus humilis quasimuscorum;Q;1;CE;Ornosa;;;;21;8;1982;NA;NA;;;40.3503615;-1.8508759;;Tragacete;Cuenca;Spain;;Collado
Editorial de la Universidad Compluten se de Madrid. Servicio de Reprografía Noviciado, 3 Madrid-8 Madrid, 2011;Concepción Ornosa;M-2oAo4-i984;;Apidae;Bombus;Bombus humilis;Bombus humilis quasimuscorum;M;1;;;;;;22;8;1982;NA;NA;;;40.3503615;-1.8508759;;Tragacete;Cuenca;Spain;;Collado
Editorial de la Universidad Compluten se de Madrid. Servicio de Reprografía Noviciado, 3 Madrid-8 Madrid, 2011;Concepción Ornosa;M-2oAo4-i984;;Apidae;Bombus;Bombus humilis;Bombus humilis quasimuscorum;Q;1;CE;Ornosa;;;;18;9;1976;NA;NA;;;40.431846;-1.9255102;;Vega del Codorno;Cuenca;Spain;;Collado
Editorial de la Universidad Compluten se de Madrid. Servicio de Reprografía Noviciado, 3 Madrid-8 Madrid, 2005;Concepción Ornosa;M-2oAo4-i984;;Apidae;Bombus;Bombus humilis;Bombus humilis quasimuscorum;Q;2;IEE;Seebold;;;;NA;NA;NA;NA;NA;;;42.3736381;1.8871916;;Alp;Gerona;Spain;;Collado
Editorial de la Universidad Compluten se de Madrid. Servicio de Reprografía Noviciado, 3 Madrid-8 Madrid, 2012;Concepción Ornosa;M-2oAo4-i984;;Apidae;Bombus;Bombus humilis;Bombus humilis quasimuscorum;Q;1;MB;;;;;29;7;1909;NA;NA;;;42.375331;2.3016103;;Setcases;Gerona;Spain;;Collado
Editorial de la Universidad Compluten se de Madrid. Servicio de Reprografía Noviciado, 3 Madrid-8 Madrid, 2011;Concepción Ornosa;M-2oAo4-i984;;Apidae;Bombus;Bombus humilis;Bombus humilis quasimuscorum;W;1;CE;;;;;NA;10;1974;NA;NA;;;42.375331;2.3016103;;Setcases;Granada;Spain;;Collado
Editorial de la Universidad Compluten se de Madrid. Servicio de Reprografía Noviciado, 3 Madrid-8 Madrid, 2011;Concepción Ornosa;M-2oAo4-i984;;Apidae;Bombus;Bombus humilis;Bombus humilis quasimuscorum;Q;2;CE;;;;;2;9;1977;NA;NA;;;41.0025333;-2.7715934;;Baides;Guadalajara;Spain;;Collado
Editorial de la Universidad Compluten se de Madrid. Servicio de Reprografía Noviciado, 3 Madrid-8 Madrid, 2011;Concepción Ornosa;M-2oAo4-i984;;Apidae;Bombus;Bombus humilis;Bombus humilis quasimuscorum;W;1;IEE;Báguena;;;;NA;5;1952;NA;NA;;;42.6781743;-1.8106239;;Arañones;Huesca;Spain;;Collado
Editorial de la Universidad Compluten se de Madrid. Servicio de Reprografía Noviciado, 3 Madrid-8 Madrid, 2005;Concepción Ornosa;M-2oAo4-i984;;Apidae;Bombus;Bombus humilis;Bombus humilis quasimuscorum;W;1;IEE;Exp. Inst. Esp. Ent.;;;;18;8;1944;NA;NA;;;NA;NA;;Valle de Astós;Huesca;Spain;;Collado
Editorial de la Universidad Compluten se de Madrid. Servicio de Reprografía Noviciado, 3 Madrid-8 Madrid, 2012;Concepción Ornosa;M-2oAo4-i984;;Apidae;Bombus;Bombus humilis;Bombus humilis quasimuscorum;M;2;Dusmet;Dusmet;;;;NA;8;1926;NA;NA;;;42.62309905;0.5839399118;;Benasque;Huesca;Spain;;Collado
Editorial de la Universidad Compluten se de Madrid. Servicio de Reprografía Noviciado, 3 Madrid-8 Madrid, 2011;Concepción Ornosa;M-2oAo4-i984;;Apidae;Bombus;Bombus humilis;Bombus humilis quasimuscorum;M;7;IEE;Exp. Inst. Esp. Ent.;;;;12;8;1944;NA;NA;;;42.62309905;0.5839399118;;Benasque;Huesca;Spain;;Collado
Editorial de la Universidad Compluten se de Madrid. Servicio de Reprografía Noviciado, 3 Madrid-8 Madrid, 2011;Concepción Ornosa;M-2oAo4-i984;;Apidae;Bombus;Bombus humilis;Bombus humilis quasimuscorum;W;6;IEE;Exp. Inst. Esp. Ent.;;;;NA;NA;NA;NA;NA;;;42.62309905;0.5839399118;;Benasque;Huesca;Spain;;Collado
Editorial de la Universidad Compluten se de Madrid. Servicio de Reprografía Noviciado, 3 Madrid-8 Madrid, 2012;Concepción Ornosa;M-2oAo4-i984;;Apidae;Bombus;Bombus humilis;Bombus humilis quasimuscorum;M;1;;;;;;27;8;1932;NA;NA;;;42.6285893;-0.3215867;;Biescas;Huesca;Spain;;Collado
Editorial de la Universidad Compluten se de Madrid. Servicio de Reprografía Noviciado, 3 Madrid-8 Madrid, 2011;Concepción Ornosa;M-2oAo4-i984;;Apidae;Bombus;Bombus humilis;Bombus humilis quasimuscorum;M;1;Dusmet;Dusmet;;;;NA;NA;NA;NA;NA;;;42.7875794;-0.5291149;;Candanchú;Huesca;Spain;;Collado
Editorial de la Universidad Compluten se de Madrid. Servicio de Reprografía Noviciado, 3 Madrid-8 Madrid, 2012;Concepción Ornosa;M-2oAo4-i984;;Apidae;Bombus;Bombus humilis;Bombus humilis quasimuscorum;Q;8;Dusmet;Dusmet;;;;NA;NA;NA;NA;NA;;;42.7875794;-0.5291149;;Candanchú;Huesca;Spain;;Collado
Editorial de la Universidad Compluten se de Madrid. Servicio de Reprografía Noviciado, 3 Madrid-8 Madrid, 2005;Concepción Ornosa;M-2oAo4-i984;;Apidae;Bombus;Bombus humilis;Bombus humilis quasimuscorum;M;1;Dusmet;Dusmet;;;;NA;8;1932;NA;NA;;;42.5692515;-0.549372;;Jaca;Huesca;Spain;;Collado
Editorial de la Universidad Compluten se de Madrid. Servicio de Reprografía Noviciado, 3 Madrid-8 Madrid, 2012;Concepción Ornosa;M-2oAo4-i984;;Apidae;Bombus;Bombus humilis;Bombus humilis quasimuscorum;M;1;Dusmet;Dusmet;;;;NA;8;1931;NA;NA;;;41.6282333;-0.887309;;Valle de Ordesa;Huesca;Spain;;Collado
Editorial de la Universidad Compluten se de Madrid. Servicio de Reprografía Noviciado, 3 Madrid-8 Madrid, 2011;Concepción Ornosa;M-2oAo4-i984;;Apidae;Bombus;Bombus humilis;Bombus humilis quasimuscorum;Q;4;Dusmet;Dusmet;;;;NA;8;1931;NA;NA;;;41.6282333;-0.887309;;Valle de Ordesa;Huesca;Spain;;Collado
Editorial de la Universidad Compluten se de Madrid. Servicio de Reprografía Noviciado, 3 Madrid-8 Madrid, 2011;Concepción Ornosa;M-2oAo4-i984;;Apidae;Bombus;Bombus humilis;Bombus humilis quasimuscorum;Q;1;IEE;Exp. Inst. Esp. Ent.;;;;12;7;1942;NA;NA;;;41.6282333;-0.887309;;Valle de Ordesa;Huesca;Spain;;Collado
Editorial de la Universidad Compluten se de Madrid. Servicio de Reprografía Noviciado, 3 Madrid-8 Madrid, 2005;Concepción Ornosa;M-2oAo4-i984;;Apidae;Bombus;Bombus humilis;Bombus humilis quasimuscorum;M;1;CE;Templado;;;;6;9;1964;NA;NA;;;41.6282333;-0.887309;;Valle de Ordesa;Huesca;Spain;;Collado
Editorial de la Universidad Compluten se de Madrid. Servicio de Reprografía Noviciado, 3 Madrid-8 Madrid, 2012;Concepción Ornosa;M-2oAo4-i984;;Apidae;Bombus;Bombus humilis;Bombus humilis quasimuscorum;Q;1;Dusmet;Dusmet;;;;NA;7;1921;NA;NA;;;42.7236963;-0.2843924;;Panticosa;Huesca;Spain;;Collado
Editorial de la Universidad Compluten se de Madrid. Servicio de Reprografía Noviciado, 3 Madrid-8 Madrid, 2011;Concepción Ornosa;M-2oAo4-i984;;Apidae;Bombus;Bombus humilis;Bombus humilis quasimuscorum;W;1;CE;;;;;15;7;1974;NA;NA;;;42.7236963;-0.2843924;;Panticosa;Huesca;Spain;;Collado
Editorial de la Universidad Compluten se de Madrid. Servicio de Reprografía Noviciado, 3 Madrid-8 Madrid, 2011;Concepción Ornosa;M-2oAo4-i984;;Apidae;Bombus;Bombus humilis;Bombus humilis quasimuscorum;Q;1;IEE;;;;;16;6;1976;NA;NA;;;41.0402985;-1.3572104;;Báguena;Huesca;Spain;;Collado
Editorial de la Universidad Compluten se de Madrid. Servicio de Reprografía Noviciado, 3 Madrid-8 Madrid, 2005;Concepción Ornosa;M-2oAo4-i984;;Apidae;Bombus;Bombus humilis;Bombus humilis quasimuscorum;Q;1;CE;Martínez;;;;2;8;1978;NA;NA;;;40.6450623;-4.0374217;;Carretera de la Coruña;León;Spain;;Collado
Editorial de la Universidad Compluten se de Madrid. Servicio de Reprografía Noviciado, 3 Madrid-8 Madrid, 2012;Concepción Ornosa;M-2oAo4-i984;;Apidae;Bombus;Bombus humilis;Bombus humilis quasimuscorum;M;1;IEE;Exp. Inst. Esp. Ent.;;;;12;8;1949;NA;NA;;;42.9548094;-6.4379325;;Puerto Cerredo;León;Spain;;Collado
Editorial de la Universidad Compluten se de Madrid. Servicio de Reprografía Noviciado, 3 Madrid-8 Madrid, 2011;Concepción Ornosa;M-2oAo4-i984;;Apidae;Bombus;Bombus humilis;Bombus humilis quasimuscorum;Q;1;IEE;Abajo;;;;12;8;1941;NA;NA;;;42.9388713;-6.3183421;;Villablino;León;Spain;;Collado
Editorial de la Universidad Compluten se de Madrid. Servicio de Reprografía Noviciado, 3 Madrid-8 Madrid, 2011;Concepción Ornosa;M-2oAo4-i984;;Apidae;Bombus;Bombus humilis;Bombus humilis quasimuscorum;Q;1;MB;Mata;;;;NA;9;1921;NA;NA;;;41.6593325;1.0825231;;Anglesola;Lérida;Spain;;Collado
Editorial de la Universidad Compluten se de Madrid. Servicio de Reprografía Noviciado, 3 Madrid-8 Madrid, 2011;Concepción Ornosa;M-2oAo4-i984;;Apidae;Bombus;Bombus humilis;Bombus humilis quasimuscorum;W;3;MB;Amigó;;;;15;7;1928;NA;NA;;;41.6593325;1.0825231;;Anglesola;Lérida;Spain;;Collado
Editorial de la Universidad Compluten se de Madrid. Servicio de Reprografía Noviciado, 3 Madrid-8 Madrid, 2005;Concepción Ornosa;M-2oAo4-i984;;Apidae;Bombus;Bombus humilis;Bombus humilis quasimuscorum;W;2;MB;Llenas;;;;NA;7;1909;NA;NA;;;42.72560575;0.8503525141;;Valle de Arán;Lérida;Spain;;Collado
Editorial de la Universidad Compluten se de Madrid. Servicio de Reprografía Noviciado, 3 Madrid-8 Madrid, 2012;Concepción Ornosa;M-2oAo4-i984;;Apidae;Bombus;Bombus humilis;Bombus humilis quasimuscorum;M;2;MB;Senen;;;;15;10;1917;NA;NA;;;42.3927235;1.803466567;;Cerdaña;Lérida;Spain;;Collado
Editorial de la Universidad Compluten se de Madrid. Servicio de Reprografía Noviciado, 3 Madrid-8 Madrid, 2011;Concepción Ornosa;M-2oAo4-i984;;Apidae;Bombus;Bombus humilis;Bombus humilis quasimuscorum;W;1;CE;Outerelo;;;;5;8;1977;NA;NA;;;NA;NA;;Lago de San Mauricio;Lérida;Spain;;Collado
Editorial de la Universidad Compluten se de Madrid. Servicio de Reprografía Noviciado, 3 Madrid-8 Madrid, 2011;Concepción Ornosa;M-2oAo4-i984;;Apidae;Bombus;Bombus humilis;Bombus humilis quasimuscorum;Q;1;CE;Outerelo;;;;NA;NA;NA;NA;NA;;;NA;NA;;Lago de San Mauricio;Lérida;Spain;;Collado
Editorial de la Universidad Compluten se de Madrid. Servicio de Reprografía Noviciado, 3 Madrid-8 Madrid, 2012;Concepción Ornosa;M-2oAo4-i984;;Apidae;Bombus;Bombus humilis;Bombus humilis quasimuscorum;Q;1;MB;Museo;;;;NA;7;1934;NA;NA;;;38.0270781;-0.654673;;Mata de Valencia;Lérida;Spain;;Collado
Editorial de la Universidad Compluten se de Madrid. Servicio de Reprografía Noviciado, 3 Madrid-8 Madrid, 2011;Concepción Ornosa;M-2oAo4-i984;;Apidae;Bombus;Bombus humilis;Bombus humilis quasimuscorum;M;1;MB;Museo;;;;NA;8;1933;NA;NA;;;NA;NA;;Portillón;Lérida;Spain;;Collado
Editorial de la Universidad Compluten se de Madrid. Servicio de Reprografía Noviciado, 3 Madrid-8 Madrid, 2012;Concepción Ornosa;M-2oAo4-i984;;Apidae;Bombus;Bombus humilis;Bombus humilis quasimuscorum;Q;1;MB;Museo;;;;NA;8;1933;NA;NA;;;43.3449032;-3.6492701;;Portillón;Lérida;Spain;;Collado
Editorial de la Universidad Compluten se de Madrid. Servicio de Reprografía Noviciado, 3 Madrid-8 Madrid, 2005;Concepción Ornosa;M-2oAo4-i984;;Apidae;Bombus;Bombus humilis;Bombus humilis quasimuscorum;M;1;MB;Museo;;;;NA;8;1933;NA;NA;;;42.7082581;0.9049914;;Salardú;Lérida;Spain;;Collado
Editorial de la Universidad Compluten se de Madrid. Servicio de Reprografía Noviciado, 3 Madrid-8 Madrid, 2012;Concepción Ornosa;M-2oAo4-i984;;Apidae;Bombus;Bombus humilis;Bombus humilis quasimuscorum;Q;1;MB;Museo;;;;NA;8;1933;NA;NA;;;42.7082581;0.9049914;;Salardú;Lérida;Spain;;Collado
Editorial de la Universidad Compluten se de Madrid. Servicio de Reprografía Noviciado, 3 Madrid-8 Madrid, 2011;Concepción Ornosa;M-2oAo4-i984;;Apidae;Bombus;Bombus humilis;Bombus humilis quasimuscorum;W;1;MB;;;;;29;7;1909;NA;NA;;;NA;NA;;San Lorenzo de Morunys;Lérida;Spain;;Collado
Editorial de la Universidad Compluten se de Madrid. Servicio de Reprografía Noviciado, 3 Madrid-8 Madrid, 2011;Concepción Ornosa;M-2oAo4-i984;;Apidae;Bombus;Bombus humilis;Bombus humilis quasimuscorum;Q;1;MB;Codina;;;;17;7;1930;NA;NA;;;NA;NA;;Tabascan;Lérida;Spain;;Collado
Editorial de la Universidad Compluten se de Madrid. Servicio de Reprografía Noviciado, 3 Madrid-8 Madrid, 2005;Concepción Ornosa;M-2oAo4-i984;;Apidae;Bombus;Bombus humilis;Bombus humilis quasimuscorum;Q;4;CE;Martínez;;;;17;9;1978;NA;NA;;;42.5626773;-2.7589811;;San Vicente de la Sonsierra;Logroño;Spain;;Collado
Editorial de la Universidad Compluten se de Madrid. Servicio de Reprografía Noviciado, 3 Madrid-8 Madrid, 2012;Concepción Ornosa;M-2oAo4-i984;;Apidae;Bombus;Bombus humilis;Bombus humilis quasimuscorum;Q;1;CE;Viejo;;;;22;7;1979;NA;NA;;;42.703028;-7.2751422;;Piornedo;Lugo;Spain;;Collado
Editorial de la Universidad Compluten se de Madrid. Servicio de Reprografía Noviciado, 3 Madrid-8 Madrid, 2011;Concepción Ornosa;M-2oAo4-i984;;Apidae;Bombus;Bombus humilis;Bombus humilis quasimuscorum;W;1;IEE;Arias;;;;NA;NA;NA;NA;NA;;;42.703028;-7.2751422;;Piornedo;Madrid;Spain;;Collado
Editorial de la Universidad Compluten se de Madrid. Servicio de Reprografía Noviciado, 3 Madrid-8 Madrid, 2011;Concepción Ornosa;M-2oAo4-i984;;Apidae;Bombus;Bombus humilis;Bombus humilis quasimuscorum;Q;3;Mercet;Mercet;;;;NA;NA;NA;NA;NA;;;42.703028;-7.2751422;;Piornedo;Madrid;Spain;;Collado
Editorial de la Universidad Compluten se de Madrid. Servicio de Reprografía Noviciado, 3 Madrid-8 Madrid, 2005;Concepción Ornosa;M-2oAo4-i984;;Apidae;Bombus;Bombus humilis;Bombus humilis quasimuscorum;W;1;CE;;;;;NA;NA;NA;NA;NA;;;42.703028;-7.2751422;;Piornedo;Madrid;Spain;;Collado
Editorial de la Universidad Compluten se de Madrid. Servicio de Reprografía Noviciado, 3 Madrid-8 Madrid, 2012;Concepción Ornosa;M-2oAo4-i984;;Apidae;Bombus;Bombus humilis;Bombus humilis quasimuscorum;Q;2;CE;;;;;5;4;1972;NA;NA;;;42.703028;-7.2751422;;Piornedo;Madrid;Spain;;Collado
Editorial de la Universidad Compluten se de Madrid. Servicio de Reprografía Noviciado, 3 Madrid-8 Madrid, 2011;Concepción Ornosa;M-2oAo4-i984;;Apidae;Bombus;Bombus humilis;Bombus humilis quasimuscorum;W;1;CE;;;;;7;5;1973;NA;NA;;;42.703028;-7.2751422;;Piornedo;Madrid;Spain;;Collado
Editorial de la Universidad Compluten se de Madrid. Servicio de Reprografía Noviciado, 3 Madrid-8 Madrid, 2011;Concepción Ornosa;M-2oAo4-i984;;Apidae;Bombus;Bombus humilis;Bombus humilis quasimuscorum;Q;1;CE;;;;;28;7;1973;NA;NA;;;42.703028;-7.2751422;;Piornedo;Madrid;Spain;;Collado
Editorial de la Universidad Compluten se de Madrid. Servicio de Reprografía Noviciado, 3 Madrid-8 Madrid, 2011;Concepción Ornosa;M-2oAo4-i984;;Apidae;Bombus;Bombus humilis;Bombus humilis quasimuscorum;Q;1;CE;;;;;18;8;1973;NA;NA;;;42.703028;-7.2751422;;Piornedo;Madrid;Spain;;Collado
Editorial de la Universidad Compluten se de Madrid. Servicio de Reprografía Noviciado, 3 Madrid-8 Madrid, 2005;Concepción Ornosa;M-2oAo4-i984;;Apidae;Bombus;Bombus humilis;Bombus humilis quasimuscorum;Q;1;CE;;;;;NA;NA;1974;NA;NA;;;42.703028;-7.2751422;;Piornedo;Madrid;Spain;;Collado
Editorial de la Universidad Compluten se de Madrid. Servicio de Reprografía Noviciado, 3 Madrid-8 Madrid, 2012;Concepción Ornosa;M-2oAo4-i984;;Apidae;Bombus;Bombus humilis;Bombus humilis quasimuscorum;W;1;CE;Templado;;;;15;5;1978;NA;NA;;;42.703028;-7.2751422;;Piornedo;Madrid;Spain;;Collado
Editorial de la Universidad Compluten se de Madrid. Servicio de Reprografía Noviciado, 3 Madrid-8 Madrid, 2011;Concepción Ornosa;M-2oAo4-i984;;Apidae;Bombus;Bombus humilis;Bombus humilis quasimuscorum;W;1;CE;del Pozo;;;;17;6;1978;NA;NA;;;42.703028;-7.2751422;;Piornedo;Madrid;Spain;;Collado
